Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,22-10-2012,5667.6,5721.55,5658.05,5717.15,32.9,.58,103372318,4994.75,18.88,3.14,1.39
CNX Nifty Junior,22-10-2012,11104.45,11127.4,11019.5,11124.65,15.8,.14,59316860,1499.46,20.1,2.18,1.44
CNX 100,22-10-2012,5558.35,5604.05,5545.55,5601.3,28.7,.52,162689178,6494.21,19.05,2.95,1.39
CNX 200,22-10-2012,2868.35,2889.8,2861.25,2888.25,13.25,.46,326765332,7809.13,18.71,2.73,1.41
S&P CNX 500,22-10-2012,4499.95,4530.55,4489.8,4528.45,19,.42,424525200,8586.61,19.11,2.56,1.43
NIFTY Midcap 50,22-10-2012,2257.7,2264.65,2242.7,2258.8,.6,.03,107065265,1025.95,14.62,1.49,1.61
CNX Midcap,22-10-2012,7902.9,7926.55,7862.8,7909.25,5.4,.07,163982772,1465.15,19.31,1.76,1.64
CNX Smallcap,22-10-2012,3524.75,3531.7,3504,3507.1,-21.45,-.61,58691092,468.35,48.57,1.3,1.38
S&P CNX Nifty Dividend,22-10-2012,-,-,-,70.02,0,-,-,-,-,-,-
CNX Auto,22-10-2012,4287.8,4314.45,4259.95,4295.4,-2,-.05,18906444,484.14,21.61,4.06,1.66
CNX Bank,22-10-2012,11422.1,11619.25,11419.4,11607.4,116.2,1.01,15917769,1498.66,14.55,2.34,1.29
CNX Energy,22-10-2012,7812.85,7949.25,7810.4,7940.7,69.75,.89,20542596,592.91,15.78,1.84,1.58
CNX Finance,22-10-2012,4684.65,4746.65,4682.3,4742.65,34.55,.73,28163115,1818.57,17.12,2.83,1.3
CNX FMCG,22-10-2012,15078,15078,14880.85,15006.15,-57.2,-.38,17150347,850.25,35.84,13.45,1.29
CNX IT,22-10-2012,6096.65,6137,6087.5,6112.8,45.8,.75,11343502,698.31,16.82,5.02,1.78
CNX Media,22-10-2012,1595.65,1595.65,1565.6,1570.8,-25.6,-1.6,22031120,138.65,39.29,4.62,.96
CNX Metal,22-10-2012,2705.95,2728.4,2698.75,2723.3,2.5,.09,13703865,379.24,11.94,1.23,1.63
CNX MNC,22-10-2012,5802.25,5830.55,5791.85,5813.75,2.4,.04,7922744,296.42,40.78,5.26,1.15
CNX Pharma,22-10-2012,5584.5,5646.9,5577.6,5642.55,52.5,.94,3534828,227.91,53.43,5.13,.77
CNX PSU Bank,22-10-2012,3353.35,3389.2,3341.8,3359.15,-23.45,-.69,13034620,620.61,7.48,1.25,2.3
CNX Realty,22-10-2012,244.8,247.4,242.65,246.65,1,.41,46378537,350.54,25.63,.98,.55
CNX Consumption,22-10-2012,2122.1,2133.8,2112,2132.45,7.65,.36,40974942,1358.54,24.48,3.85,1.2
CNX Commodities,22-10-2012,2462.05,2483.05,2458.45,2478.95,8.15,.33,52893065,1211.24,19.36,1.72,1.61
CNX Dividend Opportunities,22-10-2012,1646.35,1649.4,1638.25,1645,-2.9,-.18,59469194,1294,12.82,2.28,2.55
CNX Infrastructure,22-10-2012,2522.7,2569.5,2517.75,2566.6,32.1,1.27,87931446,1316.02,19.45,2.17,1.1
CNX PSE,22-10-2012,2930.75,2957.85,2930.75,2951.35,4.15,.14,29138487,454.35,16.08,2.07,2.46
CNX Service Sector,22-10-2012,6681.6,6754.3,6677,6744.45,46.6,.7,56759213,2828.21,16.46,2.77,1.44
S&P CNX Nifty Shariah,22-10-2012,-,-,-,1217.4,7.31,.6,27229894,1722.2,18.41,3.55,1.44
S&P CNX 500 Shariah,22-10-2012,-,-,-,1312.15,6.16,.47,55430057,2352.65,19.38,3.69,1.41
S&P ESG India,22-10-2012,-,-,-,3677.28,10.77,.29,-,-,-,-,-
