Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,29-05-2014,7316.6,7325.4,7224.4,7235.65,-94,-1.28,241115398,13385.17,19.79,3.44,1.34
CNX Nifty Junior,29-05-2014,15640.25,15655.45,15436.1,15464.1,-186,-1.19,130556238,3640.4,18.96,2.61,1.27
CNX 100,29-05-2014,7263.45,7270.15,7171.95,7182.9,-92.3,-1.27,371671636,17025.57,19.66,3.28,1.33
CNX 200,29-05-2014,3721.15,3725.2,3677.75,3683,-43.15,-1.16,812586762,20701.33,19.68,3.1,1.33
CNX 500,29-05-2014,5855.85,5860.85,5788.85,5796.45,-64.8,-1.11,1107595277,22799.38,20.41,2.89,1.33
NIFTY Midcap 50,29-05-2014,3097.6,3102.85,3049.15,3055.1,-38.65,-1.25,328636030,3970.43,15.45,1.68,1.43
CNX Midcap,29-05-2014,10213.45,10217,10101.3,10112.3,-95.95,-0.94,382980672,4852.36,16.81,2.29,1.42
CNX Smallcap,29-05-2014,4856.95,4875.15,4800.5,4814.15,-36.15,-0.75,263439562,1938.95,132.98,1.3,1.59
CNX Nifty Dividend,29-05-2014,-,-,-,12.52,0,-,-,-,-,-,-
CNX Auto,29-05-2014,6361.85,6419.95,6343.3,6375.25,0.5,0.01,49656872,1158.64,28.64,5.33,1.02
CNX Bank,29-05-2014,15169.25,15254.5,15007.5,15030.3,-143.05,-0.94,44813466,3879.53,16.73,2.62,1.2
CNX Energy,29-05-2014,9828.5,9828.5,9617.6,9650.45,-131.85,-1.35,72894601,2008.06,14.16,2.01,1.68
CNX Finance,29-05-2014,6107.3,6140.55,6035.5,6047.95,-61.5,-1.01,54659960,3927.71,17.83,3,1.22
CNX FMCG,29-05-2014,17759.9,17759.9,17554.6,17621.7,-76.85,-0.43,23643553,1570.21,34.04,12.11,1.54
CNX IT,29-05-2014,9075.8,9075.8,8909.45,8927.4,-309.85,-3.35,17028188,2654.72,19.52,5.58,1.55
CNX Media,29-05-2014,1907.8,1945.25,1896.8,1903.1,12.2,0.65,39053654,258.67,35.25,4.07,0.82
CNX Metal,29-05-2014,3116.3,3116.5,3055.7,3083.85,-27.15,-0.87,78615618,1742.23,15.39,1.58,1.6
CNX MNC,29-05-2014,7102.65,7117.6,7027.55,7052.8,-48.2,-0.68,29446501,1030.99,36.91,6.66,1.29
CNX Pharma,29-05-2014,7462.1,7521.45,7458.8,7484.45,17.95,0.24,9742101,662.52,37.73,5.86,0.64
CNX PSU Bank,29-05-2014,3739.6,3828.9,3723.25,3746.4,4.8,0.13,64014338,2511.04,12.44,1.35,2.21
CNX Realty,29-05-2014,240.15,242.45,237.7,238.35,-2.9,-1.2,131949794,810.93,36.21,1.22,0.78
CNX Consumption,29-05-2014,2786.25,2790.85,2760.25,2764.6,-16.2,-0.58,63265354,2986.48,27.44,4.65,1.18
CNX Commodities,29-05-2014,2895.85,2897.9,2847.65,2852.85,-33,-1.14,171066469,4246.51,14.92,1.9,1.77
CNX Dividend Opportunities,29-05-2014,1977.45,1981.85,1956.95,1960.2,-12.75,-0.65,192366052,4169.72,13.34,2.32,2.82
CNX Infrastructure,29-05-2014,3187.4,3200.45,3120.9,3134.5,-46.3,-1.46,195396369,2708.6,21.17,2.42,1.16
CNX PSE,29-05-2014,3539.05,3539.05,3466.65,3476.2,-49.7,-1.41,142227127,2417.51,11.36,2.06,2.71
CNX Service Sector,29-05-2014,8878.05,8894.85,8751.6,8766.1,-156.1,-1.75,148184792,8160.58,17.63,3.13,1.36
CNX Nifty Shariah,29-05-2014,-,-,-,1579.55,-13.44,-0.84,47130609,3257.84,18.61,3.74,1.19
CNX 500 Shariah,29-05-2014,-,-,-,1708.57,-13.25,-0.77,130383370,4528.37,20.36,3.99,1.13
CNX Low Volatility,29-05-2014,-,-,-,5287.07,-34.63,-0.65,92012495,4868.81,23.11,3.96,1.45
CNX Alpha Index,29-05-2014,-,-,-,5654.78,-24.15,-0.43,77547813,3683.66,21.06,3.44,0.75
CNX High Beta,29-05-2014,-,-,-,1946.43,-10.58,-0.54,459639239,7991.96,14.43,1.15,1.73
CNX DEFTY,29-05-2014,-,-,-,4260.85,-38.16,-0.89,-,-,-,-,-
CNX 100 Equal Weight,29-05-2014,-,-,-,8924.78,-95.26,-1.06,371671636,17025.57,17.64,2.54,1.46
LIX 15,29-05-2014,3379,3394.1,3352.8,3362.8,-19.9,-0.59,98068627,5153.9,18.68,2.1,0.93
CPSE,29-05-2014,2465,2465.35,2409.6,2415.8,-43.15,-1.75,33583752,1221.88,11.87,2.48,2.74
NV 20,29-05-2014,-,-,-,3399.28,-54.22,-1.57,80995788,6728.48,15.24,2.61,1.8
LIX15 Midcap,29-05-2014,-,-,-,2814.42,-56.29,-1.96,155163162,1986.76,11.34,1.68,1.52
CNX Shariah25,29-05-2014,-,-,-,2435.55,-18.8,-0.77,44096543,3217.74,20.03,5.05,1.29
India VIX,29-05-2014,17.5575,17.775,16.17,16.69,-0.87,-4.94,-,-,-,-,-
NI15,29-05-2014,-,-,-,3825.87,-46.21,-1.19,34180091,4320.45,24.63,7.53,1.45
GSEC10 NSE Index,29-05-2014,-,-,-,1223.42,3.37,0.28,-,-,-,-,-
GSECBM NSE Index,29-05-2014,-,-,-,1185.05,2.63,0.22,-,-,-,-,-
