Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,08-10-2014,7828.75,7869.9,7815.75,7842.7,-9.7,-.12,135914083,7408.61,20.5,3.34,1.34
CNX Nifty Junior,08-10-2014,16662.6,16767.05,16622.9,16686.15,-8.25,-.05,67483131,2153.62,20.1,2.67,1.1
CNX 100,08-10-2014,7767.1,7808.45,7753.8,7780.55,-8.75,-.11,203397214,9562.24,20.44,3.22,1.31
CNX 200,08-10-2014,3986.85,4008.65,3978.75,3992.85,-4.85,-.12,455018113,11904.17,20.09,3.05,1.31
CNX 500,08-10-2014,6308.7,6341.8,6296,6316.65,-8.2,-.13,611210727,13490.31,21.04,2.91,1.29
NIFTY Midcap 50,08-10-2014,3093.85,3120.8,3085.15,3112.15,10.85,.35,176477803,2293.61,16.03,1.71,1.27
CNX Midcap,08-10-2014,11224.35,11292.15,11188.15,11226.35,-20.55,-.18,208442897,3231.87,17.62,2.3,1.27
CNX Smallcap,08-10-2014,4879.4,4918.6,4856.4,4881.15,-11.85,-.24,118171055,793.18,34.65,1.28,1.5
CNX Nifty Dividend,08-10-2014,-,-,-,87.15,0,-,-,-,-,-,-
CNX Auto,08-10-2014,7846.35,7893.7,7826.45,7870.75,42.5,.54,35354171,1095.79,37.31,6.05,.88
CNX Bank,08-10-2014,15130.35,15371.8,15130.35,15344,163.75,1.08,19840589,1410.06,16.47,2.38,1.18
CNX Energy,08-10-2014,9091.25,9280.1,9091.25,9251.2,142.15,1.56,30396083,914.69,12.65,1.76,1.88
CNX Finance,08-10-2014,6193.45,6270.35,6193.45,6252.15,43.2,.7,28706254,1665,17.84,2.76,1.24
CNX FMCG,08-10-2014,19531.25,19712.05,19530.4,19586.95,44.7,.23,11172264,435.84,35.57,12.71,1.48
CNX IT,08-10-2014,11380.85,11380.85,10985.75,11043.4,-385.2,-3.37,15068221,2087.4,21.44,6.5,1.31
CNX Media,08-10-2014,1982.8,1997.35,1967.85,1992.7,.15,.01,9854107,273.06,52.43,4.76,.86
CNX Metal,08-10-2014,2747.8,2816,2736.4,2805.45,33,1.19,37118604,877.72,12.74,1.29,2.68
CNX MNC,08-10-2014,8250.4,8293.85,8216.5,8238.95,-43,-.52,10549986,491.16,38.94,5.85,1.11
CNX Pharma,08-10-2014,10557.55,10557.55,10171.95,10202.35,-362.6,-3.43,9051223,790.89,31.7,7.25,.66
CNX PSU Bank,08-10-2014,3251.45,3333.8,3251.45,3322.55,44.3,1.35,26420556,891.13,11.13,1.04,1.75
CNX Realty,08-10-2014,198.95,203.25,198.9,202.55,3,1.5,82366477,447.59,30.53,1.01,.93
CNX Consumption,08-10-2014,3197.7,3214.45,3190.9,3199.05,-5.75,-.18,39400888,1642.43,31.01,4.87,1.1
CNX Commodities,08-10-2014,2729.5,2780.3,2729.2,2773.7,35.95,1.31,72183278,2146.38,14.14,1.69,2.18
CNX Dividend Opportunities,08-10-2014,2005.8,2028.55,2005.8,2022.05,10.8,.54,87647548,2046.47,14.12,2.2,2.73
CNX Infrastructure,08-10-2014,2962.1,3011.45,2962.1,3004.1,28.45,.96,125110981,1555.31,20.51,2.1,1.21
CNX PSE,08-10-2014,3457.45,3526,3457.45,3518.95,55.75,1.61,52252875,1251.63,11.23,1.96,3.05
CNX Service Sector,08-10-2014,9614.05,9655.35,9543.85,9582.05,-64.65,-.67,74080306,4416.08,18.51,3.06,1.29
CNX Nifty Shariah,08-10-2014,-,-,-,1779.33,-13,-.73,34634984,2566.31,19,3.17,1.02
CNX 500 Shariah,08-10-2014,-,-,-,1978.53,-12.65,-.64,105740007,4297.94,21.09,3.66,.96
CNX Low Volatility,08-10-2014,-,-,-,6298.12,-29.61,-.47,48319679,3870.75,23.95,4.41,1.46
CNX Alpha Index,08-10-2014,-,-,-,7281.87,-85.08,-1.15,63620934,2128.02,27.11,3.74,.68
CNX High Beta,08-10-2014,-,-,-,1649.56,19.05,1.17,249602799,3563.52,12.3,.91,1.73
CNX DEFTY,08-10-2014,-,-,-,4421.22,-13.08,-.29,-,-,-,-,-
CNX 100 Equal Weight,08-10-2014,-,-,-,9581.88,8.45,.09,203397214,9562.24,18.67,2.51,1.39
LIX 15,08-10-2014,3426.15,3458.75,3422.15,3451.65,11.6,.34,58641809,2342.98,17.15,1.88,1.12
CPSE,08-10-2014,2392.65,2429.9,2389.1,2426.3,24.2,1.01,17205859,594.61,10.27,2.36,3.63
NV 20,08-10-2014,-,-,-,3641.76,2.61,.07,46715834,3609.89,15.65,2.53,1.64
LIX15 Midcap,08-10-2014,-,-,-,2672.78,29.76,1.13,85261032,1004.9,11.55,1.51,1.45
