Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,20-01-2014,6261.75,6307.45,6243.35,6303.95,42.3,.68,122136071,5499.51,18.35,2.99,1.49
CNX Nifty Junior,20-01-2014,12329.85,12481.45,12326.05,12471.25,134.05,1.09,59210007,1468.28,15.39,2.25,1.43
CNX 100,20-01-2014,6144.85,6193.55,6129.8,6190.65,45.3,.74,181346078,6967.8,17.83,2.85,1.48
CNX 200,20-01-2014,3112.8,3138.7,3106.35,3137,23.8,.76,349837494,8428.78,17.79,2.64,1.51
CNX 500,20-01-2014,4840.3,4880,4833,4878.25,36.95,.76,438477216,9234.41,18.6,2.45,1.51
NIFTY Midcap 50,20-01-2014,2194.75,2229.6,2193.7,2226.35,29.65,1.35,112626901,1423.57,12.52,1.27,1.74
CNX Midcap,20-01-2014,7721.5,7810.05,7721.5,7804.65,77.15,1,172024174,1974.18,14.37,1.65,1.78
CNX Smallcap,20-01-2014,3293.1,3346.3,3293.1,3343.65,44.95,1.36,74217641,586.4,46.81,.95,1.78
CNX Nifty Dividend,20-01-2014,-,-,-,84.66,0,-,-,-,-,-,-
CNX Auto,20-01-2014,5196.05,5257.45,5195.8,5239.45,41.6,.8,15630797,459.05,27.66,4.45,1.24
CNX Bank,20-01-2014,10909.9,11022.45,10876.25,11007.5,96.15,.88,17586613,1069.59,12.52,1.9,1.66
CNX Energy,20-01-2014,7826.7,7837.8,7730.3,7764.15,-58.35,-.75,26103663,707.91,11.3,1.61,2.09
CNX Finance,20-01-2014,4619.95,4651.1,4595.05,4631.5,18.55,.4,22161627,1232.48,14.25,2.31,1.6
CNX FMCG,20-01-2014,16923.3,17137.45,16850.1,17122,198.15,1.17,12895114,543.84,34.65,11.47,1.6
CNX IT,20-01-2014,9872.2,10165.9,9872.2,10154,269.65,2.73,19145834,2072.71,23.66,7.08,1.02
CNX Media,20-01-2014,1761.9,1788.75,1761.9,1784.8,24.9,1.41,3879009,53.74,32.53,3.92,.98
CNX Metal,20-01-2014,2405.15,2420.35,2380.25,2409.25,4.5,.19,21514735,499.48,14.82,1.23,2.02
CNX MNC,20-01-2014,6044.85,6079.05,6013.4,6072.05,24.6,.41,13318229,405.5,38.33,5.62,1.6
CNX Pharma,20-01-2014,7809.4,7848.2,7781.4,7812.6,-3.5,-.04,5562577,367.58,50.32,6.19,.66
CNX PSU Bank,20-01-2014,2385.2,2415.8,2376.7,2410.25,17.65,.74,14633960,418.93,6.62,.8,3.71
CNX Realty,20-01-2014,169.25,171.25,168.4,170.95,1.25,.74,43356922,184.3,28.37,.81,1.11
CNX Consumption,20-01-2014,2507.9,2524.1,2505.55,2522.5,14.05,.56,41594611,1332.09,26.54,4.2,1.33
CNX Commodities,20-01-2014,2225.15,2228.8,2208.95,2224.15,-1.9,-.09,44463915,1308.31,11.32,1.46,2.29
CNX Dividend Opportunities,20-01-2014,1578.1,1587.75,1575.95,1581.5,1.9,.12,100142964,1346.89,10.67,1.93,3.44
CNX Infrastructure,20-01-2014,2315.7,2331.85,2311.6,2325.2,9.3,.4,86552907,1035.92,16.1,1.79,1.56
CNX PSE,20-01-2014,2594.5,2609.75,2585.1,2598.85,1.65,.06,38340250,610.93,8.44,1.55,3.62
CNX Service Sector,20-01-2014,7689.05,7796.55,7676.8,7789.9,101.65,1.32,74707940,3805.64,16.47,2.81,1.41
CNX Nifty Shariah,20-01-2014,-,-,-,1469.3,14.57,1,27067180,2301.59,19.17,3.5,1.25
CNX 500 Shariah,20-01-2014,-,-,-,1543.19,15.28,1,58315461,3074.62,20.13,3.7,1.21
CNX Low Volatility,20-01-2014,-,-,-,4748.34,18.68,.39,46355692,2763.72,19.32,3.16,1.5
CNX Alpha Index,20-01-2014,-,-,-,4970.75,96.03,1.97,61286731,2899.17,23.01,4.04,.71
CNX High Beta,20-01-2014,-,-,-,1286.95,15.66,1.23,164660069,2196.04,13.58,.79,2.44
CNX DEFTY,20-01-2014,-,-,-,3543.98,7.51,.21,-,-,-,-,-
CNX 100 Equal Weight,20-01-2014,-,-,-,7202.35,48.09,.67,181346078,6967.8,13.48,1.97,1.82
LIX 15,20-01-2014,2509.2,2536.05,2503.35,2533.6,19.3,.77,55610341,1426.78,13.12,1.38,1.6
