Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,24-01-2014,6301.65,6331.45,6263.9,6266.75,-78.9,-1.24,160270856,6209.06,18.25,2.97,1.49
CNX Nifty Junior,24-01-2014,12444.3,12460.05,12257.5,12270.3,-209.15,-1.68,66658978,1627.95,15.16,2.22,1.45
CNX 100,24-01-2014,6186.75,6212.6,6142.55,6144.55,-81.5,-1.31,226929834,7837.01,17.71,2.82,1.49
CNX 200,24-01-2014,3134.15,3146.7,3109.9,3111,-42.25,-1.34,361220293,9198.2,17.59,2.61,1.53
CNX 500,24-01-2014,4875.25,4893.2,4835.15,4836.7,-66.8,-1.36,448549342,9989.51,18.46,2.43,1.53
NIFTY Midcap 50,24-01-2014,2222.55,2228.6,2181.45,2183.75,-48.7,-2.18,105949236,1359.1,12.38,1.25,1.77
CNX Midcap,24-01-2014,7774.5,7785.85,7655.25,7660.45,-139.65,-1.79,129378666,1993.98,14.19,1.62,1.81
CNX Smallcap,24-01-2014,3349.4,3350.5,3284.2,3287,-71.05,-2.12,93603565,654.76,43.63,.93,1.82
CNX Nifty Dividend,24-01-2014,-,-,-,85.58,0,-,-,-,-,-,-
CNX Auto,24-01-2014,5222.2,5236.65,5162.9,5168.25,-87.8,-1.67,23907404,704.2,27.66,4.39,1.26
CNX Bank,24-01-2014,11063.2,11132.7,10972.1,10982.4,-216.6,-1.93,26145529,1549.93,12.5,1.9,1.67
CNX Energy,24-01-2014,7700.25,7763.1,7700.25,7724.7,-8.9,-.12,26275038,613.45,11.27,1.6,2.1
CNX Finance,24-01-2014,4662.7,4679.5,4633.5,4639.55,-74.5,-1.58,34917503,1752.33,14.28,2.31,1.6
CNX FMCG,24-01-2014,17056.15,17143.25,16837.9,16886.45,-227.4,-1.33,12717539,546.36,34.11,11.3,1.63
CNX IT,24-01-2014,10036.6,10143,9997.35,10010.5,-75.85,-.75,10898606,1026.38,23.29,6.87,1.03
CNX Media,24-01-2014,1780.35,1792.15,1763.45,1767.1,-18.1,-1.01,5283496,84.47,32.89,3.88,.99
CNX Metal,24-01-2014,2415.2,2428.95,2389.4,2393.6,-43.25,-1.77,24785010,522.34,14.72,1.22,2.03
CNX MNC,24-01-2014,6076.25,6095.45,5988.2,5998.45,-135.75,-2.21,43846193,1262.54,38.9,5.55,1.61
CNX Pharma,24-01-2014,7874.9,7911.5,7797.75,7811.95,-109.5,-1.38,28698337,1181.79,50.31,6.19,.66
CNX PSU Bank,24-01-2014,2413.1,2424.2,2344.35,2347.45,-81.25,-3.35,23141072,709.12,6.45,.78,3.8
CNX Realty,24-01-2014,171.95,171.95,166.95,167.35,-5.45,-3.15,31019382,168.05,27.77,.79,1.14
CNX Consumption,24-01-2014,2510.5,2516.2,2483.5,2496.45,-24.05,-.95,35806655,1440.73,26.29,4.16,1.35
CNX Commodities,24-01-2014,2215.65,2227.4,2196.9,2201.1,-26.55,-1.19,55215804,1323.45,11.26,1.45,2.31
CNX Dividend Opportunities,24-01-2014,1569.15,1574.1,1554,1555.9,-19,-1.21,73207901,1440.62,10.54,1.9,3.49
CNX Infrastructure,24-01-2014,2343.05,2346.1,2307.6,2309.95,-42.75,-1.82,84662618,1068.64,15.84,1.78,1.57
CNX PSE,24-01-2014,2575.8,2589.95,2561.7,2565.45,-21.8,-.84,38859243,546.51,8.33,1.53,3.66
CNX Service Sector,24-01-2014,7787.4,7833.5,7745.65,7750.65,-98.3,-1.25,75844924,3363.96,16.4,2.79,1.42
CNX Nifty Shariah,24-01-2014,-,-,-,1453.1,-6.34,-.43,25883579,1641.59,19.01,3.44,1.26
CNX 500 Shariah,24-01-2014,-,-,-,1523.86,-10.9,-.71,63658556,2465.82,19.91,3.63,1.23
CNX Low Volatility,24-01-2014,-,-,-,4689.39,-39.48,-.83,47892665,2591.07,19.14,3.12,1.52
CNX Alpha Index,24-01-2014,-,-,-,4915.44,-63.95,-1.28,48473637,2084.88,22.55,3.97,.72
CNX High Beta,24-01-2014,-,-,-,1257.49,-40.24,-3.1,175132973,2645.49,13.16,.77,2.49
CNX DEFTY,24-01-2014,-,-,-,3492.33,-54.77,-1.54,-,-,-,-,-
CNX 100 Equal Weight,24-01-2014,-,-,-,7095.63,-128.48,-1.78,226929834,7837.01,13.3,1.94,1.84
LIX 15,24-01-2014,2561.05,2573.25,2522.9,2524.75,-56.2,-2.18,64267211,1734.76,13.11,1.38,1.6
