Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,08-01-2014,6178.05,6192.1,6160.35,6174.6,12.35,.2,146912639,5816.54,18.32,2.93,1.52
CNX Nifty Junior,08-01-2014,12697.6,12782.8,12663.5,12710.6,35.7,.28,70335719,1818.35,15.72,2.29,1.41
CNX 100,08-01-2014,6102.8,6119.75,6086.4,6100.9,12.95,.21,217248358,7634.89,17.85,2.81,1.5
CNX 200,08-01-2014,3102.75,3112.6,3094.7,3103,8.35,.27,435160193,9683.81,17.84,2.61,1.53
CNX 500,08-01-2014,4832.9,4849,4822.3,4833.55,13.3,.28,625371696,11173.42,18.68,2.43,1.53
NIFTY Midcap 50,08-01-2014,2267.55,2283.55,2259.15,2268.7,7.55,.33,157998449,1733.61,12.67,1.29,1.72
CNX Midcap,08-01-2014,7934.45,7983.65,7918.75,7952,41.65,.53,199952398,2604.37,14.58,1.67,1.75
CNX Smallcap,08-01-2014,3432.5,3454.85,3420.4,3430.75,11.6,.34,144063377,1104.9,44.79,.96,1.78
CNX Nifty Dividend,08-01-2014,-,-,-,84.03,0,-,-,-,-,-,-
CNX Auto,08-01-2014,5220.05,5264.55,5215.15,5251.6,41.9,.8,51295542,1160.05,27.81,4.46,1.24
CNX Bank,08-01-2014,11071.75,11122.75,10988.8,11053.7,16.95,.15,33422331,1781.54,12.8,1.91,1.66
CNX Energy,08-01-2014,7574.05,7636.7,7567.95,7585.35,33.05,.44,35711264,770.45,11.04,1.57,2.14
CNX Finance,08-01-2014,4627.7,4647.65,4608.8,4626.35,7.1,.15,34761201,1719.25,14.44,2.31,1.6
CNX FMCG,08-01-2014,16835.3,16871.55,16734.75,16837,35.8,.21,10243378,468.15,34.98,11.28,1.63
CNX IT,08-01-2014,9539.15,9608.9,9519.25,9531.55,8.8,.09,15395110,1251.01,23.69,6.64,1.08
CNX Media,08-01-2014,1821.95,1827.15,1812.05,1822.6,6,.33,11888276,120.97,33.42,4,.96
CNX Metal,08-01-2014,2400.3,2417.95,2383.7,2397.9,11.75,.49,36665317,760.2,14.97,1.24,2
CNX MNC,08-01-2014,6176.9,6208.15,6136.05,6153.65,-20.3,-.33,14654487,545.24,38.84,5.7,1.58
CNX Pharma,08-01-2014,7745.85,7835.1,7724.3,7806.6,92.45,1.2,7848329,488.83,50.27,6.18,.66
CNX PSU Bank,08-01-2014,2436.75,2482.8,2423.4,2460.6,32.95,1.36,42067117,963.38,6.66,.8,3.69
CNX Realty,08-01-2014,181.35,182.8,179.4,179.85,-1.1,-.61,43243029,216.59,29.85,.85,1.06
CNX Consumption,08-01-2014,2550.45,2554.5,2545,2549.9,6.5,.26,38905939,1550.56,27.12,4.25,1.32
CNX Commodities,08-01-2014,2208.2,2218,2199.5,2206.1,6.65,.3,69788600,1640.63,11.31,1.46,2.28
CNX Dividend Opportunities,08-01-2014,1576.55,1586.3,1573.45,1580.4,9.25,.59,96381967,1840.29,10.71,1.92,3.44
CNX Infrastructure,08-01-2014,2385.1,2388,2361.25,2362.8,-13.95,-.59,86892235,1171,16.36,1.82,1.54
CNX PSE,08-01-2014,2537.4,2558.4,2529.7,2537.3,9.6,.38,55704528,861.4,8.31,1.53,3.67
CNX Service Sector,08-01-2014,7612.2,7637.1,7589.7,7609.7,13.15,.17,91174650,3769.65,16.52,2.75,1.45
CNX Nifty Shariah,08-01-2014,-,-,-,1437.86,8.81,.62,23336523,1667.27,19.22,3.42,1.27
CNX 500 Shariah,08-01-2014,-,-,-,1528.59,8.51,.56,83282708,2770.97,20.31,3.67,1.22
CNX Low Volatility,08-01-2014,-,-,-,4780.59,30.45,.64,54736808,2760.11,19.26,2.72,1.61
CNX Alpha Index,08-01-2014,-,-,-,4954.24,23.78,.48,44307576,2075.86,29.1,4.2,.64
CNX High Beta,08-01-2014,-,-,-,1324.88,6.95,.53,239976233,3178.25,15.18,.76,2.32
CNX DEFTY,08-01-2014,-,-,-,3437.32,14.34,.42,-,-,-,-,-
CNX 100 Equal Weight,08-01-2014,-,-,-,7260.18,25.85,.36,217248358,7634.89,13.64,1.98,1.81
LIX 15,08-01-2014,2587.35,2590.1,2569.55,2573.95,-3.4,-.13,67197832,2182.04,13.54,1.41,1.56
