Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,01-01-2014,6323.8,6327.2,6298.25,6301.65,-2.35,-.04,69567668,2015.36,18.69,2.99,1.49
CNX Nifty Junior,01-01-2014,12967.5,13012.85,12942.2,12987.05,53.8,.42,48607298,1055.97,16.06,2.34,1.38
CNX 100,01-01-2014,6244.55,6247.75,6224.9,6227.55,2.1,.03,118174966,3071.33,18.23,2.87,1.47
CNX 200,01-01-2014,3169.6,3171.4,3160.45,3162.9,2.5,.08,312121105,4413.84,18.18,2.66,1.5
CNX 500,01-01-2014,4928.8,4932,4915.95,4921.25,6.4,.13,475576268,5502.1,19.02,2.47,1.5
NIFTY Midcap 50,01-01-2014,2309.8,2324.05,2304,2322.05,19.3,.84,130115460,1160.57,12.97,1.32,1.68
CNX Midcap,01-01-2014,8084.6,8123.5,8078.65,8114,42.7,.53,143934390,1534.27,14.88,1.71,1.72
CNX Smallcap,01-01-2014,3414.5,3463.15,3413.95,3461.6,58.7,1.72,152497802,925.83,44.86,.96,1.77
CNX Nifty Dividend,01-01-2014,-,-,-,84.03,0,-,-,-,-,-,-
CNX Auto,01-01-2014,5304.55,5317.95,5281.05,5292.65,7.65,.14,18080561,344.96,28.03,4.49,1.23
CNX Bank,01-01-2014,11418.9,11432.55,11361,11385.6,.35,0,12087962,620.02,13.18,1.96,1.61
CNX Energy,01-01-2014,7978.15,7978.15,7925.5,7931.7,-29.5,-.37,14493057,284.77,11.55,1.64,2.05
CNX Finance,01-01-2014,4758.75,4761.8,4732.65,4737.6,-5.3,-.11,20503656,712.53,14.79,2.36,1.57
CNX FMCG,01-01-2014,17054.6,17109.1,17031.6,17050.45,26.35,.15,4728252,217.29,35.43,11.42,1.61
CNX IT,01-01-2014,9548.5,9558.35,9453.2,9462.8,-55.05,-.58,5734793,270.86,23.52,6.6,1.09
CNX Media,01-01-2014,1793.5,1810.7,1793.05,1795.2,.7,.04,4063970,58.26,32.92,3.94,.97
CNX Metal,01-01-2014,2497.65,2501.35,2491.3,2493.8,7.2,.29,15595131,258.9,15.57,1.29,1.92
CNX MNC,01-01-2014,6258.1,6270.75,6244.1,6248.2,4.25,.07,6434202,206.79,39.44,5.79,1.55
CNX Pharma,01-01-2014,7663.35,7686.9,7651.6,7667.3,32.35,.42,3299173,200.06,49.38,6.07,.67
CNX PSU Bank,01-01-2014,2562.85,2582.6,2551.8,2573.3,17.95,.7,13787502,369.92,6.97,.84,3.53
CNX Realty,01-01-2014,185.25,189.45,184.7,189.15,4.55,2.46,67571785,312.91,31.39,.89,1.01
CNX Consumption,01-01-2014,2579.55,2592.7,2574.1,2590,15.3,.59,29432598,853.69,27.55,4.32,1.3
CNX Commodities,01-01-2014,2310.25,2312.15,2304,2306.8,2.35,.1,31631834,626.35,11.83,1.53,2.18
CNX Dividend Opportunities,01-01-2014,1620.8,1624.4,1616.2,1622.9,6.45,.4,40114319,642.62,10.98,1.97,3.35
CNX Infrastructure,01-01-2014,2483.1,2494.7,2477.1,2492.95,15.6,.63,75137956,780.04,17.26,1.92,1.46
CNX PSE,01-01-2014,2652.2,2652.25,2638.8,2642.4,-.15,-.01,22977610,258.3,8.65,1.59,3.53
CNX Service Sector,01-01-2014,7753.5,7759.4,7712.45,7723.2,-6.25,-.08,49742656,1376.18,16.77,2.79,1.42
CNX Nifty Shariah,01-01-2014,-,-,-,1452.04,-1.18,-.08,9906712,596.57,19.41,3.46,1.26
CNX 500 Shariah,01-01-2014,-,-,-,1541.98,.26,.02,47424419,1168.79,20.49,3.7,1.21
CNX Low Volatility,01-01-2014,-,-,-,4802.52,1.24,.03,17645175,934.24,19.35,2.73,1.6
CNX Alpha Index,01-01-2014,-,-,-,4958.24,27.75,.56,28881700,943.33,29.13,4.2,.64
CNX High Beta,01-01-2014,-,-,-,1372.79,27.78,2.07,225588342,1920.82,15.73,.79,2.24
CNX DEFTY,01-01-2014,-,-,-,3525.59,-3.38,-.1,-,-,-,-,-
CNX 100 Equal Weight,01-01-2014,-,-,-,7452.75,30.16,.41,118174966,3071.33,14,2.03,1.76
LIX 15,01-01-2014,2661.45,2663.85,2652.75,2659,6.15,.23,48343146,946.54,13.98,1.45,1.51
