Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,03-06-2014,7375.35,7424.95,7342.15,7415.85,53.35,0.72,234680218,10354.94,20.46,3.52,1.3
CNX Nifty Junior,03-06-2014,15849.6,15949,15787.65,15908.85,136.5,0.87,132140388,3690.36,19.42,2.68,1.24
CNX 100,03-06-2014,7327.45,7375.8,7295.4,7365.85,54.5,0.75,366820606,14045.3,20.3,3.37,1.29
CNX 200,03-06-2014,3762.4,3786.45,3746.75,3781.7,28.1,0.75,831605803,17983.2,20.19,3.19,1.3
CNX 500,03-06-2014,5926.2,5963.1,5906.45,5956.85,45.15,0.76,1144813218,20526.16,20.86,2.97,1.29
NIFTY Midcap 50,03-06-2014,3157.3,3169.3,3130.65,3166.4,20.85,0.66,327687599,4237.84,15.97,1.74,1.38
CNX Midcap,03-06-2014,10400.9,10478.15,10379.95,10457.4,90.8,0.88,342989426,4992.25,17.38,2.36,1.37
CNX Smallcap,03-06-2014,4990.8,5011.95,4957.7,5007.55,46.8,0.94,337384440,2191.59,74.43,1.35,1.52
CNX Nifty Dividend,03-06-2014,-,-,-,22.4,0,-,-,-,-,-,-
CNX Auto,03-06-2014,6475.8,6525.9,6454.8,6509.3,38.75,0.6,41755348,1043.07,30.15,5.44,1
CNX Bank,03-06-2014,15335.85,15414.05,15148.5,15257.5,-29.75,-0.19,36314744,2945.73,17.03,2.66,1.18
CNX Energy,03-06-2014,9939.25,10108.2,9900,10082,167.65,1.69,62115003,1445.7,14.26,2.1,1.61
CNX Finance,03-06-2014,6156,6187.9,6105.9,6157.3,21.35,0.35,43145431,3114.06,18.2,3.05,1.2
CNX FMCG,03-06-2014,17600.95,17686,17502.5,17600.8,-88.4,-0.5,15611758,656.53,33.84,12.09,1.54
CNX IT,03-06-2014,9007.8,9039,8913.95,8976.4,-5.55,-0.06,10374139,1053,19.63,5.61,1.54
CNX Media,03-06-2014,1993.35,1995.1,1958.35,1969,20.7,1.06,26085265,275.88,37.12,4.21,0.8
CNX Metal,03-06-2014,3181.15,3318.05,3181.15,3311.8,153.05,4.85,112804320,2862.83,16.59,1.7,1.49
CNX MNC,03-06-2014,7283.15,7373.9,7277.05,7355.15,102.6,1.41,22038169,781.54,38.49,6.94,1.24
CNX Pharma,03-06-2014,7610.75,7637.45,7571.85,7579.05,-36.15,-0.47,4530307,340.84,37.71,5.94,0.63
CNX PSU Bank,03-06-2014,3842.05,3864.8,3766.8,3796.85,-15.3,-0.4,62003580,2220.88,12.72,1.37,2.18
CNX Realty,03-06-2014,247.75,255.65,246.65,254.45,7.5,3.04,150345866,1113.94,38.58,1.31,0.73
CNX Consumption,03-06-2014,2851.8,2853.35,2827.45,2846.4,7.2,0.25,55699907,2081.1,28.14,4.78,1.15
CNX Commodities,03-06-2014,2942,3029.85,2941.85,3026.9,97.6,3.33,174693239,4672.85,16.07,2.02,1.67
CNX Dividend Opportunities,03-06-2014,2017.65,2030.65,2005.25,2027.85,18.8,0.94,166726908,3677.32,13.74,2.4,2.73
CNX Infrastructure,03-06-2014,3304.6,3335.55,3282.65,3324.45,34.7,1.05,199039486,2984.26,23.39,2.57,1.1
CNX PSE,03-06-2014,3609.8,3683.85,3595.9,3673.45,79.1,2.2,123321754,2283.49,11.82,2.18,2.57
CNX Service Sector,03-06-2014,8936.3,8955,8857.25,8925.65,23.6,0.27,130486682,5706.76,18,3.19,1.33
CNX Nifty Shariah,03-06-2014,-,-,-,1606.44,4.28,0.27,31823321,2082.18,19.18,3.8,1.17
CNX 500 Shariah,03-06-2014,-,-,-,1744.19,7.62,0.44,114263428,3376.42,21.02,4.08,1.11
CNX Low Volatility,03-06-2014,-,-,-,5416.59,26.31,0.49,69597612,3281.27,21.96,4.05,1.42
CNX Alpha Index,03-06-2014,-,-,-,5824.69,40.67,0.7,63261923,2629.62,20.7,3.54,0.72
CNX High Beta,03-06-2014,-,-,-,2021.32,14.16,0.71,464039707,8906.58,14.96,1.2,1.67
CNX DEFTY,03-06-2014,-,-,-,4339.62,25.82,0.6,-,-,-,-,-
CNX 100 Equal Weight,03-06-2014,-,-,-,9201.37,86.97,0.95,366820606,14045.3,18.35,2.62,1.41
LIX 15,03-06-2014,3431.75,3477.95,3419.7,3472.85,56.3,1.65,112726057,4818.41,19.57,2.17,0.9
CPSE,03-06-2014,2502.7,2538.5,2492.25,2530.25,37.1,1.49,27424574,1066.55,11.17,2.59,2.62
NV 20,03-06-2014,-,-,-,3513.4,32.03,0.92,74406591,4812.05,15.88,2.7,1.74
LIX15 Midcap,03-06-2014,-,-,-,2932.26,31.32,1.08,169610191,2151.62,11.77,1.75,1.46
CNX Shariah25,03-06-2014,-,-,-,2477.11,5.23,0.21,29208284,2021.02,20.76,5.13,1.26
India VIX,03-06-2014,16.4975,16.895,15.1625,15.8,-0.7,-4.26,-,-,-,-,-
NI15,03-06-2014,3883.65,3888.4,3850.9,3869.15,-12.55,-0.32,17740901,1754.69,24.86,7.62,1.43
GSEC10 NSE Index,03-06-2014,-,-,-,1233.68,6.03,0.49,-,-,-,-,-
GSECBM NSE Index,03-06-2014,-,-,-,1191.71,4.98,0.42,-,-,-,-,-
