Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,09/06/2014,7621.65,7673.7,7580.25,7654.6,71.2,0.94,231879926,10866.56,20.85,3.62,1.26
CNX Nifty Junior,09/06/2014,16719.65,16783.1,16617.9,16714.45,113.3,0.68,155899675,4288.24,21.87,2.8,1.18
CNX 100,09/06/2014,7595.25,7640.4,7589.65,7622.8,68,0.9,387779601,15154.8,21,3.47,1.25
CNX 200,09/06/2014,3907.25,3933.25,3905.65,3924.4,38.75,1,1102356320,20713.02,20.95,3.29,1.25
CNX 500,09/06/2014,6164.55,6209.8,6164.3,6196.7,66.75,1.09,1661153252,24571.72,21.77,3.08,1.24
NIFTY Midcap 50,09/06/2014,3399.5,3443.05,3396.25,3434.6,64.1,1.9,584459614,5741.6,19.09,1.89,1.25
CNX Midcap,09/06/2014,11035,11099.35,11006.6,11075.85,123.5,1.13,618491689,6598.59,19.46,2.48,1.29
CNX Smallcap,09/06/2014,5361.95,5472.15,5361.95,5464.85,143,2.69,480891735,3149.89,85.09,1.48,1.39
CNX Nifty Dividend,09/06/2014,-,-,-,37.13,0,-,-,-,-,-,-
CNX Auto,09/06/2014,6754.75,6856.7,6746.2,6832.65,107.75,1.6,44624803,1149.41,31.69,5.71,0.95
CNX Bank,09/06/2014,15625.4,15725.8,15522.85,15567.4,24.25,0.16,41916584,2849.94,17.12,2.69,1.16
CNX Energy,09/06/2014,10686.95,10686.95,10520.15,10603.35,9.35,0.09,100653398,2315.06,14.97,2.2,1.53
CNX Finance,09/06/2014,6328.65,6360.5,6302.2,6323.6,28.3,0.45,45593672,2885.52,18.46,3.14,1.17
CNX FMCG,09/06/2014,18098.25,18139.3,17955.45,18010.1,-24.15,-0.13,23982294,948.74,34.56,12.37,1.51
CNX IT,09/06/2014,8948.75,9029.05,8926.3,9017.7,72.6,0.81,13393022,1266.34,19.68,5.63,1.53
CNX Media,09/06/2014,2036.85,2118.85,2031,2107.2,77.05,3.8,31957537,358.78,41.46,4.51,0.74
CNX Metal,09/06/2014,3491.15,3553.35,3475.4,3521.85,58.35,1.68,65119906,1752.26,17.62,1.81,1.4
CNX MNC,09/06/2014,7606.95,7663,7587.6,7606.15,27.9,0.37,15665725,639.46,39.81,7.18,1.2
CNX Pharma,09/06/2014,7681.1,7734.95,7671.9,7706.9,34.2,0.45,5430127,382,38.35,6.04,0.62
CNX PSU Bank,09/06/2014,4012.1,4023.25,3950.25,3974.7,-9,-0.23,59847437,1920.44,13.31,1.4,2.05
CNX Realty,09/06/2014,276.35,290.85,276.35,288.95,16.25,5.96,317684826,1855.15,42.25,1.48,0.64
CNX Consumption,09/06/2014,2942.35,2969.55,2937.4,2961.45,31.65,1.08,85473816,3001.63,29.29,5,1.11
CNX Commodities,09/06/2014,3203.3,3239,3198.25,3222.2,50.75,1.6,181691728,4857.05,17.99,2.14,1.56
CNX Dividend Opportunities,09/06/2014,2144.15,2160,2136.1,2154.2,24.25,1.14,196028809,4758.67,15.45,2.57,2.54
CNX Infrastructure,09/06/2014,3444.05,3520.15,3443,3499.75,81.55,2.39,314681030,4291.73,23.36,2.7,1.04
CNX PSE,09/06/2014,3935.2,3954.25,3894.85,3938.4,40.2,1.03,184959761,3222.79,13.37,2.33,2.39
CNX Service Sector,09/06/2014,9098.3,9155.9,9087.85,9126.75,70.65,0.78,186819599,6735.8,18.27,3.25,1.3
CNX Nifty Shariah,09/06/2014,-,-,-,1659.54,20.34,1.24,37626345,2684.81,19.82,3.93,1.13
CNX 500 Shariah,09/06/2014,-,-,-,1805.61,19.19,1.07,157998681,4384.03,21.78,4.21,1.08
CNX Low Volatility,09/06/2014,-,-,-,5640.73,83.99,1.51,103464408,4806.63,22.74,4.16,1.37
CNX Alpha Index,09/06/2014,-,-,-,6051.78,55.14,0.92,81535543,3014.26,21.39,3.68,0.7
CNX High Beta,09/06/2014,-,-,-,2196.55,49.01,2.28,688793940,9266.05,16.2,1.3,1.5
CNX DEFTY,09/06/2014,-,-,-,4490.85,52.02,1.17,-,-,-,-,-
CNX 100 Equal Weight,09/06/2014,-,-,-,9677.39,100.56,1.05,387779601,15154.8,20.1,2.73,1.35
LIX 15,09/06/2014,3614.7,3648.2,3606.7,3623.9,26.5,0.74,71297363,3287.46,20.67,2.27,0.86
CPSE,09/06/2014,2720.1,2750.55,2694.65,2742.8,51.7,1.92,41128287,1715.84,12.09,2.81,2.41
NV 20,09/06/2014,-,-,-,3625.53,2.47,0.07,74121693,4745.33,16.33,2.78,1.69
LIX15 Midcap,09/06/2014,-,-,-,3201.65,56.28,1.79,347959992,3182.46,15.06,1.91,1.34
CNX Shariah25,09/06/2014,-,-,-,2582.86,34.68,1.36,33477012,2556.55,21.69,5.39,1.22
India VIX,09/06/2014,15.9825,17.4225,14.6325,17.1,1.11,6.96,-,-,-,-,-
NI15,09/06/2014,3919,3946.45,3909.95,3941.55,30.1,0.77,23946839,2298.19,25.25,7.71,1.42
GSEC10 NSE Index,09/06/2014,-,-,-,1243.42,-2.82,-0.23,-,-,-,-,-
GSECBM NSE Index,09/06/2014,,,,1197.18,-2.35,-0.2,-,-,-,-,-
