Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,20-06-2014,7543.3,7560.55,7497.3,7511.45,-29.25,-0.39,124132217,6801.49,20.38,3.43,1.3
CNX Nifty Junior,20-06-2014,15958.4,16058.75,15858.35,15906.95,-47.5,-0.3,89193541,2563.92,21.04,2.63,1.19
CNX 100,20-06-2014,7477.25,7498.2,7431.8,7446.8,-27.95,-0.37,213325758,9365.41,20.47,3.28,1.29
CNX 200,20-06-2014,3843.3,3853.3,3818.45,3826.4,-15.85,-0.41,661503133,12590.16,20.4,3.11,1.28
CNX 500,20-06-2014,6066.45,6082.75,6026.9,6038.6,-26.15,-0.43,877248071,14548.35,21.25,2.93,1.28
NIFTY Midcap 50,20-06-2014,3205,3233.35,3174.2,3186.65,-27,-0.84,323752322,3137.62,17.74,1.71,1.25
CNX Midcap,20-06-2014,10647.85,10680.8,10551.6,10574.55,-72.15,-0.68,341332083,3758.41,18.71,2.32,1.3
CNX Smallcap,20-06-2014,5187.9,5208.35,5095.9,5109.6,-76.2,-1.47,247994927,1655.7,20.1,1.36,1.4
CNX Nifty Dividend,20-06-2014,-,-,-,42.29,0,-,-,-,-,-,-
CNX Auto,20-06-2014,6668.5,6682.1,6577.6,6604.15,-54.75,-0.82,51414927,840.5,31.3,5.52,0.99
CNX Bank,20-06-2014,15064.45,15195.55,14978.5,14997.65,-69.75,-0.46,21875260,1767.12,16.55,2.41,1.3
CNX Energy,20-06-2014,9926.1,9984.45,9834.4,9858.7,-61.05,-0.62,46441833,1398.82,13.89,1.96,1.67
CNX Finance,20-06-2014,6161.3,6207.05,6125.95,6138.85,-17.65,-0.29,31022728,2170.86,17.92,2.85,1.3
CNX FMCG,20-06-2014,17811.5,17860.5,17751.1,17815.4,-18,-0.1,13093376,716.24,34.19,12.15,1.4
CNX IT,20-06-2014,9714.5,9736.6,9663.3,9700.2,1.3,0.01,11547793,1061.24,20.75,6.04,1.43
CNX Media,20-06-2014,2006.95,2041.5,2001.25,2025.5,19.25,0.96,12992649,210.8,40.32,4.33,0.77
CNX Metal,20-06-2014,3287.8,3339.1,3266.7,3273.35,-25.5,-0.77,41569460,1070.62,16.39,1.68,1.5
CNX MNC,20-06-2014,7446.3,7491.2,7421.6,7436.85,-51.35,-0.69,11254749,445.84,41.78,6.97,1.03
CNX Pharma,20-06-2014,8113.45,8148.6,7997.25,8043.7,-75.3,-0.93,6076290,403.72,40.08,6.3,0.6
CNX PSU Bank,20-06-2014,3720.75,3745.45,3657.25,3672.35,-58,-1.55,30269983,1072.61,12.3,1.26,2
CNX Realty,20-06-2014,251.8,256.5,251.65,255.45,2.65,1.05,137698261,744.12,37.35,1.31,0.73
CNX Consumption,20-06-2014,2886.35,2905.45,2882.05,2889.1,-3.85,-0.13,42261189,1773.01,28.94,4.84,1.07
CNX Commodities,20-06-2014,3016.7,3046.75,2995.85,3000.75,-24.05,-0.8,99230460,2967.87,16.7,1.98,1.68
CNX Dividend Opportunities,20-06-2014,2036.35,2048.1,2022.65,2025.4,-14.05,-0.69,121959854,2403.5,14.63,2.33,2.54
CNX Infrastructure,20-06-2014,3272.15,3283.55,3246.7,3256.65,-14.35,-0.44,159039743,1786.16,21.74,2.51,1.12
CNX PSE,20-06-2014,3661.7,3699.85,3638.3,3648.05,-16.55,-0.45,114771554,1743.43,12.38,2.16,2.58
CNX Service Sector,20-06-2014,9120.5,9154.35,9080.55,9100.5,-14.6,-0.16,80478489,3800.81,18.1,3.1,1.35
CNX Nifty Shariah,20-06-2014,-,-,-,1650.36,-4.86,-0.29,20593449,1696.52,19.68,3.72,1.1
CNX 500 Shariah,20-06-2014,-,-,-,1798.26,-4.71,-0.26,66039281,2776.59,21.67,4.04,1.06
CNX Low Volatility,20-06-2014,-,-,-,5630.35,-16.2,-0.29,45372779,2600.89,22.71,4.1,1.35
CNX Alpha Index,20-06-2014,-,-,-,6181.22,5.46,0.09,56657964,2397.36,21.89,3.76,0.69
CNX High Beta,20-06-2014,-,-,-,1975.07,-12.33,-0.62,391380235,5345.47,14.63,1.12,1.49
CNX DEFTY,20-06-2014,-,-,-,4317.82,-36.69,-0.84,-,-,-,-,-
CNX 100 Equal Weight,20-06-2014,-,-,-,9260.07,-48.33,-0.52,213325758,9365.41,19.45,2.58,1.37
LIX 15,20-06-2014,3454.2,3496.45,3444.3,3458.8,-7.25,-0.21,47289316,2423.85,19.87,2.14,0.92
CPSE,20-06-2014,2580.65,2606.25,2561.95,2569.5,-8,-0.31,21922810,855.05,11.32,2.63,2.58
NV 20,20-06-2014,-,-,-,3528.83,-15.72,-0.44,44877894,3455.19,15.82,2.6,1.74
LIX15 Midcap,20-06-2014,-,-,-,2890.78,-0.22,-0.01,152139052,1488.77,13.6,1.69,1.32
CNX Shariah25,20-06-2014,-,-,-,2602.45,-8.99,-0.34,22206292,1810.72,21.8,5.31,1.15
India VIX,20-06-2014,18.7425,19.245,15.5925,18.85,0.11,0.56,-,-,-,-,-
NI15,20-06-2014,4070.45,4072.45,4042.8,4055.3,-13.45,-0.33,17228068,1877.1,25.77,7.91,1.32
GSEC10 NSE Index,20-06-2014,-,-,-,1233.46,-2.79,-0.23,-,-,-,-,-
GSECBM NSE Index,20-06-2014,-,-,-,1186.98,-2.41,-0.2,-,-,-,-,-
