Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,16/06/2014,7534.8,7548.6,7487.55,7533.55,-8.55,-0.11,155377979,8449.27,20.53,3.52,1.28
CNX Nifty Junior,16/06/2014,15904.05,15971.85,15577.85,15962.5,31.3,0.2,122310131,3259.38,21.12,2.66,1.21
CNX 100,16/06/2014,7466.35,7480.65,7404.35,7469.3,-5.1,-0.07,277688110,11708.66,20.61,3.36,1.27
CNX 200,16/06/2014,3837.45,3845.7,3801.65,3840.1,-2.15,-0.06,699006565,15180.23,20.53,3.19,1.27
CNX 500,16/06/2014,6050,6064,5990.7,6056.7,-0.8,-0.01,981708400,17157.43,21.4,2.99,1.27
NIFTY Midcap 50,16/06/2014,3203.45,3244.8,3121.3,3240.3,23.9,0.74,341360883,3767.96,18.01,1.77,1.3
CNX Midcap,16/06/2014,10626.55,10692.65,10416.75,10687.2,38.6,0.36,361370747,4455.27,18.9,2.39,1.32
CNX Smallcap,16/06/2014,5115.3,5166.05,5011,5159.3,20.65,0.4,249925503,1770.42,109.37,1.4,1.47
CNX Nifty Dividend,16/06/2014,-,-,-,42.29,0,-,-,-,-,-,-
CNX Auto,16/06/2014,6719.9,6723.85,6645.4,6668.7,-69.9,-1.04,33167854,913.59,30.87,5.57,0.98
CNX Bank,16/06/2014,15055.2,15091.3,14858.9,15030,-76.9,-0.51,32728056,2179.09,16.59,2.49,1.26
CNX Energy,16/06/2014,10078.3,10103.55,9894.2,10063.2,-9.8,-0.1,56967305,1479.5,14.21,2.09,1.61
CNX Finance,16/06/2014,6171.65,6188.5,6100,6150.65,-41.45,-0.67,38308879,2612.34,17.96,2.93,1.25
CNX FMCG,16/06/2014,17929.05,17979.9,17862.8,17957.7,99.95,0.56,17845954,1233.17,34.46,12.24,1.39
CNX IT,16/06/2014,9449,9600.15,9449,9579.85,131.2,1.39,11328716,1205.93,21.1,5.98,1.44
CNX Media,16/06/2014,1963.45,1972.8,1923.85,1961.3,-0.45,-0.02,5809248,71.12,39.41,4.19,0.8
CNX Metal,16/06/2014,3292.7,3312.95,3236.05,3299.1,1.3,0.04,48372437,1220.9,16.51,1.69,1.49
CNX MNC,16/06/2014,7487.3,7489,7412.8,7479.1,-5.25,-0.07,12732743,527.57,40.42,7.01,1.03
CNX Pharma,16/06/2014,7969.95,8043.9,7961.95,8023.45,37.1,0.46,7520879,523.95,39.93,6.29,0.6
CNX PSU Bank,16/06/2014,3726.95,3733.3,3632.85,3712,-25.75,-0.69,44756737,1460.45,12.43,1.3,2.13
CNX Realty,16/06/2014,254.45,258.85,246.3,257.85,3.2,1.26,185916207,1121.5,37.71,1.32,0.72
CNX Consumption,16/06/2014,2906.5,2911.25,2876.5,2903.6,-2.95,-0.1,53626963,2520.35,28.72,4.89,1.07
CNX Commodities,16/06/2014,3035.8,3052.8,2980,3046.3,9.25,0.3,127107606,3184.83,17.02,2.03,1.65
CNX Dividend Opportunities,16/06/2014,2047.9,2059.75,2014.85,2054.6,6.6,0.32,128964581,2937.49,14.84,2.44,2.57
CNX Infrastructure,16/06/2014,3287.35,3287.35,3207.8,3273.8,-15.3,-0.47,205515356,2494.03,21.85,2.53,1.11
CNX PSE,16/06/2014,3659.65,3708.05,3597.6,3700.15,35.6,0.97,103699998,1770.5,12.56,2.19,2.55
CNX Service Sector,16/06/2014,9039.2,9084.6,9000.25,9064,7.5,0.08,111270646,4937.72,18.17,3.15,1.34
CNX Nifty Shariah,16/06/2014,-,-,-,1655.11,0.66,0.04,27839978,2134.16,19.78,3.91,1.09
CNX 500 Shariah,16/06/2014,-,-,-,1799.58,1.56,0.09,74009776,3165.12,21.72,4.2,1.04
CNX Low Volatility,16/06/2014,-,-,-,5622.96,-0.43,-0.01,58744369,3312.45,22.66,4.13,1.36
CNX Alpha Index,16/06/2014,-,-,-,6120.16,61.81,1.02,65254537,3120.39,21.63,3.72,0.69
CNX High Beta,16/06/2014,-,-,-,1989.99,4.58,0.23,444867929,6581.77,14.74,1.17,1.61
CNX DEFTY,16/06/2014,-,-,-,4350.2,-43.57,-0.99,-,-,-,-,-
CNX 100 Equal Weight,16/06/2014,-,-,-,9312.7,27.69,0.3,277688110,11708.66,19.58,2.61,1.37
LIX 15,16/06/2014,3454.95,3454.95,3407.35,3441.4,-20.1,-0.58,57604552,3360.4,19.59,2.13,0.92
CPSE,16/06/2014,2554.65,2598.75,2519.45,2592.4,33.9,1.32,22893482,876.22,11.42,2.66,2.55
NV 20,16/06/2014,-,-,-,3548.83,3.89,0.11,54676760,3944.06,15.99,2.7,1.7
LIX15 Midcap,16/06/2014,-,-,-,2935.23,22.8,0.78,197865920,1962.67,13.81,1.74,1.39
CNX Shariah25,16/06/2014,-,-,-,2601.35,2.13,0.08,26582007,2137.18,21.86,5.42,1.15
India VIX,16/06/2014,17.7625,18.535,15.255,17.98,0.22,1.24,-,-,-,-,-
NI15,16/06/2014,4033.9,4062.45,4033.65,4053.55,20.8,0.52,21869652,2651.16,25.97,7.9,1.32
GSEC10 NSE Index,16/06/2014,-,-,-,1237.17,-2.58,-0.21,-,-,-,-,-
GSECBM NSE Index,16/06/2014,-,-,-,1191.46,-3.21,-0.27,-,-,-,-,-
