Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,10/06/2014,7679.05,7683.2,7579.3,7656.4,1.8,0.02,188669182,9475.21,20.86,3.62,1.26
CNX Nifty Junior,10/06/2014,16776.4,16776.4,16418.1,16634.15,-80.3,-0.48,134626598,3840.04,21.76,2.78,1.19
CNX 100,10/06/2014,7647.75,7648.85,7540.2,7618.9,-3.9,-0.05,323295780,13315.24,20.99,3.47,1.25
CNX 200,10/06/2014,3937.8,3938.65,3879.75,3922.1,-2.3,-0.06,893813811,18315.7,20.94,3.29,1.25
CNX 500,10/06/2014,6218.3,6218.3,6125.2,6192.3,-4.4,-0.07,1397278819,21837.56,21.79,3.08,1.24
NIFTY Midcap 50,10/06/2014,3448.6,3449.25,3347.65,3406.35,-28.25,-0.82,423293493,4817.81,18.94,1.87,1.26
CNX Midcap,10/06/2014,11121.2,11121.2,10869.6,11017,-58.85,-0.53,467168887,5847.37,19.36,2.47,1.29
CNX Smallcap,10/06/2014,5495.5,5497.7,5350.6,5445,-19.85,-0.36,450150357,3069.17,103.79,1.48,1.39
CNX Nifty Dividend,10/06/2014,-,-,-,37.13,0,-,-,-,-,-,-
CNX Auto,10/06/2014,6864.2,6868.1,6743.65,6835.8,3.15,0.05,32829153,1005.94,31.71,5.71,0.95
CNX Bank,10/06/2014,15585.4,15585.4,15337.85,15427.8,-139.6,-0.9,30467964,2067.35,16.97,2.67,1.17
CNX Energy,10/06/2014,10672.65,10672.65,10385.25,10507.7,-95.65,-0.9,62642621,1657.16,14.84,2.18,1.55
CNX Finance,10/06/2014,6327.05,6328.35,6231.7,6282.25,-41.35,-0.65,40522987,2540.2,18.34,3.11,1.18
CNX FMCG,10/06/2014,18050.2,18077.7,17870.95,18048.65,38.55,0.21,23853195,939.74,34.63,12.4,1.5
CNX IT,10/06/2014,9043.3,9254.05,9043.3,9234.6,216.9,2.41,19899793,1530.77,20.15,5.76,1.5
CNX Media,10/06/2014,2117.5,2117.5,2062.6,2086.2,-21,-1,15707535,159.44,41.92,4.46,0.75
CNX Metal,10/06/2014,3541.65,3541.65,3418.3,3488.25,-33.6,-0.95,71585501,1859.45,17.45,1.79,1.41
CNX MNC,10/06/2014,7646.5,7650.45,7504.7,7592.6,-13.55,-0.18,17533704,768.7,39.74,7.17,1.2
CNX Pharma,10/06/2014,7743.45,7865.35,7738.8,7834.3,127.4,1.65,9984515,686.41,38.98,6.14,0.61
CNX PSU Bank,10/06/2014,3981.15,3983.2,3870.35,3905.65,-69.05,-1.74,52199393,1631.41,13.08,1.38,2.08
CNX Realty,10/06/2014,288.4,289.3,276.45,280.35,-8.6,-2.98,186920785,1188.97,41,1.44,0.66
CNX Consumption,10/06/2014,2977.4,2982.85,2936.6,2979.5,18.05,0.61,66304388,2767.07,29.47,5.03,1.11
CNX Commodities,10/06/2014,3238.55,3238.55,3144.45,3185.9,-36.3,-1.13,148130209,4073.39,17.78,2.12,1.58
CNX Dividend Opportunities,10/06/2014,2161.4,2162.95,2117,2133.1,-21.1,-0.98,152330153,3824.04,15.3,2.54,2.57
CNX Infrastructure,10/06/2014,3521.95,3524.05,3432.05,3480.35,-19.4,-0.55,282520803,3478.11,23.23,2.69,1.05
CNX PSE,10/06/2014,3961.75,3962.2,3842.8,3875.5,-62.9,-1.6,138652783,2486.55,13.16,2.3,2.43
CNX Service Sector,10/06/2014,9148.55,9160.55,9057.65,9151.8,25.05,0.27,131115674,5524.46,18.32,3.26,1.3
CNX Nifty Shariah,10/06/2014,-,-,-,1672.02,12.48,0.75,38435018,2871.61,19.97,3.95,1.13
CNX 500 Shariah,10/06/2014,-,-,-,1818.79,13.18,0.73,146657298,4984.91,21.94,4.24,1.07
CNX Low Volatility,10/06/2014,-,-,-,5646.48,5.75,0.1,80539103,4339.22,22.76,4.16,1.37
CNX Alpha Index,10/06/2014,-,-,-,6059.77,7.98,0.13,71225939,3107.45,21.42,3.69,0.7
CNX High Beta,10/06/2014,-,-,-,2166.29,-30.26,-1.38,538956916,7658.65,15.98,1.28,1.52
CNX DEFTY,10/06/2014,-,-,-,4476.42,-14.43,-0.32,-,-,-,-,-
CNX 100 Equal Weight,10/06/2014,-,-,-,9626.33,-51.07,-0.53,323295780,13315.24,20,2.72,1.36
LIX 15,10/06/2014,3639.65,3639.65,3559.75,3599.9,-24,-0.66,72210455,3377.02,20.54,2.26,0.86
CPSE,10/06/2014,2755.55,2755.55,2669.25,2702.35,-40.45,-1.47,31890004,1308.74,11.91,2.77,2.45
NV 20,10/06/2014,-,-,-,3616.44,-9.09,-0.25,57990252,3971.84,16.29,2.78,1.69
LIX15 Midcap,10/06/2014,-,-,-,3138.67,-62.98,-1.97,216402516,2405.17,14.76,1.88,1.36
CNX Shariah25,10/06/2014,-,-,-,2609.52,26.66,1.03,37323745,2939.15,21.91,5.44,1.21
India VIX,10/06/2014,17.095,18.125,14.385,16.66,-0.43,-2.53,-,-,-,-,-
NI15,10/06/2014,3952.4,3996.65,3947.1,3989.75,48.2,1.22,22821478,2335.17,25.56,7.8,1.4
GSEC10 NSE Index,10/06/2014,-,-,-,1242.34,-1.08,-0.086857216,-,-,-,-,-
GSECBM NSE Index,10/06/2014,-,-,-,1196.36,-0.83,-0.07,-,-,-,-,-
