Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,12-08-2015,8445.7,8446.95,8337.95,8349.45,-112.9,-1.33,195904304,8630.35,23.1,3.4,1.44
CNX Nifty Junior,12-08-2015,21327.15,21327.15,20836.65,20877.2,-516.4,-2.41,80704237,2946.71,23.57,3.04,1.15
CNX 100,12-08-2015,8605.1,8605.1,8483.3,8493.25,-130.45,-1.51,276608541,11577.06,23.18,3.34,1.39
CNX 200,12-08-2015,4450.05,4450.05,4384.75,4389.65,-69.95,-1.57,598665807,14937.66,24.23,3.18,1.36
CNX 500,12-08-2015,7086.75,7086.75,6979.6,6986.45,-114.65,-1.61,765781095,17391.27,25.29,3.05,1.33
NIFTY Midcap 50,12-08-2015,3442.9,3443.95,3351.9,3362.35,-92.65,-2.68,233448825,2956.32,16.37,1.45,1.57
CNX Midcap,12-08-2015,13971.7,13971.7,13655.95,13684.9,-322.85,-2.3,277751666,4854.76,25.24,2.45,1.19
CNX Smallcap,12-08-2015,5750.9,5750.9,5615.65,5623.85,-143.35,-2.49,175671642,1337.1,91.57,1.3,1.09
CNX Nifty Dividend,12-08-2015,-,-,-,70.74,0,-,-,-,-,-,-
CNX Auto,12-08-2015,8576.85,8576.85,8391.55,8407.15,-212.1,-2.46,64786288,1680.72,51.78,6.63,.74
CNX Bank,12-08-2015,18515.2,18515.2,18034.75,18059.75,-557.15,-2.99,68321743,2143.2,18.99,2.52,1.09
CNX Energy,12-08-2015,8457.15,8457.15,8262.55,8275.55,-199.55,-2.35,30601855,909.74,13.46,1.48,2.06
CNX Finance,12-08-2015,7560.65,7560.65,7376.8,7387.75,-212.8,-2.8,64600767,2221.58,20.14,2.99,1.14
CNX FMCG,12-08-2015,20662.5,20662.5,20267.35,20329.8,-333.3,-1.61,13239638,706,39.16,11.75,1.42
CNX IT,12-08-2015,11731.7,12026.05,11731.7,12006.8,295.65,2.52,14684514,1619.26,22.57,6.35,1.75
CNX Media,12-08-2015,2489.7,2507.7,2427.4,2432.1,-67.15,-2.69,7857430,213.26,49.93,5.59,.73
CNX Metal,12-08-2015,2042.65,2042.65,1930.25,1947.55,-87.85,-4.32,78160483,1469.54,10.98,.93,5.02
CNX MNC,12-08-2015,10468.5,10468.5,10229.35,10256.75,-222.45,-2.12,15383176,717.77,45.41,7.45,1.01
CNX Pharma,12-08-2015,12661.5,12908.2,12661.5,12771.75,134.85,1.07,12430053,1337.33,81,8.6,.41
CNX PSU Bank,12-08-2015,3420.25,3433.45,3300.5,3310.35,-132.6,-3.85,69307448,1377.95,12.59,.97,1.81
CNX Realty,12-08-2015,180.15,180.15,170.9,171.4,-10.15,-5.59,76779999,349.9,27.21,.81,1.16
CNX Consumption,12-08-2015,3661.95,3661.95,3587.8,3594.95,-70.3,-1.92,39032635,1796.34,29.86,5.37,1.01
CNX Commodities,12-08-2015,2568.55,2569.45,2487.85,2491.75,-76.45,-2.98,118292604,3152.23,14.85,1.48,2.71
CNX Dividend Opportunities,12-08-2015,2021.2,2021.75,1966.35,1969.2,-56,-2.77,124239892,3206.81,15.05,2.1,3.11
