Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,05-08-2015,8547.45,8591.85,8545.85,8567.95,51.05,.6,136948290,6434.82,23.62,3.51,1.41
CNX Nifty Junior,05-08-2015,21441.1,21567.45,21428.85,21499.9,194.1,.91,92347425,3586.7,24.28,3.09,1.13
CNX 100,05-08-2015,8699.3,8745.05,8699.3,8720.65,56.25,.65,229295715,10021.53,23.72,3.44,1.36
CNX 200,05-08-2015,4503.6,4527.9,4503.6,4514.35,30.15,.67,679400917,13722.4,24.49,3.28,1.33
CNX 500,05-08-2015,7166.75,7207.95,7166.75,7186.25,49.95,.7,964409732,17185.91,25.56,3.15,1.3
NIFTY Midcap 50,05-08-2015,3547.6,3562.7,3533.15,3536.85,9.6,.27,251892199,2808.05,17.2,1.55,1.47
CNX Midcap,05-08-2015,14118.45,14215.6,14118.45,14149.85,120,.86,317013303,5269.51,24.96,2.55,1.15
CNX Smallcap,05-08-2015,5920.8,5969.45,5920.8,5933.15,55.5,.94,341944151,2339.63,60.63,1.36,1.04
CNX Nifty Dividend,05-08-2015,-,-,-,69.12,0,-,-,-,-,-,-
CNX Auto,05-08-2015,8727.25,8840.35,8719,8795.45,91.85,1.06,33627270,1844.2,53.36,6.93,.72
CNX Bank,05-08-2015,19047.3,19103.7,18868.65,18928.55,-44.05,-.23,67018432,1960.65,19.83,2.63,1.04
CNX Energy,05-08-2015,8629.7,8689.3,8613.9,8629.7,20.5,.24,20479291,695.94,14.04,1.55,1.98
CNX Finance,05-08-2015,7752.2,7785,7690.7,7704.35,-17.35,-.22,44850295,1777.58,21.1,3.12,1.09
CNX FMCG,05-08-2015,20987.7,21154.55,20884.25,21117.8,195.8,.94,14352854,1031.8,40.99,12.22,1.36
CNX IT,05-08-2015,11470.2,11632.2,11460,11618,202.45,1.77,8826022,819.15,21.69,6.07,1.79
CNX Media,05-08-2015,2501.15,2534.25,2487.1,2521.25,48.5,1.96,12620578,370.71,53.77,5.71,.7
CNX Metal,05-08-2015,2183.25,2211.5,2161.5,2166.5,-1.2,-.06,45064583,839.26,12.2,1.07,4.61
CNX MNC,05-08-2015,10454.55,10516.5,10433.2,10473.05,69.75,.67,9386999,879.54,46.84,7.61,.99
CNX Pharma,05-08-2015,12419.45,12594.45,12399.7,12572.55,210.6,1.7,7335166,818.72,57.34,8.63,.42
CNX PSU Bank,05-08-2015,3662.55,3690.35,3606.05,3617.6,-33.1,-.91,72694289,1407.05,13.66,1.06,1.65
CNX Realty,05-08-2015,177.15,184.3,177.15,181.6,5.4,3.06,137411711,559.13,27.88,.89,1.11
CNX Consumption,05-08-2015,3698.65,3727.9,3693.75,3724.45,49.3,1.34,51185049,2564.35,30.92,5.57,.98
CNX Commodities,05-08-2015,2639.9,2661.05,2635.15,2638.55,11.85,.45,70803766,2017.55,15.74,1.6,2.61
CNX Dividend Opportunities,05-08-2015,2068.7,2079.7,2066.25,2067.7,7.6,.37,132635460,3018.39,15.92,2.22,2.96
CNX Infrastructure,05-08-2015,3307.1,3322.95,3302.5,3307,20.8,.63,104562761,1280.74,21.94,2.29,1.08
CNX PSE,05-08-2015,3543.05,3556.2,3519.7,3524.45,-5.4,-.15,39113898,877.21,13.58,2.01,3.42
CNX Service Sector,05-08-2015,11034.85,11091.05,11016.85,11039.45,60.05,.55,104601448,3574.39,20.29,3.25,1.4
CNX Nifty Shariah,05-08-2015,-,-,-,1945.17,17.73,.92,31894842,2286.73,21.43,3.11,1.3
CNX 500 Shariah,05-08-2015,-,-,-,2299.85,25.88,1.14,136091464,5608.41,25.53,3.91,1.07
CNX Low Volatility,05-08-2015,-,-,-,7705.68,72.72,.95,59549726,4431.54,25.92,3.95,1.44
CNX Alpha Index,05-08-2015,-,-,-,9808.84,46.25,.47,43021018,2843.62,38.13,8.14,.68
CNX High Beta,05-08-2015,-,-,-,1640.6,14.62,.9,378920780,4447.29,18.36,.73,1.59
CNX DEFTY,05-08-2015,-,-,-,4652.14,36.08,.78,-,-,-,-,-
CNX 100 Equal Weight,05-08-2015,-,-,-,11038.58,77.72,.71,229295715,10021.53,21.12,2.37,1.44
LIX 15,05-08-2015,3596.1,3624.15,3573.5,3578.05,-6.55,-.18,69489556,2080.98,21.09,1.98,1.17
CPSE,05-08-2015,2413.75,2420.75,2389,2393,-12.55,-.52,12316242,484.17,13.64,2.39,3.95
NV 20,05-08-2015,3857.1,3883,3857.1,3868.65,24.1,.63,77730930,3283.01,17.08,2.65,2.05
LIX15 Midcap,05-08-2015,-,-,-,3196.52,3.73,.12,135256856,1335.44,11.44,1.43,1.7
CNX Shariah25,05-08-2015,-,-,-,3469.34,41.36,1.21,27154175,2440.93,29.41,5.11,1.1
India VIX,05-08-2015,14.83,14.8825,13.6875,14.67,-.17,-1.11,-,-,-,-,-
NI15,05-08-2015,5295.1,5362.8,5293.2,5356.65,80.6,1.53,19244696,2146.97,27.52,8.27,1.59
NIFTY TR 1X Inverse,05-08-2015,418,418,415.8,417,-2.4,-.57,-,-,-,-,-
NIFTY TR 2X Leverage,05-08-2015,4296.3,4340.5,4296.25,4316.85,50.3,1.18,-,-,-,-,-
NIFTY PR 1X Inverse,05-08-2015,451,451,448.65,449.9,-2.65,-.59,-,-,-,-,-
NIFTY PR 2x Leverage,05-08-2015,3692.55,3730.55,3692.55,3710.25,43.25,1.18,-,-,-,-,-
NSE Quality 30,05-08-2015,-,-,-,2176.29,24.33,1.13,48195530,3332.72,33.15,7.71,1.58
NSE GSECBM Clean Price Index,05-08-2015,-,-,-,927.32,.21,.02,-,-,-,-,-
GSEC10 NSE Index,05-08-2015,-,-,-,1401.26,.77,.05,-,-,-,-,-
GSECBM NSE Index,05-08-2015,-,-,-,1343.94,.59,.04,-,-,-,-,-
