Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,10-09-2014,8135.55,8135.75,8082.1,8094.1,-58.85,-.72,107064326,5561.6,21.52,3.52,1.25
CNX Nifty Junior,10-09-2014,17603.2,17603.2,17459.6,17489,-175.5,-.99,77262333,2382.24,21.26,2.82,1.06
CNX 100,10-09-2014,8091.45,8091.45,8036.75,8048.55,-61.9,-.76,184326659,7943.84,21.48,3.4,1.22
CNX 200,10-09-2014,4155.95,4155.95,4132.5,4138.6,-26.8,-.64,502318202,11612.16,21.35,3.24,1.22
CNX 500,10-09-2014,6562.45,6563.15,6531.85,6540.25,-36.8,-.56,777705103,14298.4,22.21,3.06,1.21
NIFTY Midcap 50,10-09-2014,3321.35,3346.75,3314.9,3333,-4.95,-.15,210872962,2836.91,18.1,1.77,1.11
CNX Midcap,10-09-2014,11741.55,11812.45,11725.3,11752.8,-24.5,-.21,245951917,4178.7,19.3,2.55,1.17
CNX Smallcap,10-09-2014,5210.9,5264.25,5205.65,5234.85,17.8,.34,202734359,1733.42,18.66,1.4,1.3
CNX Nifty Dividend,10-09-2014,-,-,-,85.6,0,-,-,-,-,-,-
CNX Auto,10-09-2014,7879.85,7924.7,7858.2,7882.65,-16.35,-.21,56121721,1507.75,37.37,6.19,.86
CNX Bank,10-09-2014,16173.5,16190.5,16053.9,16151.75,-5,-.03,20602012,1644.66,17.33,2.5,1.12
CNX Energy,10-09-2014,9899.1,9931.9,9826.4,9844.25,-109.45,-1.1,26264343,724.66,13.47,1.94,1.68
CNX Finance,10-09-2014,6576.4,6576.4,6524,6545.45,-22.05,-.34,33829723,1940.23,18.68,2.9,1.18
CNX FMCG,10-09-2014,19478.1,19478.1,19222.75,19236.75,-304.95,-1.56,17492629,616.37,46,12.07,1.45
CNX IT,10-09-2014,11041.85,11041.85,10929.6,10942.45,-127.45,-1.15,8487119,773.64,21.27,6.41,1.32
CNX Media,10-09-2014,1934.65,1990.2,1934.65,1986,43.25,2.23,12616446,214.78,53.33,4.81,.84
CNX Metal,10-09-2014,3171.55,3201.8,3166.9,3187.3,-1.45,-.05,30446037,760.17,14.47,1.48,1.8
CNX MNC,10-09-2014,8385.3,8422.85,8377,8404.75,-14.2,-.17,7286487,412.76,39.91,6.18,1.05
CNX Pharma,10-09-2014,10513.25,10555.55,10460.6,10482.3,-21.05,-.2,4780003,408.42,32.57,7.65,.64
CNX PSU Bank,10-09-2014,3571.3,3600.15,3548.75,3588.8,-8.65,-.24,26632888,988.9,12.02,1.13,1.62
CNX Realty,10-09-2014,225.9,229.3,224.85,228.15,1.6,.71,81568653,462.65,34.39,1.17,.83
CNX Consumption,10-09-2014,3229.95,3229.95,3208.15,3209.55,-24.5,-.76,45153183,1794.71,36.5,5.11,1.02
CNX Commodities,10-09-2014,3018.35,3036.05,3011.15,3015.2,-19.15,-.63,69282119,1860.46,15.75,1.88,1.77
