Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,30-09-2014,7948.8,8030.9,7923.85,7964.8,5.9,.07,141142071,7467.66,20.82,3.43,1.31
CNX Nifty Junior,30-09-2014,16947.3,17203.8,16924.8,17003.85,1.5,.01,90624856,2866.18,20.48,2.73,1.07
CNX 100,30-09-2014,7888.25,7974.35,7866.1,7905.7,5.1,.06,231766927,10333.84,20.77,3.3,1.28
CNX 200,30-09-2014,4047.2,4091.55,4035.8,4056.2,2.7,.07,589277539,13613.93,20.41,3.12,1.28
CNX 500,30-09-2014,6399.05,6469.5,6384.8,6415.7,7.4,.12,746377532,15497.82,21.37,2.98,1.26
NIFTY Midcap 50,30-09-2014,3120.5,3175.3,3106.2,3127.5,-7.55,-.24,268299126,3012.9,16.11,1.72,1.25
CNX Midcap,30-09-2014,11370.35,11533.95,11367.45,11418.3,24.15,.21,308122418,4448.42,17.93,2.35,1.24
CNX Smallcap,30-09-2014,4937.15,4992.55,4912.3,4943.35,-5.6,-.11,115354354,1047.66,35.09,1.31,1.48
CNX Nifty Dividend,30-09-2014,-,-,-,87.15,0,-,-,-,-,-,-
CNX Auto,30-09-2014,7920.75,8017.6,7878.4,7899.35,-4.95,-.06,40527788,1563.43,37.45,6.07,.88
CNX Bank,30-09-2014,15441.35,15596.1,15336.7,15392.25,-81.3,-.53,28367263,1913.24,16.52,2.38,1.17
CNX Energy,30-09-2014,9180,9292.25,9168.95,9275.15,52.75,.57,36732321,1065.01,12.69,1.81,1.85
CNX Finance,30-09-2014,6314.55,6405.65,6289.5,6324.25,2.6,.04,36220942,2288.83,18.05,2.79,1.22
CNX FMCG,30-09-2014,19626.65,19961.65,19591.7,19876.05,176.35,.9,14837912,621.52,36.1,12.91,1.46
CNX IT,30-09-2014,11341.4,11360.35,11231.8,11302.7,-23.9,-.21,16372690,1454.87,21.94,6.65,1.28
CNX Media,30-09-2014,1986,2032.35,1976.15,2027.35,40.7,2.05,5873266,118.01,53.34,5.15,.84
CNX Metal,30-09-2014,2886.6,2935.3,2857.85,2865.5,-31.8,-1.1,42562693,942.21,13.01,1.31,2.62
CNX MNC,30-09-2014,8412.2,8551.55,8403.1,8503.55,78.85,.94,11025538,655.18,40.19,6.03,1.08
CNX Pharma,30-09-2014,10740.05,10882.7,10735.6,10847.15,136.65,1.28,9740993,859.12,33.71,7.7,.62
CNX PSU Bank,30-09-2014,3374.55,3420.85,3359.65,3373.45,-20.8,-.61,33869827,1131.1,11.3,1.06,1.72
CNX Realty,30-09-2014,207.9,209.6,201.75,202.8,-5.25,-2.52,119988017,572.11,30.57,1.02,.93
CNX Consumption,30-09-2014,3219.1,3263,3218.4,3243.4,25.35,.79,47825369,2160.26,31.44,4.99,1.07
CNX Commodities,30-09-2014,2802.25,2837.75,2798.6,2807.75,-5.05,-.18,80660857,2353.98,14.32,1.73,2.14
CNX Dividend Opportunities,30-09-2014,2030.25,2059.2,2028.25,2040.65,3.3,.16,98285511,2349.39,14.25,2.23,2.71
CNX Infrastructure,30-09-2014,3031.4,3069.95,3013.55,3020.9,-21.25,-.7,189111170,1726.17,20.63,2.23,1.14
CNX PSE,30-09-2014,3500.55,3554.3,3496.35,3509.15,-9.6,-.27,62335809,1206.87,11.19,2.02,3.04
CNX Service Sector,30-09-2014,9730.9,9801.55,9667.85,9720.15,-14.4,-.15,89070220,4313.18,18.78,3.14,1.27
CNX Nifty Shariah,30-09-2014,-,-,-,1821.01,.95,.05,27444380,2343.63,19.44,3.24,1
CNX 500 Shariah,30-09-2014,-,-,-,2021.14,4.98,.25,103431563,4726.59,21.54,3.74,.94
CNX Low Volatility,30-09-2014,-,-,-,6414.34,21.14,.33,63097567,4357.89,24.39,4.56,1.42
CNX Alpha Index,30-09-2014,-,-,-,7418.6,32.18,.44,59286885,2603.51,27.62,3.87,.65
CNX High Beta,30-09-2014,-,-,-,1668.04,-26.09,-1.54,367256398,4244.36,12.44,.92,1.71
CNX DEFTY,30-09-2014,-,-,-,4479.22,-10.24,-.23,-,-,-,-,-
CNX 100 Equal Weight,30-09-2014,-,-,-,9745.78,-1.21,-.01,231766927,10333.84,18.99,2.58,1.36
LIX 15,30-09-2014,3534.5,3559.45,3494.15,3499.65,-38.95,-1.1,61763018,2320.08,17.38,1.91,1.1
