Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,12-09-2014,8087.05,8114.3,8071.6,8105.5,19.8,.24,111444349,6156.73,21.55,3.53,1.25
CNX Nifty Junior,12-09-2014,17591.1,17634.95,17540.7,17609.6,36.1,.21,93710705,2840.89,21.41,2.84,1.05
CNX 100,12-09-2014,8049.65,8075.15,8034.15,8066.5,19.2,.24,205155054,8997.62,21.53,3.4,1.22
CNX 200,12-09-2014,4145.5,4158.15,4137.25,4153.95,10.55,.25,453516799,12282.35,21.43,3.25,1.21
CNX 500,12-09-2014,6559.8,6579.3,6548.45,6572.7,17.95,.27,756107313,15296.65,22.32,3.08,1.2
NIFTY Midcap 50,12-09-2014,3363.25,3371.55,3341.25,3360.65,.45,.01,162765719,2772.97,18.25,1.79,1.1
CNX Midcap,12-09-2014,11893.45,11924.1,11864.45,11916.3,49.35,.42,212389673,4400.48,19.57,2.58,1.15
CNX Smallcap,12-09-2014,5319.7,5340.4,5291.15,5299.85,-1.7,-.03,157338375,1670.8,18.89,1.42,1.29
CNX Nifty Dividend,12-09-2014,-,-,-,86.07,0,-,-,-,-,-,-
CNX Auto,12-09-2014,7944.55,8014.95,7944.55,8009.8,77.55,.98,49701951,1748.77,37.97,6.29,.85
CNX Bank,12-09-2014,16208,16278.65,16145.7,16254.15,50,.31,22583271,1553.99,17.44,2.52,1.11
CNX Energy,12-09-2014,9808.9,9858.05,9733.25,9757.25,-59,-.6,28861304,826.66,13.35,1.92,1.7
CNX Finance,12-09-2014,6572.85,6603.25,6555.95,6593.85,24.8,.38,26529568,1658.59,18.82,2.92,1.17
CNX FMCG,12-09-2014,19316.25,19557.15,19314.7,19472.5,142,.73,21956476,563.94,46.57,12.21,1.43
CNX IT,12-09-2014,10987,11017.7,10918.7,10958.5,-7.45,-.07,11655576,921.07,21.3,6.42,1.32
CNX Media,12-09-2014,1953.35,1963.2,1942.2,1954.35,-3.35,-.17,11042465,148.95,52.48,4.73,.86
CNX Metal,12-09-2014,3161.85,3175.75,3137.05,3158.5,-5.6,-.18,31170125,783.15,14.34,1.46,1.81
CNX MNC,12-09-2014,8418.25,8509.15,8418.25,8500.35,66.1,.78,11883261,770.42,40.36,6.25,1.04
CNX Pharma,12-09-2014,10261.3,10375.8,10125.1,10353.1,69.55,.68,16009344,1246.85,32.17,7.56,.65
CNX PSU Bank,12-09-2014,3668.15,3721.8,3641.45,3714.05,48.75,1.33,26454374,1054.74,12.44,1.17,1.57
CNX Realty,12-09-2014,226.7,228.5,226.3,226.8,-.2,-.09,63547051,391.61,34.18,1.17,.83
CNX Consumption,12-09-2014,3212.8,3242.05,3212.8,3239,24.85,.77,41020234,1760.93,36.83,5.16,1.01
CNX Commodities,12-09-2014,2995.3,3006.95,2973.65,2983,-14.65,-.49,65081749,1846.54,15.58,1.86,1.78
CNX Dividend Opportunities,12-09-2014,2097.35,2107.85,2091.6,2104.35,8.7,.42,84349869,1880.95,14.7,2.31,2.4
CNX Infrastructure,12-09-2014,3240.3,3257,3209.15,3219.3,-22.3,-.69,129669314,1569.61,21.85,2.47,1.09
CNX PSE,12-09-2014,3689.25,3712.25,3658.7,3667.8,-18.9,-.51,51632699,1085.21,11.65,2.17,2.57
CNX Service Sector,12-09-2014,9879.55,9904.95,9850.7,9892.85,19.7,.2,71997282,3247.49,19.11,3.24,1.23
CNX Nifty Shariah,12-09-2014,-,-,-,1834.72,10.27,.56,26235695,1898.05,19.3,3.38,1
CNX 500 Shariah,12-09-2014,-,-,-,2041.8,11.52,.57,114787740,4141.13,22.22,3.85,.95
CNX Low Volatility,12-09-2014,-,-,-,6438.03,36.67,.57,56577624,3791.23,24.53,4.67,1.3
CNX Alpha Index,12-09-2014,-,-,-,7744.61,53.7,.7,68674123,2572.91,28.93,3.97,.62
CNX High Beta,12-09-2014,-,-,-,1869.86,-1.78,-.1,223501682,3402.44,13.93,1.03,1.52
CNX DEFTY,12-09-2014,-,-,-,4616.29,16.97,.37,-,-,-,-,-
CNX 100 Equal Weight,12-09-2014,-,-,-,10072.43,29.43,.29,205155054,8997.62,20.83,2.78,1.24
LIX 15,12-09-2014,3710.15,3727.3,3693.45,3723.25,13.55,.37,44002590,2088.69,21.68,2.03,.97
CPSE,12-09-2014,2588.4,2605,2571.65,2577.4,-3.1,-.12,14559274,559.91,10.91,2.64,2.56
NV 20,12-09-2014,-,-,-,3805.37,3.7,.1,34264458,2464.97,16.35,2.67,1.57
LIX15 Midcap,12-09-2014,-,-,-,2946.69,-1.12,-.04,72066315,982.18,12.73,1.7,1.28
CNX Shariah25,12-09-2014,-,-,-,2978.46,17.68,.6,22965858,1808.61,23.54,5.39,1.08
India VIX,12-09-2014,12.5175,12.62,11.3975,12.37,-.15,-1.22,-,-,-,-,-
NI15,12-09-2014,4651.6,4691.15,4645.25,4682.05,28.75,.62,23565424,2131.07,30.49,8.57,1.22
NIFTY PR 2x Leverage,12-09-2014,-,-,-,3619.74,16.86,.47,-,-,-,-,-
NIFTY PR 1X Inverse,12-09-2014,-,-,-,452.93,-1.01,-.22,-,-,-,-,-
NIFTY TR 1X Inverse,12-09-2014,-,-,-,423.83,-.95,-.22,-,-,-,-,-
NIFTY TR 2X Leverage,12-09-2014,-,-,-,4131.93,19.24,.47,-,-,-,-,-
GSEC10 NSE Index,12-09-2014,-,-,-,1257.04,.31,.02,-,-,-,-,-
GSECBM NSE Index,12-09-2014,-,-,-,1216.11,.68,.06,-,-,-,-,-
