Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,22-10-2013,6192.3,6220.1,6181.8,6202.8,-2.15,-.03,161943721,5850.72,18.01,2.95,1.49
CNX Nifty Junior,22-10-2013,12043.9,12129.95,12038.75,12100.15,46.65,.39,105383817,2531.78,14.43,2.2,1.45
CNX 100,22-10-2013,6065.25,6093.65,6056.45,6078.3,1.8,.03,267327538,8382.51,17.36,2.8,1.48
CNX 200,22-10-2013,3058.9,3073.9,3055.8,3066.8,2.8,.09,519927889,9985.39,17.2,2.59,1.5
CNX 500,22-10-2013,4723.95,4749.05,4723.9,4738.35,7.35,.16,687922994,10719.74,17.59,2.39,1.53
NIFTY Midcap 50,22-10-2013,2049.05,2070.45,2049.05,2066.7,13.1,.64,153900136,1422.38,10.37,1.22,1.91
CNX Midcap,22-10-2013,7415.1,7469.95,7415.1,7452.9,32.95,.44,177314068,1950.25,13.69,1.63,1.76
CNX Smallcap,22-10-2013,3026.85,3072.65,3026.85,3060.9,36.05,1.19,228413962,908.37,25.21,.83,2.07
CNX Nifty Dividend,22-10-2013,-,-,-,76.47,0,-,-,-,-,-,-
CNX Auto,22-10-2013,5132.2,5152.15,5088.4,5099.9,-22.95,-.45,19057990,545.89,24.75,4.31,1.17
CNX Bank,22-10-2013,10743.8,10907.55,10707.85,10809.1,11.55,.11,49088449,2577.51,12.15,1.86,1.7
CNX Energy,22-10-2013,7996.65,8043.3,7972.8,8030.4,5.2,.06,38288992,761.44,10.83,1.65,2.03
CNX Finance,22-10-2013,4538.55,4582.1,4523.15,4551,-11.8,-.26,39156229,1962.84,14.13,2.27,1.63
CNX FMCG,22-10-2013,17749.25,17880.45,17738.8,17795,-44.5,-.25,10725505,477.68,38.02,11.88,1.52
CNX IT,22-10-2013,8901.35,8951.85,8891.2,8915.15,60.25,.68,14151414,1091.01,22.51,6.27,1.16
CNX Media,22-10-2013,1751.35,1765,1742.05,1753.7,4.85,.28,8274392,119.64,30.22,4.91,.97
CNX Metal,22-10-2013,2277.25,2300.4,2272.55,2283.35,5.45,.24,36624871,695.19,14.21,1.18,1.94
CNX MNC,22-10-2013,5967.45,6020.15,5967.45,5984.65,-.8,-.01,16319859,399.74,36.84,5.54,1.62
CNX Pharma,22-10-2013,7602.85,7676.2,7602.85,7648.15,13.85,.18,6244789,379.96,47.68,5.99,.65
CNX PSU Bank,22-10-2013,2268.8,2294.4,2253.55,2273.55,1.85,.08,21138697,580.13,5.49,.74,4.02
CNX Realty,22-10-2013,179,180.55,178.1,178.5,-1.2,-.67,57691848,319.49,28.92,.84,.83
CNX Consumption,22-10-2013,2580.75,2588.9,2571.75,2581,1.15,.04,39930520,1440.13,27.93,4.31,1.2
CNX Commodities,22-10-2013,2235.95,2253,2233.4,2247.25,6.5,.29,89141357,1732.65,10.72,1.5,2.21
CNX Dividend Opportunities,22-10-2013,1566.25,1573.35,1563.7,1567.8,-3.45,-.22,65199903,1149.78,9.12,1.69,3.27
CNX Infrastructure,22-10-2013,2337.6,2371.75,2337.6,2367.85,22.8,.97,136324185,1362.21,15.99,1.79,1.52
CNX PSE,22-10-2013,2558.3,2586.05,2552.8,2580.5,19.35,.76,47617701,613.42,7.22,1.55,3.57
CNX Service Sector,22-10-2013,7427.4,7482.35,7421.55,7458.25,20.25,.27,117607536,4612.22,16.08,2.69,1.47
CNX Nifty Shariah,22-10-2013,-,-,-,1446.14,.26,.02,27506002,1628.01,19.51,3.43,1.23
CNX 500 Shariah,22-10-2013,-,-,-,1495.41,3.56,.24,92245296,2363.17,20.36,3.59,1.21
CNX Low Volatility,22-10-2013,-,-,-,4760.49,7.56,.16,44161921,2268.91,18.03,2.96,1.59
CNX Alpha Index,22-10-2013,-,-,-,4693.95,40.68,.87,48704347,1901.03,29.16,4.08,.64
CNX High Beta,22-10-2013,-,-,-,1229.85,16.08,1.32,358014293,4563.87,12.94,.71,2.42
CNX DEFTY,22-10-2013,-,-,-,3478.91,-17.7,-.51,-,-,-,-,-
CNX 100 Equal Weight,22-10-2013,-,-,-,6998.87,17.63,.25,267327538,8382.51,11.75,1.82,1.86
LIX 15,22-10-2013,2480.6,2505.65,2474.05,2495.6,13.15,.53,114542103,3135.75,12.49,1.36,1.61
