Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio","1M Return","1D Return","Return on Equity","PB Ratio"
Adani Green Energy Ltd,ADANIGREEN,"Renewable Energy","127293.7732584","772.8","88.15358258891968","-24.457478005865106","-14.5416344133584","7.216211488968292","5.63920494654676"
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","126923.25782723998","1240.4","68.52197690829782","4.507540652118965","-0.4494382022471837","15.05782544774939","10.573484147448498"
Tata Motors Passenger Vehicles Ltd,TMPV,"Four Wheelers","126837.904142985","344.45","4.557596268163313","-3.8654758582193756","-0.8206161819752441","25.786664689967015","1.0332690107286524"
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","118727.916468","10668","18.207932078758777","-5.215459795646379","-0.624126688402422","9.614664808907161","1.6338165990863236"
Power Finance Corporation Ltd,PFC,"Specialized Finance","118358.1496224","358.65","5.148063492430237","4.608429342277951","-1.6588977241568443","15.886201316407677","0.7628369963577768"
Indian Bank,INDIANB,"Public Banks","118054.65811474499","876.45","10.48305932660168","11.224619289340106","-2.2637301366043996","17.085789126527192","1.650072361515331"
Solar Industries India Ltd,SOLARINDS,"Commodity Chemicals","114542.311619","12658","94.70689874570047","0.7882793216020384","-1.8835749166731262","30.322532928344273","25.17457705168443"
Samvardhana Motherson International Ltd,MOTHERSON,"Auto Parts","114247.55779483999","108.4","30.041429869797533","-10.811255553727168","-2.6318153238120834","11.639936336924583","3.0770851985628296"
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","114144.7359954","1153.5","89.28229523993524","-2.0132517838939896","-1.8464942137508547","6.5855655541856395","5.336284951375156"
Ashok Leyland Ltd,ASHOKLEY,"Trucks & Buses","113353.645144496","192.98","36.485658923811","9.853702965788127","1.4189615303762817","22.46465493710106","7.153969498278685"
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","110319.097860175","345.25","27.781188078613763","-9.395092507544943","-2.278516841211438","9.812350836391074","2.58928306550374"
BSE Ltd,BSE,"Stock Exchanges & Ratings","109376.09413758","2685.4","82.492585461524","-3.3228930410051385","-0.8565310492505287","33.021931768936874","23.903685586375857"
Indus Towers Ltd,INDUSTOWER,"Telecom Infrastructure","108953.992349165","413.15","10.970326565357894","0.2791262135922275","-1.4432251908396974","33.36306269536138","3.352605900898354"
Cummins India Ltd,CUMMINSIND,"Industrial Machinery","108950.688","3930.4","54.47697830934923","-13.151847268870432","-3.3777471852106813","28.220396621352783","14.408798370672098"
Jindal Steel Ltd,JINDALSTEL,"Iron & Steel","108220.03399692","1063.6","38.48329700153254","6.084181129064421","-1.1524163568773318","6.102052544879872","2.282192869845455"
Hero MotoCorp Ltd,HEROMOTOCO,"Two Wheelers","107723.9399008","5384","24.603044869635113","-5.956331877729258","-1.903981051289059","23.515776346409897","5.5516099905123095"
Vodafone Idea Ltd,IDEA,"Telecom Services","107584.63375599301","9.93","-3.9288267255341944","-16.414141414141422","-2.4557956777996073",,"-1.5299250251846979"
Gail (India) Ltd,GAIL,"Gas Distribution","106470.31826094301","160.81","8.551970173090565","-6.560139453805922","-1.6873509812312717","15.328843449116606","1.2490581735455153"
Cipla Ltd,CIPLA,"Pharmaceuticals","106221.991437","1315","20.14634205977408","-13.350026357406428","-4.042615294804443","18.152441369299986","3.3948398071861745"
IDBI Bank Ltd,IDBI,"Private Banks","104749.90198885","97.42","13.727484216831552","-3.1610337972166924","-2.5897410258974136","13.504319941102972","1.6953970289956053"
HDFC Asset Management Company Ltd,HDFCAMC,"Asset Management","104066.11430124","2429.7","42.30003142084148","-9.234562366916967","-2.769218456120704","32.36027622492601","12.800275806149825"
Bosch Ltd,BOSCHLTD,"Auto Parts","104009.32146","35265","51.61240644104802","-2.299487463637623","-1.2461495379445533","15.579315196635518","7.52965051508329"
Billionbrains Garage Ventures Ltd,GROWW,"Investment Banking & Brokerage","103413.91716588101","167.51","56.68503867980059","2.4902104747919687","0.7700174457077551","49.31949019549534","21.29852375493126"
Siemens Ltd,SIEMENS,"Conglomerates","103289.1912702","2900.4","49.087154866552666","-6.934060644954274","-0.949388702957439","19.08944620508895","6.721887223836888"
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","102872.1255564","1235.6","18.19103562384395","-3.9191290824261347","1.4866529774127235","18.188806443001386","3.0321252308281803"
Polycab India Ltd,POLYCAB,"Electrical Components & Equipments","101197.7760806","6722","50.09840497460366","-11.616593254881336","-3.9577082440348623","22.25854882742018","10.214981233152987"
ABB India Ltd,ABB,"Heavy Electrical Equipments","99480.38664375","4694.5","53.151453614877916","-9.442515432098766","-1.2827252654820733","28.75023041474651","14.060037120692822"
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,"Hospitals & Diagnostic Centres","97816.7021571","6803","67.65108386271531","-3.3802016758983098","0.08827423863469178","15.70051850042076","8.813903600387457"
Adani Energy Solutions Ltd,ADANIENSOL,"Power Infrastructure","97628.24031534001","812.7","92.10472024240315","-19.697643397065356","-12.121539792387534","5.774139240771803","4.242629057050332"
Lupin Ltd,LUPIN,"Pharmaceuticals","97627.04081831999","2137.2","29.74964828905235","0.2862371545211351","-1.201923076923077","20.725279305793272","5.645025156673711"
Shree Cement Ltd,SHREECEM,"Cement","97418.0196","27000","86.76578426569975","5.078809106830122","-1.5676266861100985","5.305775454036823","4.514583001985308"
United Spirits Ltd,UNITDSPR,"Alcoholic Beverages","96955.8687049","1333","61.28689551510746","-7.10801393728223","-0.4034668260609751","20.7816091954023","11.963952209390424"
Max Healthcare Institute Ltd,MAXHEALTH,"Hospitals & Diagnostic Centres","96463.36454611999","991.4","89.65996630304495","-8.314066401553685","-0.740889066880254","12.096007591203781","10.282987030640015"
GMR Airports Ltd,GMRAIRPORT,"Construction & Engineering","96308.41965819201","91.21","-245.15316191470458","-10.393948324982821","-4.090431125131442",,"-54.21702910923641"
Persistent Systems Ltd,PERSISTENT,"Software Services","96243.2219135","6155","68.7373028178923","-6.087885260909369","-2.618463729135353","24.832620659443542","15.230599109283483"
Marico Ltd,MARICO,"FMCG - Personal Products","95973.141273835","740.95","58.915372175466544","0.40653160783250897","-1.4366478217492458","38.62477771191464","22.49722017670769"
REC Limited,RECLTD,"Specialized Finance","95151.54924","361.35","5.990315504119495","5.165890570430733","-1.3244128891316127","21.50494383837246","1.2140384352058515"
LG Electronics India Ltd,LGEINDIA,"Home Electronics & Appliances","95021.34715608001","1399.9","43.126048252235265","-10.262820512820507","1.6040063869937682","45.23188283814492","15.916020340472722"
Mazagon Dock Shipbuilders Ltd,MAZDOCK,"Shipbuilding","92850.0084","2301.8","38.47094414359171","-9.281519725692664","-2.836639932460946","34.033003486482386","11.694132455402354"
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,"Insurance","92472.29961429001","638.7","78.00146738502127","-1.8441678192715536","-2.212355507923131","10.336562564575132","7.748785348338061"
Dabur India Ltd,DABUR,"FMCG - Personal Products","92054.5199268","519","52.07793482052239","5.231143552311438","-1.2087179975254634","16.432873742524407","8.211631124237975"
Indian Hotels Company Ltd,INDHOTEL,"Hotels, Resorts & Cruise Lines","91925.25321966","645.8","48.18920901224057","-12.770986695481875","-1.637346736729876","16.92302096492598","7.40400618412305"
Aditya Birla Capital Ltd,ABCAPITAL,"Diversified Financials","90944.60280530501","347.45","27.291677511555008","0.08641797493879055","-1.988716502115659","10.928357101266007","2.811526949298469"
Lodha Developers Ltd,LODHA,"Real Estate","89923.64828124","900.3","32.53035064256413","-17.60021965952773","-4.780539397144373","14.621980312190889","4.437825015113261"
ICICI Lombard General Insurance Company Ltd,ICICIGI,"Insurance","89441.03869295999","1795.7","35.65817297559698","-8.129540570960803","-1.589302351071409","18.795609020099874","6.1746626855577125"
Zydus Lifesciences Ltd,ZYDUSLIFE,"Pharmaceuticals","88749.837918","882","19.611056881670546","-3.785316897567366","-0.372754998305654","18.677259595542704","3.3670419265964555"
Hindustan Petroleum Corp Ltd,HINDPETRO,"Oil & Gas - Refining & Marketing","88272.71711774499","414.85","13.105203188643427","-13.029350104821798","-3.004442366144486","13.737125460048919","1.725954493018575"
Mankind Pharma Ltd,MANKIND,"Pharmaceuticals","87002.79697472","2107.6","43.69891759488895","-4.490868717995193","-1.8351187703772749","16.49239955152361","5.972111614128876"
CG Power and Industrial Solutions Ltd,CGPOWER,"Heavy Electrical Equipments","86477.35316019","549.1","88.73112370222658","-17.76246817432979","-4.379625598606874","27.623150615044494","21.41784986741975"
JSW Energy Ltd,JSWENERGY,"Power Generation","86155.91207084499","477.65","44.16236285533526","-0.6964656964657012","-2.9856809180461146","7.788092847604656","2.9622050657913377"
Bharat Heavy Electricals Ltd,BHEL,"Heavy Electrical Equipments","84440.03635875","242.5","158.1570263321785","-13.991842525270435","-3.5976942953687185","2.172055342456723","3.4155606289559657"
Info Edge (India) Ltd,NAUKRI,"Online Services","84224.18886395","1300.9","87.53839240022243","-2.9903057419835877","-1.4096248579007131","2.8114309825456574","2.2876831383417215"
Swiggy Ltd,SWIGGY,"Online Services","80945.442321","311.75","-25.970688629684297","-22.748110519142614","-2.669372463315645","-34.61005665997628","7.920692942700661"
Bharti Hexacom Ltd,BHARTIHEXA,"Telecom Services","80760","1615.2","54.07070166041783","-10.406035056578652","-0.5786039640526816","28.258977560827915","13.614065845147586"
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","80727.9555654","1287","54.83267599839697","-9.798149705634986","-1.8905320933069032","18.65068632412641","9.67848530391549"
SRF Ltd,SRF,"Diversified Chemicals","80440.80476025","2713.7","64.31251280021277","-11.643278090710785","-0.8114331664169111","10.377669235128307","6.370943336890751"
PB Fintech Ltd,POLICYBZR,"Online Services","77334.85826428","1673.9","219.0727125698419","-11.344738096499118","-2.37373148256152","5.733339071923765","12.012584735870218"
Meesho Ltd,MEESHO,"Retail - Online","76863.134061","170.31","-19.499946485408614","-11.111691022964505","0.5075243434641568","-214.50549091740226","53.17334527436492"
Ntpc Green Energy Ltd,NTPCGREEN,"Renewable Energy","76089.75691107","90.3","160.02725017050153","-0.22099447513812467","-0.9542612701546611","3.840029978529651","4.105817929195053"
Siemens Energy India Ltd,ENRIN,"Power Generation","75689.8521327","2125.4","68.80270169320968","-19.446655296570018","-3.513709823860545",,"17.27566067895373"
NHPC Ltd,NHPC,"Renewable Energy","75588.886907625","75.25","25.140400146216557","-3.513270932170785","-2.840542285345388","6.754920883264092","1.6736883397100413"
Waaree Energies Ltd,WAAREEENER,"Renewable Energy Equipment & Services","74766.50043665","2599.3","40.037967664306834","-14.597844657642257","-1.6050270659045176","27.174348814044496","7.792008199515806"
Bajaj Housing Finance Ltd,BAJAJHFL,"Consumer Finance","73583.72882301","88.35","34.02086496047433","-8.16008316008317","-2.429596907785757","13.442385558866773","3.6889991789665477"
Hitachi Energy India Ltd,POWERINDIA,"Heavy Electrical Equipments","73548.8561863","16501","191.5434558734834","-11.61756829137654","-2.0537781207336616","13.777588007133115","17.452998660761114"
SBI Cards and Payment Services Ltd,SBICARD,"Payment Infrastructure","73323.796557","770.55","38.26101750512674","-11.760664185513889","-2.3507793689012884","14.818128219750069","5.32036614856491"
Lenskart Solutions Ltd,LENSKART,"Retail - Speciality","73241.16770562","423.95","247.77120333430176","-8.335135135135138","-3.7898558947010077","4.9422677585578745","11.80134732139468"
One 97 Communications Ltd,PAYTM,"Online Services","72852.2400138","1138.8","-110.60003038378612","-14.562232725635841","-9.654898849662835","-4.655864006644172","4.857755166918937"
Bank of India Ltd,BANKINDIA,"Public Banks","72683.34248069","159.65","7.612192193849558","11.87806587245972","-4.068020670592467","12.594233044515136","0.8985751227131621"
AU Small Finance Bank Ltd,AUBANK,"Consumer Finance","72206.6502028","966.1","34.28729834457936","-1.4183673469387732","-3.4431062915396464","14.169028810643404","4.206304926853733"
L&T Finance Ltd,LTF,"Consumer Finance","72085.7340288","288","27.267399752161793","-5.372104484967972","0.24364775495996818","10.755524255829686","2.8124301251291404"
IDFC First Bank Ltd,IDFCFIRSTB,"Private Banks","71343.62825129699","82.99","47.870384977553314","-2.673859505101444","-1.437054631828988","4.232183850598695","1.869798710740471"
Oil India Ltd,OIL,"Oil & Gas - Exploration & Production","70871.30145387","435.7","10.818509960245322","7.4078639221003355","-0.17184098980410129","12.20691150379075","1.2954988585098837"
Indusind Bank Ltd,INDUSINDBK,"Private Banks","69528.63512114","892.45","26.99564563729675","3.9364118092354357","-1.1080946312815114","4.022937562112823","1.0723822919901513"
GE Vernova T&D India Ltd,GVT&D,"Heavy Electrical Equipments","69457.74354945","2712.7","114.17773831547014","-11.922465015097902","2.3505885904014385","40.339516917823005","39.17283391862321"
Oracle Financial Services Software Ltd,OFSS,"Software Services","69234.32529","7956","29.094942549167932","1.5767634854771784","0.74711915917437","29.33938302961556","8.279241042045346"
Alkem Laboratories Ltd,ALKEM,"Pharmaceuticals","68755.85325","5750.5","31.75086043279089","2.4496704079814715","-0.13892506729182946","18.70984269503711","5.529829442407407"
Federal Bank Ltd,FEDERALBNK,"Private Banks","68595.932664585","278.55","16.494006180710244","3.3772499536092124","-1.293408929836987","12.53060082007938","1.9348354111835329"
National Aluminium Co Ltd,NATIONALUM,"Metals - Aluminium","68074.757185155","370.65","12.922462515737655","27.34925270572065","1.6593527153044307","32.72670005432768","3.8232561051653318"
Rail Vikas Nigam Ltd,RVNL,"Specialized Finance","67794.4285515","325.15","52.906943671715815","-2.6788386710565835","-1.1702127659574537","14.009613508110489","7.083309760568635"
Bharat Forge Ltd,BHARATFORG,"Iron & Steel","67353.12647616","1408.8","71.56470963837842","-3.4274746366876885","-1.5857492141110754","11.487315313775895","7.3046438976421255"
Fsn E-Commerce Ventures Ltd,NYKAA,"Wellness Services","67187.26755132","234.7","1016.7564702076343","-7.233201581027672","-1.9837126748799332","5.037161260814844","50.04041793999969"
NMDC Ltd,NMDC,"Mining - Iron Ore","67134.3188118","76.36","10.279285015043573","-3.512762193580997","-2.3903873194426746","23.586202189270537","2.259868449708117"
Coromandel International Ltd,COROMANDEL,"Fertilizers & Agro Chemicals","66245.41271211","2247.9","32.057437701242634","-5.490855581248682","-1.4165424085606406","19.995171650719772","5.902773712715053"
Aurobindo Pharma Ltd,AUROPHARMA,"Pharmaceuticals","65775.78380475","1132.5","18.8692048506403","-7.573655431322939","-1.1176111062603646","11.154815999999999","2.014621608025618"
Indian Overseas Bank,IOB,"Public Banks","65645.71461115501","34.09","19.333151115050796","-0.029325513196475105","-1.92750287686995","11.357174871393505","2.036577476779642"
Yes Bank Ltd,YESBANK,"Private Banks","65644.80820018","20.92","26.832350233878806","-4.036697247706417","-3.2824780397595807","5.437175001680742","1.372298578093833"
UNO Minda Ltd,UNOMINDA,"Auto Parts","65443.4208219","1134.1","69.4028536209767","-12.329931972789117","-3.357477631018329","16.57438655698517","10.70487890933389"
General Insurance Corporation of India,GICRE,"Insurance","65018.064","370.6","8.748570544346293","-0.4432505036937481","-2.1388962239239415","12.730539050372036","1.0572094498021947"
Torrent Power Ltd,TORNTPOWER,"Power Transmission & Distribution","64031.023209009996","1270.7","21.425806661873835","-1.2358153272190164","-3.8368397154533103","19.39748056682055","3.5151403458435473"
Fortis Healthcare Ltd,FORTIS,"Hospitals & Diagnostic Centres","63718.4676912","844","82.30020884399778","-7.211961301671066","0.30304830946579764","8.735648525037057","6.949041069384113"
