Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio","1M Return","1D Return","Return on Equity","PB Ratio"
Knowledge Marine & Engineering Works Ltd,KMEW,"Shipbuilding","3864.8579158800003","1581.1","77.92052249758068","-9.651428571428575","-7.391788203596324","25.427421628687863","17.577123503183557"
National Fertilizers Ltd,NFL,"Fertilizers & Agro Chemicals","3855.946224","78.6","20.958507576910428","-10.006869704602712","-1.688555347091943","6.994014525562327","1.4198144288444334"
Sustainable Energy Infra Trust,SEITINVIT,"Power Infrastructure","3855.6","119","27.75809935205184","0","0","13.008251813402563","6.02277520033741"
HG Infra Engineering Ltd,HGINFRA,"Construction & Engineering","3845.421404555","590.05","7.607615495588253","-25.55513499873834","-11.003016591251892","18.70451950954619","1.303638738254977"
Laxmi Organic Industries Ltd,LXCHEM,"Specialty Chemicals","3841.546667653","138.61","33.84622614672236","-19.604431297488535","-3.441309648206198","6.126822527273827","2.0144239009832092"
Shoppers Stop Ltd,SHOPERSTOP,"Retail - Department Stores","3835.9371557150002","348.35","352.2439996065054","-18.79006877258421","0.985650094216563","3.49812084417476","11.9425191647416"
Datamatics Global Services Ltd,DATAMATICS,"IT Services & Consulting","3833.3448585949996","648.55","18.697419074212288","-23.650597445405857","-4.4423161927213926","15.910660654834416","2.8260959876401683"
Skipper Ltd,SKIPPER,"Power Infrastructure","3806.7736735199996","336.9","25.488943244191635","-20.961876832844577","-5.2320675105485295","14.286875875890159","3.190630933878686"
Orient Electric Ltd,ORIENTELEC,"Home Electronics & Appliances","3805.807540463","178.37","45.73738181063577","-2.4767632586112636","4.6219719631649925","12.482467391222812","5.481503010892985"
Tanfac Industries Ltd,TANFACIND,"Diversified Chemicals","3790.350375","3799.85","42.99399245689654","-10.424238147324834","-2.0770786893272666","32.50557675644784","12.149337697929354"
Route Mobile Ltd,ROUTE,"IT Services & Consulting","3782.3748232800003","600.4","11.862552370330903","-16.115962277331473","-2.8400356015858996","13.758597775150351","1.5350048794194995"
KNR Constructions Ltd,KNRCON,"Construction & Engineering","3778.6680856","134.36","3.77157751986266","-14.349461337413139","-5.200028222676904","24.92592233227098","0.8320894757750187"
TechNVision Ventures Ltd,TECHNVISN,"Software Services","3765","6000","31375.00000000035","-16.02519244226732","-0.6622516556291391","0.7606973058637","230.83997547516898"
Greaves Cotton Ltd,GREAVESCOT,"Industrial Machinery","3758.344446485","161.41","64.35521312474337","-15.136698212407987","-2.2646079321828694","3.5834706281198003","2.370821287800031"
NACL Industries Ltd,NACLIND,"Fertilizers & Agro Chemicals","3732.7466268300004","159.51","-40.51608191501147","-5.893805309734518","-2.868103763244433","-19.64057303658221","8.740567196248772"
Restaurant Brands Asia Ltd,RBA,"Restaurants & Cafes","3731.9111796199995","64.04","-17.261383809528205","-2.7486712224753047","-0.6977826019537737","-28.391892158085856","4.173603654361027"
Anand Rathi Share and Stock Brokers Ltd,ARSSBL,"Investment Banking & Brokerage","3723.68446625","593.65","35.93943119631309","-7.753865278533135","-2.013699760666839","23.116396332076484","7.391782726397487"
KRN Heat Exchanger and Refrigeration Ltd,KRN,"Electrical Components & Equipments","3717.586246","598.1","70.28901958782365","-19.339177343223195","-2.4545380412623263","16.819041864754453","7.455451319589284"
Heritage Foods Ltd,HERITGFOOD,"FMCG - Foods","3698.38458","398.55","19.643002868068805","-13.761765660499831","-3.685355244079265","21.15351126041359","3.805039846908855"
Senores Pharmaceuticals Ltd,SENORES,"Pharmaceuticals","3693.4977576","802","63.072024549180384","-2.308301358182599","-4.313070452782912","11.218928109583786","4.547298529498671"
Gopal Snacks Ltd,GOPAL,"FMCG - Foods","3688.8213824","296","194.14849381052682","-5.717470934862236","-2.1649314162948308","4.778972520907992","9.112926165172064"
Stylam Industries Ltd,STYLAMIND,"Construction & Engineering","3688.4062978","2176.3","30.26012222331613","-3.40006214212792","-1.3015873015872934","20.42290099358275","5.610767437098787"
Zaggle Prepaid Ocean Services Ltd,ZAGGLE,"Software Services","3671.8832187699995","273.1","41.75916318401007","-24.941596811873023","-4.141804141804126","9.639650503743804","2.9399526155921722"
Heidelbergcement India Ltd,HEIDELBERG,"Cement","3662.0679545599996","161.6","34.30508622538646","-7.126436781609198","-1.983380845514654","7.451980970397999","2.6247996348571507"
Vaibhav Global Ltd,VAIBHAVGBL,"Apparel & Accessories","3660.397276024","219.22","23.866448953667625","-7.110169491525424","2.0624796312677534","11.760781547144335","2.7114857299653323"
Balaji Amines Ltd,BALAMINES,"Specialty Chemicals","3660.01696","1129.6","23.23672757285252","0.9472743521000813","-6.675479180436234","8.053461362456892","1.8133528342177105"
Mangalore Chemicals & Fertilizers Ltd,MANGCHEFER,"Fertilizers & Agro Chemicals","3659.15525625","308.75","25.46207818697372",,"0","14.339667825800651","3.4368592029999623"
Bosch Home Comfort India Ltd,BOSCH-HCIL,"Home Electronics & Appliances","3658.80535104","1345.6","62.19284975420695","-7.187198234239208","-3.2638389647735506","9.613137791576468","5.708142767387438"
Anup Engineering Ltd,ANUP,"Textiles","3645.726812","1820","30.815035178767676","-18.069685783739985","-2.9488615154908526",,"5.957459330675209"
Hemisphere Properties India Ltd,HEMIPROP,"Real Estate","3638.31","127.66","-484.46205059920106","-3.074937362387071","-4.029469252743958","-1.9905112777969203","9.129554351099069"
Sanathan Textiles Ltd,SANATHAN,"Textiles","3632.75069936","430.4","22.641014019071367","-6.444951635691781","2.6962538773562286","10.408760355240707","2.0092536542165145"
JTEKT India Ltd,JTEKTINDIA,"Auto Parts","3625.2999554099997","130.69","48.17674359348852","-9.993112947658396","-3.585392843969025","8.844824749053783","4.120220888541619"
WPIL Ltd,WPIL,"Industrial Machinery","3621.14491","370.75","27.42876011210416","-13.004694835680747","-1.4355975009969368","8.172437060101664","2.162497258915988"
Avantel Ltd,AVANTEL,"Communication & Networking","3616.4559873900002","136.23","64.06476505562446","-14.989079563182534","-3.948388916308272","28.129360175403622","15.243228608598526"
IRB InvIT Fund,IRBINVIT,"Roads","3601.422","62.04","10.128018223234625","0.08065817067268456","-0.4492939666238786","9.209933332297318","0.9460298196948685"
IndoStar Capital Finance Ltd,INDOSTAR,"Consumer Finance","3600.1632623160003","222.87","29.874394343340878","-8.457241435964843","-0.17468422467078132","3.507970145430403","0.9903018804748833"
Capital Infra Trust,CAPINVIT,"Construction & Engineering","3596.1924786279997","73.16","-96.36099889142552","-1.6402258671685923","-0.19099590723056012",,"1.5611658969616198"
EFC (I) Ltd,EFCIL,"Real Estate","3590.64669928","239.6","31.826331317851405","-21.23602892833662","-6.697819314641752","22.28785349519457","6.179476644890373"
Madhya Bharat Agro Products Ltd,MBAPL,"Fertilizers & Agro Chemicals","3577.3698255","408.25","62.24760441099696","0.24554941682013506","-0.6932619800535205","15.228076683580884","8.858164728240682"
Artemis Medicare Services Ltd,ARTEMISMED,"Business Support Services","3576.13811973","225.9","43.27369457562925","-16.565096952908583","-1.9105514546244053","12.730984016945882","4.239340556368249"
Kesar India Ltd,KESAR,"Real Estate Development","3540.36341205","1264.5","182.77560206763025","11.780821917808218","1.2490992073024187","48.93885800909553","72.01715646969082"
RPG Life Sciences Ltd,RPGLIFE,"Pharmaceuticals","3532.23743355","2135.7","19.276563160609037","-8.06680728337136","-3.6323436512950096","40.478031323864016","6.657940990236179"
Pace Digitek Ltd,PACEDIGITK,"Power Transmission & Distribution","3528.3057911419996","163.46","13.184506524950471","-18.040513437625346","-1.5360520450575164","30.13269827328979","2.9183429344190692"
Ellenbarrie Industrial Gases Ltd,ELLEN,"Commodity Chemicals","3520.571288","249.8","42.26883525033017","-28.82176948283231","-4.236151044661687","18.442087549542766","7.135907426625588"
Bondada Engineering Ltd,BONDADA,"Construction & Engineering","3505.709331275","314.15","31.337349881782455","-16.044278474259798","0.7375340708673895","34.70182241178748","7.351961520163995"
Spicejet Ltd,SPICEJET,"Airlines","3496.293936172","22.91","55.700078639032135","-25.83870967741936","-4.2224080267558595",,"-1.7981443723594535"
BHARAT Bond ETF - April 2033,EBBETF0433,"Equity","3494.583350544","1263.02",,"-0.6262883758989155","-0.01899846429080388",,
Orchid Pharma Ltd,ORCHPHARMA,"Pharmaceuticals","3491.5031882","688.4","35.03414798514953","-13.950000000000003","-2.3684583746986307","8.179714046520784","2.755094089119302"
Ramky Infrastructure Ltd,RAMKY,"Construction & Engineering","3463.003450595","500.45","17.533306924181066","-9.338768115942031","2.2056571020116436","10.04424328722538","1.6737732847079232"
Gujarat Themis Biosyn Ltd,GUJTHEM,"Pharmaceuticals","3462.9161217","317.8","71.00504657986465","-22.393162393162388","-6.433092889739427","21.687122020633232","13.941447408108216"
Shanthi Gears Ltd,SHANTIGEAR,"Auto Parts","3452.596964265","450.05","35.95331629975009","-4.285410463632492","-5.0427260259521","25.66617666711211","8.567450716556243"
Styrenix Performance Materials Ltd,STYRENIX,"Commodity Chemicals","3416.8869375","1943","14.530051613794882","-3.0439121756487024","1.8023682280205435","24.88057514375945","2.9264942894216195"
Vishnu Chemicals Ltd,VISHNU,"Diversified Chemicals","3415.5775101599997","507.4","26.972893549395895","-4.055970502032721","-1.5044161894593808","14.857793213497901","3.685503809141525"
Optiemus Infracom Ltd,OPTIEMUS,"Technology Hardware","3401.658271965","383.55","53.71322077948852","-25.45913905354192","-6.633398247322297","11.31519233861599","4.9076063594151265"
Goodluck India Ltd,GOODLUCK,"Iron & Steel","3399.9670856099997","1022.9","20.52748346078608","-3.061031084154669","-4.979098931723179","13.262654692936275","2.5244780855435107"
Foseco India Ltd,FOSECOIND,"Specialty Chemicals","3396.43965058","4506.2","46.52019792603756","-9.903029091272622","-0.7007492287351296","23.17704199866669","9.890622162434479"
Shilchar Technologies Ltd,SHILCTECH,"Electrical Components & Equipments","3384.239964","2958.2","23.045556445352396","-25.31872459670294","-2.741977906365074","52.78386830092377","9.75763331891705"
Harsha Engineers International Ltd,HARSHA,"Industrial Machinery","3384.10938285","371.7","37.89171854047693","-1.8872904843605738","-0.9724257359797612","7.352372171135509","2.6983505691948273"
Electronics Mart India Ltd,EMIL,"Home Electronics & Appliances","3380.01787417","87.85","21.118512178506563","-17.122641509433965","-0.8800631840234697","11.035761936447058","2.2078488442625632"
Aarti Drugs Ltd,AARTIDRUGS,"Pharmaceuticals","3377.44635","370.05","20.085913470115912","-4.132124352331603","-1.503859462336965","12.684343529589293","2.4664775366234837"
Cian Agro Industries & Infrastructure Ltd,CIANAGRO,"Agro Products","3373.839571725","1205.55","81.9688914413265","-17.81143989520707","-3.9172710608113563","3.907607302554756","1.672345296602608"
Goldiam International Ltd,GOLDIAM,"Precious Metals, Jewellery & Watches","3353.09537758","296.95","28.65158829001112","-19.873178629249875","-4.039424785910486","16.95325288638437","4.499893145782727"
Gujarat Alkalies And Chemicals Ltd,GUJALKALI,"Commodity Chemicals","3332.5677926400003","453.8","-51.18365523944103","-10.440102624827311","-0.8629164391043121","-1.1087157900472688","0.5877980013757632"
City Pulse Multiventures Ltd,CPML,"Movies & TV Serials","3320.24667455","3113.5","2477.7960257835816","0.3950819672131207","-0.08985014279755421","1.4783759929391","36.36235543259227"
Oriana Power Ltd,ORIANA,"Construction & Engineering","3314.35815225","1631.15","20.904182606433313","-29.873172828890795","-1.7438708511535341","47.59188941752087","6.402948345826171"
Indraprastha Medical Corporation Ltd,INDRAMEDCO,"Hospitals & Diagnostic Centres","3309.3953","361","20.55652711348528","-23.775337837837842","-4.522613065326639","29.967238747626713","5.546348629080916"
Marathon Nextgen Realty Ltd,MARATHON,"Real Estate","3303.94385673","490.05","17.709819129127364","-6.120689655172412","-1.6556291390728477","16.811902423199264","2.747288301150821"
Interarch Building Solutions Ltd,INTERARCH,"Building Products - Prefab Structures","3297.84945539","1966.3","30.58378424733372","-18.067419475811498","-1.4781040184387213","18.03101877011833","4.388823102113332"
Kirloskar Industries Ltd,KIRLOSIND,"Investment Banking & Brokerage","3287.12137416","3127.8","22.04789975290082","-3.6710809978441583","3.5695364238410656","2.0020357409506313","0.40304786788071106"
Dishman Carbogen Amcis Ltd,DCAL,"Labs & Life Sciences Services","3281.78374454","209.32","1012.89621745068","-16.525761684479185","-4.166285138723557","0.05654933842509742","0.5627664390313333"
Rolex Rings Ltd,ROLEXRINGS,"Industrial Machinery","3265.81877504","119.92","18.77123103253248","-7.290297642056431","-1.4626129827444545","17.66043404998274","3.0461885785281226"
Kitex Garments Ltd,KITEX,"Apparel & Accessories","3265.416","163.68","23.53961937716265","-12.82488282914358","8.332781785690651","12.375217449484802","2.6992039809219937"
Uflex Ltd,UFLEX,"Packaging","3264.3202246299998","452.05","22.938094474246345","-7.94216474900723","-1.9733275506884889","1.946592164251837","0.44133368998403283"
Orient Cement Ltd,ORIENTCEM,"Cement","3262.2918634939997","158.78","35.75506207249006","-10.13131084446457","-4.916462063596627","5.138602597461122","1.8044547922706324"
Moschip Technologies Ltd,MOSCHIP,"Plastic Products","3262.030232278","169.22","97.49044328386147","-18.64423076923077","-4.5895354082093","11.199625117150873","9.942486001639793"
Parag Milk Foods Ltd,PARAGMILK,"FMCG - Foods","3260.586889815","260.85","27.44832805636004","-15.36340038935755","-3.478260869565209","12.274737538232586","3.1860025696592773"
National Standard (India) Ltd,NATIONSTD,"Real Estate","3256.4","1628.2","246.88400303260065","25.674846625766865","-1.1414693381906469","4.963498156092418","11.957112432988175"
Centum Electronics Ltd,CENTUM,"Electronic Equipments","3246.2264835","2202.9","1319.604261585316","-4.825887842391766","-2.123783711734115","0.8325154827574852","8.233511257513884"
M V K Agro Food Product Ltd,MVKAGRO,"Agro Products","3222.653859","638.1","345.0378864025701","-18.018886105222585","-3.3108568830972076","10.963728137105276","35.83513687312355"
Grauer And Weil (India) Ltd,GRAUWEIL,"Specialty Chemicals","3220.5818845","71.03","20.487162115139956","-6.560636182902588","-2.2298692360633234","18.022459286095067","3.4287407344909453"
MSTC Ltd,MSTCLTD,"Commodities Trading","3208.128","455.7","7.881216528275928","-4.95359265825425","-1.5341400172860895","58.760862661315954","4.344643219891389"
Indo Thai Securities Ltd,INDOTHAI,"Investment Banking & Brokerage","3193.5896577","248.3","386.63313047215485","-27.2913616398243","-4.149778035128353","6.4518648701425505","17.64414175524862"
Wonderla Holidays Ltd,WONDERLA,"Theme Parks & Gaming","3189.8480159700002","502.95","29.192349372837953","-4.834437086092717","-1.6715542521994158","7.7543474944026265","1.8505926332287128"
Raghav Productivity Enhancers Ltd,RPEL,"Specialty Chemicals","3188.8151818","694.55","86.23080534883721","-27.951244813278013","-3.708581727436573","21.018529043992274","16.46179950338134"
Flair Writing Industries Ltd,FLAIR,"Stationery","3186.10227694","302.3","26.64633500827972","-2.168284789644009","-2.420916720464816","12.477368659963766","3.1302277122758753"
BN Agrochem Ltd,BNAGROCHEM,"Agro Products","3160.510317825","323.25","160.02583887721516","-15.343915343915343","-0.4312336362236185","8.54090987718388","8.074679537633173"
Kolte-Patil Developers Ltd,KOLTEPATIL,"Real Estate","3159.67174922","356.3","29.65157422316064","-10.251889168765741","-4.783538214858359","13.38828022916877","3.773553419505089"
Websol Energy System Ltd,WEBELSOLAR,"Renewable Energy Equipment & Services","3156.1906286599997","74.78","20.396734061393285","-13.207985143918286","-3.8941010152936655","80.22396764911743","11.35116212429419"
D P Abhushan Ltd,DPABHUSHAN,"Precious Metals, Jewellery & Watches","3132.6754616","1372.3","27.796587946761292","-6.295664049163539","-5.897277652060619","35.06097560975611","7.751652838443074"
Medi Assist Healthcare Services Ltd,MEDIASSIST,"Insurance","3129.45889626","420.3","34.43506708032569","-7.351482420368118","-0.6148025537952154","17.58701100155784","5.667666792705012"
Share India Securities Ltd,SHAREINDIA,"Investment Banking & Brokerage","3116.5131982599996","142.42","9.512585306940963","-16.83989256101834","-1.616468637745236","15.943587672212846","1.326779937358712"
Gufic Biosciences Ltd,GUFICBIO,"Pharmaceuticals","3105.74921082","309.7","44.58439866236007","-10.749279538904903","-3.8049386550706634","12.289724160440343","5.167034140482805"
ICICI Prudential Nifty 50 ETF,NIFTYIETF,"Equity","3103.6518380790003","282.49",,"-4.068326145277963","-0.9015645828948268",,
Navneet Education Ltd,NAVNETEDUL,"Publishing","3102.293650344","140.24","4.090523134378501","-2.2377134890205506","-2.114887973755846","47.88032601627557","1.6552893549379193"
AGI Infra Ltd,AGIIL,"Real Estate","3065.175048","250.9","45.98222394239424","-4.890068233510236","0","25.665607854461452","10.397473025780192"
Refex Industries Ltd,REFEX,"Commodity Chemicals","3054.5603253","222.75","19.24011290816325","-19.117647058823525","-4.8076923076923075","18.935278226696177","2.5198900537048945"
MPS Ltd,MPSLTD,"Publishing","3051.83184816","1798.8","20.493095945205493","-9.834586466165415","-1.6673044333898213","31.743866305714814","6.378713836970154"
Suven Life Sciences Ltd,SUVEN,"Pharmaceuticals","3049.746693249","134.07","-18.973165940332215","-21.756638459293843","-2.7562196271850374","-84.59332157987527","27.727490619592693"
Nippon India ETF Nifty Next 50 Junior BeES,JUNIORBEES,"Equity","3009.9255627","713.3",,"-3.608108108108114","-1.9478466465971205",,
Blue Pearl Agriventures Ltd,BPAGRI,"Commodities Trading","3005.56928","49.88","4623.952738461518","-41.24852767962309","-4.881769641495033","2.1566025215660347","49.711698312934175"
Advanced Enzyme Technologies Ltd,ADVENZYMES,"Specialty Chemicals","3004.115312","268.4","22.914685827612523","-13.391416585995483","-1.3053870196727382","9.233174634476146","2.0454525914426553"
Muthoot Microfin Ltd,MUTHOOTMF,"Specialized Finance","3002.82981264","179.16","-13.494044904687025","-0.868699164499526","-1.8408941485864636","-8.18638153695606","1.1407930965911035"
Enviro Infra Engineers Ltd,EIEL,"Water Management","2997.17475","170.75","16.999459758380116","-16.930187302359528","-2.9057204594563935","27.454491661346346","3.0159035108020813"
Krishana Phoschem Ltd,KRISHANA,"Fertilizers & Agro Chemicals","2995.54722","484.5","34.614596949387554","-11.23122022718944","-1.0012259910093946","25.289304500292232","7.804765951903284"
Nalwa Sons Investments Ltd,NSIL,"Asset Management","2992.3285638","5826","64.06184037251124","-11.553059055715805","-2.51819626871915","0.31800734460122787","0.17892432151657583"
JTL Industries Ltd,JTLIND,"Iron & Steel","2985.84806148","75.96","30.215017825136655","26.179401993355466","-1.3762659049597536","9.914668833807383","2.4501276506626186"
Neogen Chemicals Ltd,NEOGEN,"Specialty Chemicals","2985.61404658","1131.7","85.71961086936535","3.8638032305433314","-5.699525039580024","4.495121573486147","3.782178703277214"
Sandhar Technologies Ltd,SANDHAR,"Auto Parts","2983.05148848","495.6","21.06377269086291","-11.373390557939917","-5.77051050480084","13.137961584310865","2.6183195720881245"
Paisalo Digital Ltd,PAISALO,"Consumer Finance","2969.58891861","32.65","14.8397827125581","-8.41514726507714","-0.061218243036434423","13.972210585113805","1.9346108213852942"
Rossari Biotech Ltd,ROSSARI,"Specialty Chemicals","2954.7025761","533.5","21.66521906511225","-8.49056603773585","0.442436223289094","12.213972899631878","2.4924733865620645"
Borosil Ltd,BOROLTD,"Housewares","2953.6785863","247","39.7855413025324","-16.114790286975715","-2.5641025641025643","10.70010449320792","3.657126956354856"
Jubilant Agri and Consumer Products Ltd,JUBLCPL,"Agro Products","2953.67546049","1949.3","33.65628373393345","-17.051063829787235","1.1834933817804285","31.298703614543776","9.073992997112224"
TVS Srichakra Ltd,TVSSRICHAK,"Tires & Rubber","2950.7973585","3853.7","143.1730887190669","-7.642716771317656","0.39860358482700414","1.7963915279351717","2.494039047365485"
Awfis Space Solutions Ltd,AWFIS,"Business Support Services","2948.675305635","412.35","43.43953013604897","-18.135795116140553","-0.10901162790697398","19.103637514951075","6.4210515779691635"
Automotive Axles Ltd,AUTOAXLES,"Auto Parts","2930.66531175","1939.3","18.84308693981868","2.3377308707123987","-0.26742093083055","16.742919272711617","2.984627374684292"
Ajmera Realty & Infra India Ltd,AJMERA,"Real Estate","2920.447446","148.4","23.187355664946384","-23.180453463091418","-1.6893010930771668","10.872239318747827","2.206992863134508"
Quess Corp Ltd,QUESS,"Employment Services","2919.449015663","195.67","63.74342828958293","-6.872590547808303","-2.3992418196328824","2.261398956695276","2.6882835161124876"
Vadilal Industries Ltd,VADILALIND,"FMCG - Foods","2908.6272878","4046.6","19.348282364132267","-19.390438247011954","0.2229046958589261","24.281041792852793","4.181345113423997"
Ddev Plastiks Industries Ltd,DDEVPLSTIK,"Plastic Products","2906.1421084400004","294.9","15.665689765726889","-1.6344229486324329","6.155507559395236","24.824365373549806","3.481618895712284"
Kalyani Steels Ltd,KSL,"Iron & Steel","2903.8015512","665.2","11.333235310280218","-10.07165066919021","-2.7982757360999453","14.34795269241109","1.5351277252229634"
Timex Group India Ltd,TIMEX,"Precious Metals, Jewellery & Watches","2903.322","287.6","92.40362826225324","-21.400191807096853","-5.394736842105256","31.994297642686256","25.62508384819065"
Imagicaaworld Entertainment Ltd,IMAGICAA,"Theme Parks & Gaming","2888.7226869349997","51.05","37.438085626425604","4.567800081933627","-2.2966507177033546","7.745238274486186","2.3058315335650827"
Mahindra Logistics Ltd,MAHLOG,"Logistics","2880.42868149","290.3","-80.34668567615041","-10.193348801237429","-0.37748798901851954","-7.48067232151243","6.341343992008454"
Seamec Ltd,SEAMECLTD,"Oil & Gas - Equipment & Services","2876.83875","1131.5","32.10041006471773","7.900634148667325","0.3280723532541271","9.339454034817125","2.857550285572386"
Hubtown Ltd,HUBTOWN,"Real Estate","2874.4120897959997","202.28","62.609716615029576","-19.506565857540792","-7.3851929856691525","2.4268662712634863","1.1636306588492475"
GNG Electronics Ltd,EBGNG,"Electronic Equipments","2873.0902284","252","41.74183100973416","-19.243710943759016","-4.454976303317536","35.233293235391955","12.64954091665566"
GRM Overseas Ltd,GRMOVER,"Agro Products","2858.941848","162.16","47.18504452880015","0.2534775888717135","-2.495340027659194","15.924203001392932","6.675247724672535"
Ashiana Housing Ltd,ASHIANA,"Real Estate","2858.424308795","284.35","156.71185903481614","-3.708093464273616","-2.6031854769652223","2.3778949632690454","3.7417359035448237"
Balmer Lawrie and Company Ltd,BALMLAWRIE,"Conglomerates","2855.935232046","167.01","10.738617153773259","-7.216666666666672","-3.053346490973483","13.86246475092391","1.4358071229141107"
Cyient DLM Ltd,CYIENTDLM,"Industrial Machinery","2855.1341461","359.75","41.931768924952166","-15.452408930669801","-1.9621201798610135","7.327730007210445","3.0071770160305027"
Nxt-Infra Trust,NXT-INFRA,"Roads","2851.425","100.05","14.735284998191316",,"0",,"0.9943004494781662"
Maithan Alloys Ltd,MAITHANALL,"Iron & Steel","2848.45486128","978.6","4.5200654753879865","2.214330478378948","-3.395853899308981","18.214452942094578","0.7568290687759552"
Fusion Finance Ltd,FUSION,"Consumer Finance","2847.857544759","176.75","-2.32565497636582","10.461846134616593","0.3064525282333534","-54.527238237730074","1.7329797087371377"
SMS Pharmaceuticals Ltd,SMSPHARMA,"Pharmaceuticals","2847.021712","304","41.18359195718205","-3.2617342879872715","0.5124814018846128","11.756902694750828","4.450905513952943"
Sindhu Trade Links Ltd,SINDHUTRAD,"Conglomerates","2829.4393113","17.92","110.30952480702119","-15.67058823529411","-4.273504273504258","1.1871070455844086","1.3181702739355878"
Tourism Finance Corporation of India Ltd,TFCILTD,"Specialized Finance","2822.77223228","60.97","27.183862021186442","-5.648406066233373","-3.984251968503939","9.006110173938307","2.3206526240206524"
Steel Strips Wheels Ltd,SSWL,"Auto Parts","2822.64607215","179.58","14.453612945619327","-5.51404819530674","-3.906249999999991","12.73114269975326","1.736286398399439"
Gateway Distriparks Ltd,GATEWAY,"Logistics","2822.488029564","56.49","7.610656392072483","-10.09072099315613","-0.8773469029654325","16.857579228713245","1.1505425731352776"
Kewal Kiran Clothing Ltd,KKCL,"Apparel & Accessories","2816.88720635","457.1","19.495378270814594","-6.980056980056971","-1.9834887959686929","17.336372907792903","2.8420105798761046"
Bharat Bijlee Ltd,BBL,"Heavy Electrical Equipments","2763.61284","2445","20.677986083052705","-11.457956109219964","-2.3835189843094913","7.022586297943683","1.4236914216241832"
HLE Glascoat Ltd,HLEGLAS,"Industrial Machinery","2751.449485485","396.15","58.87972363545915","-14.788126478812648","-2.462144527883787","8.892567959733183","4.964006432642345"
Camlin Fine Sciences Ltd,CAMLINFINE,"Specialty Chemicals","2748.254707191","143.07","-19.764507063581483","-8.616504854368937","-1.595708095467359","-16.05908542324724","3.1416524236848122"
Raymond Realty Ltd,RAYMONDREL,"Real Estate","2746.910314525","412.75","154.66837356559694","-15.558510638297873","-2.5613786591123753","16.132988145523903","17.51856067936863"
Kiri Industries Ltd,KIRIINDUS,"Specialty Chemicals","2744.83139442","457.3","10.368026722142483","-20.717753120665733","-5.4090391974350975","8.780253219133213","0.8454401623899243"
Carraro India Ltd,CARRARO,"Agricultural & Farm Machinery","2744.79225464","482.8","31.151881223924676","-11.575091575091573","-2.7593152064451134","21.28312278074347","5.992080369026566"
TruAlt Bioenergy Ltd,TRUALT,"FMCG - Foods","2741.081571315","319.65","18.692591184635866","-22.36794171220401","-6.3845365353638925","28.374338483567264","3.5644753853250974"
PSP Projects Ltd,PSPPROJECT,"Construction & Engineering","2733.499698405","689.55","48.43195780306482","-24.308452250274428","-6.00463467829881","5.314976386776637","2.261071433160455"
Greenply Industries Ltd,GREENPLY,"Wood Products","2721.929492025","217.95","29.70890080795697","-12.187751813053989","-2.982417093256184","12.066933152456572","3.3648933046840237"
63 Moons Technologies Ltd,63MOONS,"IT Services & Consulting","2717.7121122599997","589.8","-81.93283425565257","-23.193124104701138","-4.44714459295262","-0.9822807451356093","0.7910536018174621"
Ram Ratna Wires Ltd,RAMRAT,"Electrical Components & Equipments","2714.1242684","290.75","38.68478147662466","-8.98419157927688","-2.3181589114731995","15.278246572956101","5.565037149945665"
Tatva Chintan Pharma Chem Ltd,TATVA,"Specialty Chemicals","2705.5250813","1156.6","473.82225591944547","-16.309696092619397","-9.158027018535984","0.773765160241199","3.661954307273761"
Nippon IN ETF Nifty 8-13 yr G-Sec Long Term Gilt,LTGILTBEES,"Debt","2703.913368444","29.16",,"0.5170630816959619","-0.1369863013698601",,
Network People Services Technologies Ltd,NPST,"Software Services","2698.6996295","1294.3","59.70574401548676","-7.813390313390316","-3.5112568957805377","55.49076177030259","25.832292806547333"
Lux Industries Ltd,LUXIND,"Apparel & Accessories","2689.00971502","894.2","16.266467334220565","-20.797165633303806","-1.3895015438905944","10.108663083292054","1.5663008958696172"
Pitti Engineering Ltd,PITTIENG,"Industrial Machinery","2678.8190811599998","725.7","21.905463089050603","-13.689343482397707","4.673301601038525","17.832119396020627","2.980937051310298"
Nippon India ETF Nifty Midcap 150,MID150BEES,"Equity","2676.86902564","217.04",,"-5.733148019457965","-1.662815459199862",,
Patel Engineering Ltd,PATELENG,"Construction & Engineering","2676.043646994","28.02","10.797464682835704","-9.99036299389656","-4.758667573079546","7.1438145213941135","0.7085366275143902"
Dredging Corporation of India Ltd,DREDGECORP,"Dredging","2653.84","947.8","-96.67905282331557","-0.7331378299120235","-5.967557914579105","-2.216587666244065","2.1726252363916205"
Bhagiradha Chemicals and Industries Ltd,BHAGCHEM,"Fertilizers & Agro Chemicals","2653.41838404","204.63","191.30630021917773","-11.7098847995858","-1.302271740703235","2.5311373694055432","3.8893311405830877"
Globus Spirits Ltd,GLOBUSSPR,"Alcoholic Beverages","2648.92221162","914.3","113.49281112339527","-7.073889622929162","-2.0567755757900423","2.3782836414028816","2.6719544590570714"
Ramco Industries Ltd,RAMCOIND,"Cement","2629.128229","302.75","14.532796578409151","-3.965107057890563","3.8593481989708405","4.362646332890824","0.6211483073411943"
Soma Papers and Industries Ltd,SOMAPPR,"Paper Products","2628.80226165","227.65","-13835.801377105265","67.94540759867208","4.980401198985479","-140.74074074074096","65720.05654125068"
