Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,23-11-2012,5635.45,5637.75,5593.55,5626.6,-1.15,-.02,85082220,3213.06,17.78,2.99,1.46
CNX Nifty Junior,23-11-2012,11206.85,11266.2,11179.5,11253.75,48.25,.43,80938965,1498.68,16.3,2.12,1.4
CNX 100,23-11-2012,5538.75,5543.75,5502.25,5534.8,2.6,.05,166021185,4711.74,17.54,2.82,1.45
CNX 200,23-11-2012,2855.6,2859.35,2837.7,2853.95,1.4,.05,316532734,6333.54,17.38,2.63,1.46
S&P CNX 500,23-11-2012,4476.1,4482.15,4450.25,4474.15,2.35,.05,438484762,7847.68,17.37,2.47,1.47
NIFTY Midcap 50,23-11-2012,2177.1,2186.75,2164.45,2176.1,-.7,-.03,127818298,1055.64,13.5,1.42,1.62
CNX Midcap,23-11-2012,7785.25,7825.25,7763.55,7787.25,1.8,.02,166769631,1624.97,15.98,1.72,1.64
CNX Smallcap,23-11-2012,3485.3,3501,3482.1,3492.05,9.3,.27,90654071,1178.3,43.09,1.29,1.39
S&P CNX Nifty Dividend,23-11-2012,-,-,-,75.4,0,-,-,-,-,-,-
CNX Auto,23-11-2012,4420.8,4449.2,4415.3,4443.5,14.55,.33,23694367,453.27,20.93,4.09,1.63
CNX Bank,23-11-2012,11540.6,11549,11392,11475.8,-32.55,-.28,10848603,918.86,14.06,2.31,1.3
CNX Energy,23-11-2012,7500.05,7536.7,7467.65,7507.05,14.9,.2,17105381,415.93,11.73,1.7,1.67
CNX Finance,23-11-2012,4753.3,4756.2,4707.05,4738.75,-1.8,-.04,20100069,1222.8,16.57,2.78,1.3
CNX FMCG,23-11-2012,14915.95,14941,14771.55,14915.45,9.55,.06,14002836,926.59,34.7,11.89,1.34
CNX IT,23-11-2012,6097.5,6124.95,6055.95,6099.1,11.15,.18,7971853,401.62,16.62,4.97,1.78
CNX Media,23-11-2012,1623.35,1656.9,1613.75,1650.45,31.85,1.97,19317588,219.86,39.63,4.85,.91
CNX Metal,23-11-2012,2583.9,2589.85,2566.6,2582.7,-2.4,-.09,10841045,280.05,11.01,1.11,2.04
CNX MNC,23-11-2012,5655.6,5663.35,5627.95,5654.5,10.45,.19,6883580,314.95,36.96,4.8,1.2
CNX Pharma,23-11-2012,5681.1,5708.15,5646.85,5680.85,-13.6,-.24,4239288,267.09,42.11,5.11,.8
CNX PSU Bank,23-11-2012,3189.8,3194.8,3149.2,3169.3,-10.65,-.33,8443665,443.83,6.96,1.18,2.44
CNX Realty,23-11-2012,249.35,250.1,246.05,247.9,-1.4,-.56,49886383,368.86,26.47,.98,.55
CNX Consumption,23-11-2012,2217.2,2228.95,2209.75,2226.35,12.75,.58,55646541,1643.75,25.21,3.86,1.18
CNX Commodities,23-11-2012,2354.65,2360.45,2336.95,2347.65,-4.95,-.21,47057554,837.38,13.79,1.56,1.81
CNX Dividend Opportunities,23-11-2012,1605.95,1609.5,1594.15,1602.8,-1.45,-.09,52124566,984.48,11.24,2.15,2.65
CNX Infrastructure,23-11-2012,2511.4,2515.65,2480.3,2496.8,-4.7,-.19,99559933,896.66,18.81,2.02,1.17
CNX PSE,23-11-2012,2804.55,2813.7,2783.85,2791.4,-10.05,-.36,25095035,373.09,9.28,1.83,2.84
CNX Service Sector,23-11-2012,6765.6,6769.45,6701.4,6745,-2.15,-.03,57357086,1947.64,16.12,2.74,1.44
S&P CNX Nifty Shariah,23-11-2012,-,-,-,1187.08,4.17,.35,20850196,1146.22,17.79,3.39,1.58
S&P CNX 500 Shariah,23-11-2012,-,-,-,1281.42,3.39,.27,54123454,1952.68,18.71,3.51,1.52
S&P ESG India,23-11-2012,-,-,-,3597.09,-.28,-.01,-,-,-,-,-
CNX Low Volatility,23-11-2012,-,-,-,4319.03,-5.55,-.13,39812373,1301.26,19.53,3.19,1.51
CNX Alpha Index,23-11-2012,-,-,-,4496.31,13.31,.3,37486796,1856.6,21.65,4.21,.82
CNX High Beta,23-11-2012,-,-,-,1486.96,-3.84,-.26,185768346,2109.26,18.49,.94,1.37
