Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,01-11-2012,5609.85,5649.75,5601.95,5645.05,25.35,.45,107393402,4633.11,18.46,3.05,1.43
CNX Nifty Junior,01-11-2012,10899.45,11010.5,10899.45,10997.3,98.85,.91,67656197,1774.08,19.01,2.1,1.42
CNX 100,01-11-2012,5495,5536.35,5491.3,5531.6,28.4,.52,175049599,6407.2,18.53,2.86,1.43
CNX 200,01-11-2012,2833.85,2856.25,2832.1,2853.75,16.1,.57,369493064,8168.5,18.23,2.66,1.45
S&P CNX 500,01-11-2012,4443.4,4476.75,4440.75,4473.85,25,.56,477093972,8928.88,18.56,2.5,1.46
NIFTY Midcap 50,01-11-2012,2174.65,2209.25,2173.85,2207.1,32.7,1.5,120616167,1436.28,13.99,1.44,1.63
CNX Midcap,01-11-2012,7763.8,7837.05,7757.95,7832.35,69.3,.89,190263215,1930.34,19,1.73,1.62
CNX Smallcap,01-11-2012,3412.55,3434.15,3408.1,3430.3,20.05,.59,77679891,573.53,44.9,1.27,1.41
S&P CNX Nifty Dividend,01-11-2012,-,-,-,74.71,0,-,-,-,-,-,-
CNX Auto,01-11-2012,4342.65,4436.05,4340.55,4427.65,98.25,2.27,25811469,902.97,22.19,4.08,1.64
CNX Bank,01-11-2012,11266.5,11349.4,11230.2,11315.05,46.25,.41,11943617,970.02,13.99,2.27,1.32
CNX Energy,01-11-2012,7733.2,7791.2,7699.45,7785,-.65,-.01,25100496,778.83,15.31,1.79,1.58
CNX Finance,01-11-2012,4657,4693.4,4648,4683.6,20.6,.44,27041063,1387.73,16.67,2.76,1.32
CNX FMCG,01-11-2012,14460.2,14484.75,14330.25,14414.15,-109.35,-.75,20789358,866.2,33.32,12.74,1.34
CNX IT,01-11-2012,6085.1,6109.5,6076.05,6101.85,14,.23,16236730,732.35,16.78,4.99,1.78
CNX Media,01-11-2012,1543.8,1543.8,1533.7,1539.3,-3.4,-.22,22828281,149.93,34.7,4.53,.98
CNX Metal,01-11-2012,2664.65,2697.3,2657.25,2690,24.25,.91,13452505,379.56,11.37,1.16,2.01
CNX MNC,01-11-2012,5708.55,5730,5683.2,5720.3,-20.8,-.36,10695236,587.34,39.23,5.15,1.16
CNX Pharma,01-11-2012,5677.1,5722.5,5672.25,5713.3,46.25,.82,4625369,316.84,48.59,5.19,.76
CNX PSU Bank,01-11-2012,3138.95,3179.9,3132,3170.75,30.7,.98,10605650,519.53,7.08,1.18,2.44
CNX Realty,01-11-2012,233.85,238.55,232.95,238,3.85,1.64,47325428,362.73,24.01,.94,.57
CNX Consumption,01-11-2012,2119.15,2144.8,2117.45,2143.35,23.05,1.09,59780883,2014.69,24.4,3.74,1.21
CNX Commodities,01-11-2012,2422.55,2441.45,2415.85,2438.85,12.35,.51,58022940,1361.19,18.48,1.64,1.74
CNX Dividend Opportunities,01-11-2012,1607.35,1617.35,1604.75,1616.15,5.25,.33,53803439,1265.48,12.43,2.22,2.57
CNX Infrastructure,01-11-2012,2491.15,2520.35,2487.8,2514.25,28.4,1.14,86031794,946.46,18.77,2.07,1.12
CNX PSE,01-11-2012,2844.8,2861.8,2843.25,2852.75,2.15,.08,25864914,496.07,15.42,1.96,2.67
CNX Service Sector,01-11-2012,6632.35,6681.75,6625.3,6674,37.15,.56,62454758,2354.47,16.12,2.7,1.46
S&P CNX Nifty Shariah,01-11-2012,-,-,-,1205.82,3.24,.27,39483205,2257.18,18.13,3.5,1.5
S&P CNX 500 Shariah,01-11-2012,-,-,-,1300.01,4.47,.34,78398679,3292.65,19.04,3.62,1.46
S&P ESG India,01-11-2012,-,-,-,3653.94,47.53,1.32,-,-,-,-,-
