Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,21-08-2012,5368.7,5425.15,5368.7,5421,54.7,1.02,124343357,4986.5,18.19,2.95,1.53
CNX Nifty Junior,21-08-2012,10190.9,10224.1,10149.5,10217.55,27,.26,59826063,1551.89,18.07,2.15,1.46
CNX 100,21-08-2012,5240.7,5289.95,5240.7,5286.2,47.5,.91,184169420,6538.4,18.17,2.8,1.52
CNX 200,21-08-2012,2696.1,2719.75,2696.1,2718.05,22.9,.85,316569234,7638.8,17.99,2.59,1.53
S&P CNX 500,21-08-2012,4225.05,4259.9,4225.05,4257.95,34.25,.81,408789860,8523.31,18.3,2.45,1.55
NIFTY Midcap 50,21-08-2012,2095,2103.95,2087.9,2101.6,7.1,.34,88778484,849.12,13.68,1.31,2.09
CNX Midcap,21-08-2012,7276.25,7303.7,7258.2,7295.55,19.8,.27,143303032,1300.59,18.81,1.66,1.88
CNX Smallcap,21-08-2012,3334.4,3341.2,3314.6,3330.3,6.8,.2,67508624,692.91,22.15,1.36,1.59
S&P CNX Nifty Dividend,21-08-2012,-,-,-,62.26,0,-,-,-,-,-,-
CNX Auto,21-08-2012,4022.6,4074.45,4022.6,4067.7,53.35,1.33,28283707,723.39,20.6,4,2.09
CNX Bank,21-08-2012,10436.85,10484.55,10353.85,10469.5,51.6,.5,14490210,1141.42,13.35,2.11,1.43
CNX Energy,21-08-2012,7881.95,7957.65,7881.95,7947.55,62.25,.79,15976296,440.29,15.69,1.88,1.55
CNX Finance,21-08-2012,4351.1,4405.65,4340.95,4398.45,51.85,1.19,26237390,1576.84,16.09,2.62,1.4
CNX FMCG,21-08-2012,13303.5,13369.15,13236.35,13350.95,44.75,.34,18367781,976.74,32.77,12.18,1.42
CNX IT,21-08-2012,5994.1,6131.8,5994.1,6085.3,104.65,1.75,15248458,771.42,17.27,4.95,1.83
CNX Media,21-08-2012,1366.75,1383.1,1351.85,1374.1,12.5,.92,10657390,85.39,40.32,3.93,1.06
CNX Metal,21-08-2012,2736.55,2766.6,2713.2,2762.65,21.4,.78,30891588,653.21,13.23,1.31,1.67
CNX MNC,21-08-2012,5492.85,5577.75,5486.15,5571.5,77.7,1.41,15689809,547.18,40.1,4.19,1.23
CNX Pharma,21-08-2012,5524.15,5541.7,5504,5528.45,3.5,.06,5795454,321.74,52.86,5.04,.83
CNX PSU Bank,21-08-2012,2844.05,2853.85,2823.9,2847.9,8.1,.29,8928897,584.54,6.36,1.08,2.7
CNX Realty,21-08-2012,216.75,220.05,216.75,219.75,3.4,1.57,30636908,244.97,21.11,.9,.68
CNX Consumption,21-08-2012,1961.25,1977,1959.4,1975.4,14.45,.74,59656622,2003.32,22.71,3.42,1.53
CNX Commodities,21-08-2012,2400.5,2425.7,2393.75,2423.25,22.35,.93,63656715,1338.31,19.39,1.7,1.67
CNX Dividend Opportunities,21-08-2012,1533.6,1542.95,1530.8,1542.15,7.6,.5,39994506,1017.55,12.88,2.47,2.67
CNX Infrastructure,21-08-2012,2360.6,2387.55,2357.65,2385.05,21.55,.91,77134198,1034.24,17.99,2,1.22
CNX PSE,21-08-2012,2906.1,2945.8,2906.1,2944.95,35.05,1.2,15938024,300.58,16.04,2.17,2.45
CNX Service Sector,21-08-2012,6305.65,6389.75,6305.65,6382.45,82.2,1.3,65818552,2920,15.88,2.64,1.52
S&P CNX Nifty Shariah,21-08-2012,-,-,-,1193.77,12.85,1.09,29033549,1815.34,18.08,3.46,1.59
S&P CNX 500 Shariah,21-08-2012,-,-,-,1270.83,10.11,.8,60061115,2487.66,19.07,3.63,1.5
S&P ESG India,21-08-2012,-,-,-,3485.63,34.84,1.01,-,-,-,-,-
