Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,14-08-2012,5343.25,5387.05,5328.8,5380.35,32.45,.61,109794400,4742.47,17.88,3.04,1.52
CNX Nifty Junior,14-08-2012,10201.05,10247.05,10178.35,10234.8,32,.31,55972654,1577.98,15.28,2.2,1.45
CNX 100,14-08-2012,5220.35,5259.65,5207.45,5253.75,29.4,.56,165767054,6320.45,17.43,2.88,1.51
CNX 200,14-08-2012,2687.15,2706.2,2680.6,2703.05,13.85,.52,340789274,7822.41,17.33,2.65,1.52
S&P CNX 500,14-08-2012,4210.4,4239.1,4201.9,4234.5,21.25,.5,427051081,8701.99,17.66,2.49,1.54
NIFTY Midcap 50,14-08-2012,2110.8,2125.05,2107.8,2118.85,7.95,.38,112670848,1035.21,13.57,1.33,2.07
CNX Midcap,14-08-2012,7286.5,7321.2,7275.55,7303.45,13.8,.19,179036759,1655.77,15.59,1.67,1.87
CNX Smallcap,14-08-2012,3263.9,3297.95,3262.15,3292.7,25.5,.78,64674676,689.49,21.53,1.35,1.61
S&P CNX Nifty Dividend,14-08-2012,-,-,-,61.06,0,-,-,-,-,-,-
CNX Auto,14-08-2012,3918.25,3959.6,3915.8,3954.95,30.3,.77,20896966,529.63,19.72,3.9,2.15
CNX Bank,14-08-2012,10411.55,10547.1,10387.95,10519.15,117.85,1.13,17236797,1562.92,13.41,2.38,1.27
CNX Energy,14-08-2012,7805.45,7910.2,7801.15,7892.65,82.35,1.05,19724248,606.19,15.58,1.86,1.56
CNX Finance,14-08-2012,4342.7,4368.3,4315.45,4357.9,18.8,.43,27341417,1856.12,15.97,2.9,1.3
CNX FMCG,14-08-2012,13385.9,13444.75,13285.55,13406.15,29.35,.22,15822707,892.26,32.94,12.23,1.42
CNX IT,14-08-2012,5890.35,5943.1,5876.25,5936.35,24,.41,14186354,519.25,16.82,4.81,1.88
CNX Media,14-08-2012,1364,1380.3,1360.05,1373,12.15,.89,9495761,65.48,41.58,3.96,1.2
CNX Metal,14-08-2012,2787.45,2833.05,2787.1,2822.45,24.7,.88,27200900,688.36,12.49,1.35,1.53
CNX MNC,14-08-2012,5494.05,5517.6,5475.85,5510.9,12.55,.23,11185353,382.07,39.4,4.21,1.17
CNX Pharma,14-08-2012,5507.75,5511.55,5477.9,5496.05,-20.1,-.36,4122998,262.48,51.53,5.13,1.14
CNX PSU Bank,14-08-2012,2829.35,2876.6,2821.3,2853.25,26.6,.94,11930902,914.2,6.38,1.23,2.49
CNX Realty,14-08-2012,223.2,223.35,219.25,221.3,-1.8,-.81,35981325,296.44,20.11,.91,.67
CNX Consumption,14-08-2012,1960.75,1965.5,1951.1,1962.6,2.85,.15,41545992,1513.41,22.38,3.4,1.55
CNX Commodities,14-08-2012,2423.05,2448.1,2421.95,2443.45,16.4,.68,59195838,1609.32,16.02,1.72,1.62
CNX Dividend Opportunities,14-08-2012,1537.65,1547.15,1533.05,1543.7,6.25,.41,41413072,975.2,11.54,2.56,2.66
CNX Infrastructure,14-08-2012,2372.2,2393.9,2361.35,2388.95,11.65,.49,100149344,974.83,17.89,2.01,1.22
CNX PSE,14-08-2012,2938.25,2961.7,2929.5,2957.1,20.35,.69,22859883,464.97,13.08,2.17,2.44
CNX Service Sector,14-08-2012,6282.4,6325.25,6257.4,6315.2,28.65,.46,55769126,2629.74,15.71,2.78,1.47
S&P CNX Nifty Shariah,14-08-2012,-,-,-,1176.98,7.25,.62,29471861,1558.43,17.81,3.42,1.66
S&P CNX 500 Shariah,14-08-2012,-,-,-,1257.38,5.98,.48,79603245,2680.83,18.89,3.59,1.55
S&P ESG India,14-08-2012,-,-,-,3473.03,13.67,.4,-,-,-,-,-
