Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,22-08-2012,5395.75,5433.35,5394.8,5412.85,-8.15,-.15,103103501,4156.18,18.16,2.95,1.53
CNX Nifty Junior,22-08-2012,10213.8,10230.75,10155.55,10167.15,-50.4,-.49,65703011,1556.11,17.98,2.14,1.47
CNX 100,22-08-2012,5264.95,5295.9,5264.55,5275.55,-10.65,-.2,168806512,5712.3,18.13,2.79,1.52
CNX 200,22-08-2012,2708.2,2723,2707.55,2712.3,-5.75,-.21,304383004,6830.93,17.96,2.59,1.54
S&P CNX 500,22-08-2012,4243.8,4266.2,4243.8,4249.65,-8.3,-.19,422628835,8014.88,18.28,2.44,1.55
NIFTY Midcap 50,22-08-2012,2100.9,2104,2078.35,2081.6,-20,-.95,86906001,913.42,13.55,1.3,2.11
CNX Midcap,22-08-2012,7294.85,7311.6,7253,7257.9,-37.65,-.52,140298533,1372.79,18.79,1.65,1.89
CNX Smallcap,22-08-2012,3329.85,3341.8,3318.75,3322.8,-7.5,-.23,82987960,903.78,22.23,1.36,1.59
S&P CNX Nifty Dividend,22-08-2012,-,-,-,62.26,0,-,-,-,-,-,-
CNX Auto,22-08-2012,4052.7,4099.35,4052.5,4077.7,10,.25,20299877,534.16,20.65,4.01,2.09
CNX Bank,22-08-2012,10413.95,10533.7,10401.75,10472.2,2.7,.03,13301832,1185.23,13.35,2.11,1.43
CNX Energy,22-08-2012,7906.3,7957.7,7889.05,7902.4,-45.15,-.57,18833747,461.14,15.6,1.87,1.56
CNX Finance,22-08-2012,4374.9,4405.6,4370.95,4383.8,-14.65,-.33,24418384,1567.79,16.04,2.61,1.41
CNX FMCG,22-08-2012,13325.45,13407.55,13303.6,13357.85,6.9,.05,14149327,822.42,32.79,12.18,1.42
CNX IT,22-08-2012,6070.2,6115.65,6064.95,6099.1,13.8,.23,13363034,491.27,17.31,4.96,1.83
CNX Media,22-08-2012,1373.9,1373.9,1358.85,1361.4,-12.7,-.92,7121616,73.64,39.95,3.89,1.07
CNX Metal,22-08-2012,2751.3,2771.85,2748.1,2756.65,-6,-.22,22310032,520.96,13.2,1.31,1.67
CNX MNC,22-08-2012,5560.7,5579.15,5548.6,5561.05,-10.45,-.19,13552344,471.51,40.03,4.19,1.23
CNX Pharma,22-08-2012,5528.15,5581.05,5522,5551.5,23.05,.42,5471210,325.46,53.08,5.06,.83
CNX PSU Bank,22-08-2012,2832.65,2862.3,2828.55,2841.3,-6.6,-.23,8693325,656.46,6.35,1.08,2.7
CNX Realty,22-08-2012,219.1,219.65,216.6,217.35,-2.4,-1.09,29069065,219.81,20.88,.89,.68
CNX Consumption,22-08-2012,1969.15,1976.75,1965.55,1967.2,-8.2,-.42,64065585,1672.89,22.41,3.4,1.53
CNX Commodities,22-08-2012,2414.85,2426.35,2412.15,2416.3,-6.95,-.29,61594482,1205.32,19.33,1.7,1.68
CNX Dividend Opportunities,22-08-2012,1538.85,1546.9,1537.6,1541.6,-.55,-.04,33035672,795.37,12.88,2.47,2.67
CNX Infrastructure,22-08-2012,2369.2,2373.8,2352.7,2356.2,-28.85,-1.21,86360579,971.32,17.78,1.98,1.24
CNX PSE,22-08-2012,2933.1,2955.7,2932.4,2946.85,1.9,.06,21880129,415.76,16.05,2.17,2.45
CNX Service Sector,22-08-2012,6351.45,6384.8,6345.9,6361.1,-21.35,-.33,71038222,2551.38,15.83,2.63,1.53
S&P CNX Nifty Shariah,22-08-2012,-,-,-,1193.94,.17,.01,26678457,1461.26,18.08,3.46,1.59
S&P CNX 500 Shariah,22-08-2012,-,-,-,1270.87,.04,0,59056853,2099.08,19.07,3.63,1.5
S&P ESG India,22-08-2012,-,-,-,3470.77,-14.87,-.43,-,-,-,-,-
