Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,22-06-2012,5101.75,5159.8,5094,5146.05,-18.95,-.37,159747192,5500.44,17.07,2.94,1.55
CNX Nifty Junior,22-06-2012,9790.75,9806.65,9683.1,9780.7,-19,-.19,66463964,1244.17,15.02,2.12,1.5
CNX 100,22-06-2012,4988.35,5037.25,4974.1,5024.35,-17.15,-.34,226211156,6744.61,16.73,2.78,1.55
CNX 200,22-06-2012,2574.3,2597.6,2565.7,2591.3,-7.7,-.3,479332160,8606.62,16.72,2.57,1.56
S&P CNX 500,22-06-2012,4038.9,4072.25,4025.7,4063.75,-10.45,-.26,568178809,9471.16,16.96,2.42,1.58
NIFTY Midcap 50,22-06-2012,2057.85,2070.7,2036.55,2068.15,7.8,.38,182476547,1376.32,12.74,1.31,2.08
CNX Midcap,22-06-2012,7126.3,7142.1,7066.2,7133.35,4.65,.07,247915770,2055.05,14.81,1.67,1.85
CNX Smallcap,22-06-2012,3284.95,3304,3268.55,3293.1,-1.35,-.04,75427011,767.66,21.73,1.35,1.64
S&P CNX Nifty Dividend,22-06-2012,-,-,-,38.25,0,-,-,-,-,-,-
CNX Auto,22-06-2012,3884.8,3957.4,3880.95,3920.8,2.95,.08,26809079,728.1,19.82,3.92,2.13
CNX Bank,22-06-2012,9907.35,10073.45,9873.85,10038.35,4.7,.05,15789476,1569.8,13.72,2.36,1.28
CNX Energy,22-06-2012,7267.45,7342.25,7227.45,7319.55,-4.1,-.06,28273338,689,12.81,1.73,1.69
CNX Finance,22-06-2012,4001.15,4059.25,3987.75,4047.55,-11.95,-.29,35181378,2002.39,15.78,2.76,1.3
CNX FMCG,22-06-2012,12388.2,12466.25,12277.5,12395.8,-40.15,-.32,8774615,403.89,32.4,11.34,1.52
CNX IT,22-06-2012,5966.2,6044.45,5966.2,6028.55,-14.8,-.24,14241531,581.75,18.2,4.9,1.85
CNX Media,22-06-2012,1192.3,1199.5,1181.3,1194.85,-.2,-.02,9819083,85.38,41.77,3.46,1.36
CNX Metal,22-06-2012,2771.25,2781.8,2734.4,2755.9,-42.95,-1.53,29863257,614.47,11.42,1.31,1.57
CNX MNC,22-06-2012,5104.55,5171.05,5100,5155.35,-.8,-.02,20507694,510.05,33.87,4,1.25
CNX Pharma,22-06-2012,5058.4,5103.2,5057.8,5075.3,-5.85,-.12,4907170,225.31,40.69,4.68,1.2
CNX PSU Bank,22-06-2012,3195.25,3242.1,3173.6,3222.45,-6.15,-.19,12837497,997.08,7.76,1.49,2.17
CNX Realty,22-06-2012,215.4,218.4,213.45,217.55,.75,.35,74272628,569.84,22.73,.89,.65
CNX Consumption,22-06-2012,1888.2,1905.2,1883.95,1898.1,.25,.01,51749335,1228.56,22.31,3.38,1.55
CNX Commodities,22-06-2012,2302.3,2324.85,2290,2315.95,-14.95,-.64,88445378,1939.38,13.43,1.65,1.71
CNX Dividend Opportunities,22-06-2012,1497.2,1512.2,1494.9,1508.9,3,.2,45719331,1160.14,11.83,2.67,2.62
CNX Infrastructure,22-06-2012,2331.45,2354.9,2312.75,2347.45,-11.15,-.47,134067868,1357,17.8,1.97,1.24
CNX PSE,22-06-2012,2803.65,2832.15,2795,2824.35,5.3,.19,28112472,536.24,11.41,2.08,2.56
CNX Service Sector,22-06-2012,6059.45,6143.05,6058.35,6128.95,-10.2,-.17,74419947,2990.92,16.1,2.76,1.46
S&P CNX Nifty Shariah,22-06-2012,-,-,-,1131.35,-3.39,-.3,39773363,1918.61,17.1,3.3,1.72
S&P CNX 500 Shariah,22-06-2012,-,-,-,1200.86,-2.4,-.2,73730986,2610.33,17.93,3.43,1.61
S&P ESG India,22-06-2012,-,-,-,3370.63,-12.47,-.37,-,-,-,-,-
