Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,21-06-2012,5097.35,5170.4,5093.45,5165,44.45,.87,142992948,5558.56,17.13,2.96,1.55
CNX Nifty Junior,21-06-2012,9695.1,9804.75,9648.35,9799.7,102.1,1.05,70800069,1329.03,15.04,2.13,1.5
CNX 100,21-06-2012,4977.3,5045.9,4973.4,5041.5,44.75,.9,213793017,6887.59,16.78,2.79,1.54
CNX 200,21-06-2012,2566.25,2601,2563.95,2599,23.7,.92,432202380,8592.88,16.77,2.58,1.55
S&P CNX 500,21-06-2012,4024.85,4076.45,4022,4074.2,36.4,.9,505309759,9296.8,17.01,2.43,1.57
NIFTY Midcap 50,21-06-2012,2032.9,2062.1,2023.55,2060.35,26.7,1.31,149076111,1129.79,12.7,1.3,2.09
CNX Midcap,21-06-2012,7045.7,7133.15,7022.6,7128.7,81.95,1.16,216962513,1945.24,14.8,1.67,1.85
CNX Smallcap,21-06-2012,3265,3295.95,3260.25,3294.45,27.35,.84,68468905,607.28,21.74,1.35,1.64
S&P CNX Nifty Dividend,21-06-2012,-,-,-,33.04,0,-,-,-,-,-,-
CNX Auto,21-06-2012,3878,3923.2,3859.05,3917.85,28.35,.73,23937960,673.14,19.8,3.91,2.13
CNX Bank,21-06-2012,9795.95,10046.9,9769.3,10033.65,201.85,2.05,17716444,1606.73,13.71,2.36,1.28
CNX Energy,21-06-2012,7353.25,7355.2,7270.7,7323.65,-51.45,-.7,24776711,800.99,12.82,1.73,1.69
CNX Finance,21-06-2012,3967.95,4063.65,3967.95,4059.5,73.25,1.84,31150158,1920,15.83,2.77,1.29
CNX FMCG,21-06-2012,12219.65,12474.95,12218.4,12435.95,190,1.55,12994815,449.78,32.5,11.38,1.52
CNX IT,21-06-2012,6018.1,6056.65,5976.35,6043.35,-8.1,-.13,18006743,722.49,18.25,4.91,1.85
CNX Media,21-06-2012,1180.55,1196,1175.9,1195.05,7.25,.61,14486919,153.27,41.78,3.46,1.36
CNX Metal,21-06-2012,2762.5,2805.05,2754.9,2798.85,20.6,.74,26232679,534.18,11.59,1.33,1.54
CNX MNC,21-06-2012,5109.85,5172.05,5106.95,5156.15,20.1,.39,20074044,519.55,33.88,4,1.25
CNX Pharma,21-06-2012,5052.4,5090.3,5048.7,5081.15,15.35,.3,4137632,226.98,40.74,4.69,1.19
CNX PSU Bank,21-06-2012,3141.25,3234.6,3113.7,3228.6,71.35,2.26,13651437,944.97,7.77,1.49,2.17
CNX Realty,21-06-2012,209.65,217.3,208.8,216.8,6.7,3.19,59183226,434.87,22.65,.89,.65
CNX Consumption,21-06-2012,1879.7,1900.75,1878.35,1897.85,15.1,.8,51027365,1307.53,22.31,3.38,1.55
CNX Commodities,21-06-2012,2308.75,2334.45,2305.8,2330.9,10.05,.43,69971972,1808.09,13.51,1.66,1.7
CNX Dividend Opportunities,21-06-2012,1486.25,1507.55,1483.7,1505.9,16.55,1.11,59764393,1504.34,11.81,2.67,2.63
CNX Infrastructure,21-06-2012,2311.75,2361.25,2311.75,2358.6,41.95,1.81,113520374,1247.38,17.89,1.98,1.24
CNX PSE,21-06-2012,2782.75,2823.85,2780.5,2819.05,35.45,1.27,35179407,783.99,11.39,2.07,2.56
CNX Service Sector,21-06-2012,6041.15,6146.35,6032.5,6139.15,71.35,1.18,64597380,2884.06,16.12,2.77,1.46
S&P CNX Nifty Shariah,21-06-2012,-,-,-,1134.74,-2.01,-.18,43534973,2174.08,17.15,3.31,1.71
S&P CNX 500 Shariah,21-06-2012,-,-,-,1203.26,.68,.06,83207333,2956.67,17.96,3.44,1.6
S&P ESG India,21-06-2012,-,-,-,3383.1,35.84,1.07,-,-,-,-,-
