Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,02-05-2012,5254.3,5279.6,5226.45,5239.15,-9,-.17,119333288,4815.08,17.99,3.07,1.53
CNX Nifty Junior,02-05-2012,10231.6,10304.2,10195.05,10215.8,-10.45,-.1,72891964,1238.89,17.48,2.22,1.43
CNX 100,02-05-2012,5148.85,5174.6,5123.1,5135.05,-8.3,-.16,192225252,6053.97,17.91,2.9,1.51
CNX 200,02-05-2012,2660.85,2674.6,2647.75,2653.75,-4.5,-.17,421599322,7971.85,17.69,2.68,1.53
S&P CNX 500,02-05-2012,4182,4203.3,4163.8,4171.3,-7.05,-.17,502767480,8782.23,17.91,2.52,1.54
NIFTY Midcap 50,02-05-2012,2207.65,2227.75,2197.25,2202.75,-3.9,-.18,130870212,988.67,13.13,1.39,1.99
CNX Midcap,02-05-2012,7472.4,7524.4,7432.15,7443.75,-27.3,-.37,238576167,2087.67,16.21,1.73,1.83
CNX Smallcap,02-05-2012,3454.8,3483.65,3449.15,3457,12.25,.36,60897694,694.07,16.7,1.42,1.68
S&P CNX Nifty Dividend,02-05-2012,-,-,-,.16,0,-,-,-,-,-,-
CNX Auto,02-05-2012,4432.2,4432.2,4346.7,4356.9,-76.25,-1.72,35319509,874.51,21.88,4.33,1.87
CNX Bank,02-05-2012,10282.7,10382.35,10278.45,10306.6,29.8,.29,14061741,1187.75,15.08,2.43,1.25
CNX Energy,02-05-2012,7505.55,7528.15,7417.7,7441.85,-61.45,-.82,19169917,532.42,14.25,1.86,1.63
CNX Finance,02-05-2012,4158.85,4193.15,4152.9,4163.6,9.45,.23,26924908,1408.07,17.32,2.83,1.26
CNX FMCG,02-05-2012,12207.75,12307.1,12129.9,12168.55,28.7,.24,16388943,571.88,32.76,11.19,1.57
CNX IT,02-05-2012,6085.25,6148.95,6085.25,6124.9,39.5,.65,10663170,781.7,18.76,5.59,1.87
CNX Media,02-05-2012,1204.5,1225.95,1204.5,1219.65,20.15,1.68,10917983,135.62,41.88,3.54,1.37
CNX Metal,02-05-2012,2974.8,2998.55,2947.75,2957,-13.25,-.45,24040611,557.41,11.67,1.41,1.46
CNX MNC,02-05-2012,5259.7,5282.45,5204.45,5218.15,4.45,.09,16224485,536.53,34.22,3.99,1.16
CNX Pharma,02-05-2012,5156.8,5192.1,5154.15,5163.45,8.05,.16,4313705,201.73,50.17,4.53,1.18
CNX PSU Bank,02-05-2012,3316.4,3347.45,3306.95,3319.7,6.25,.19,10187913,512.88,9,1.52,2.21
CNX Realty,02-05-2012,226.85,229.25,224.8,226.2,-.5,-.22,46891269,363.24,19.43,.95,.62
CNX Consumption,02-05-2012,1950.2,1957.8,1939.8,1944.3,4.15,.21,64060184,1745.17,22.75,3.48,1.52
CNX Commodities,02-05-2012,2399.75,2412.85,2371.85,2379.1,-20.55,-.86,64964176,1339.69,15.16,1.72,1.66
CNX Dividend Opportunities,02-05-2012,1537,1546.4,1525.45,1528.85,-4.75,-.31,60081600,1304.52,12.97,2.7,2.63
CNX Infrastructure,02-05-2012,2364.05,2379.5,2345.45,2351.25,-11.55,-.49,108875627,992.19,17.74,1.98,1.24
CNX PSE,02-05-2012,2834.3,2845.35,2801.95,2809.6,-29.45,-1.04,30402057,570.85,14.89,2.07,2.57
CNX Service Sector,02-05-2012,6266.85,6317.55,6263.75,6278.5,16.95,.27,60448487,2591.09,17.19,2.89,1.44
S&P CNX Nifty Shariah,02-05-2012,-,-,-,1153.58,-1.52,-.13,46532945,2175.95,17.21,3.36,1.71
S&P CNX 500 Shariah,02-05-2012,-,-,-,1224.34,-.57,-.05,89386947,2997.82,18.04,3.57,1.6
S&P ESG India,02-05-2012,-,-,-,3506.3,-15.59,-.44,-,-,-,-,-
