Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,10-03-2015,8769.75,8778,8677.35,8712.05,-44.7,-.51,168916337,8402.33,23.36,3.71,1.26
CNX Nifty Junior,10-03-2015,19784.9,19931.8,19674.3,19751.25,29,.15,83101597,2933.16,21.15,2.99,.96
CNX 100,10-03-2015,8778.65,8795.1,8693.2,8727.6,-35.7,-.41,252017934,11335.49,22.98,3.57,1.21
CNX 200,10-03-2015,4542.05,4550.85,4497.05,4514.45,-19.7,-.43,496864763,14137.94,23.46,3.43,1.26
CNX 500,10-03-2015,7184.4,7199,7116.75,7141.7,-29.8,-.42,677089532,17050.92,24.68,3.27,1.24
NIFTY Midcap 50,10-03-2015,3442.55,3459.55,3414.5,3432.9,3.85,.11,146963608,1887.16,15.79,1.84,1.19
CNX Midcap,10-03-2015,13211.15,13286.05,13131.1,13177.8,2.55,.02,211487134,3604.24,21.51,2.54,1.48
CNX Smallcap,10-03-2015,5780.9,5808.2,5696.95,5729.2,-28.95,-.5,138414814,1991.98,108.67,1.52,1.45
CNX Nifty Dividend,10-03-2015,-,-,-,111.2,0,-,-,-,-,-,-
CNX Auto,10-03-2015,8756.9,8841.6,8725.55,8756.4,29.35,.34,33012435,1275.83,54.32,6.62,.8
CNX Bank,10-03-2015,19170.3,19271.8,18915.1,19054.4,-91.15,-.48,57599232,2164.93,19.89,2.99,.94
CNX Energy,10-03-2015,8568,8568,8417.75,8465.95,-85.55,-1,27228722,866.96,12.35,1.59,2.05
CNX Finance,10-03-2015,7933.25,7933.25,7777.7,7822.25,-106.5,-1.34,59712057,2666.07,21.89,3.47,.98
CNX FMCG,10-03-2015,20968.25,20968.25,20722,20773.25,-104.8,-.5,46880562,727.48,36.09,13.3,1.4
CNX IT,10-03-2015,12404.35,12462.8,12307.1,12405.05,-17.2,-.14,15020359,1745.18,22.41,7.02,1.15
CNX Media,10-03-2015,2196,2237.35,2196,2218.9,11.85,.54,3486266,83.79,53.06,5.26,.83
CNX Metal,10-03-2015,2424.4,2435.8,2414.1,2427.75,13.45,.56,37588442,787.81,14.09,1.22,4.03
CNX MNC,10-03-2015,10268.2,10268.2,10135.95,10157.05,-89.1,-.87,8009220,604.97,42.69,7.17,.95
CNX Pharma,10-03-2015,12746.55,12824.55,12587.65,12631.95,-44.95,-.35,8953250,1069.19,52.03,8.7,.52
CNX PSU Bank,10-03-2015,3735.35,3768.7,3678.85,3707.55,-24.55,-.66,42612591,854.37,12.02,1.16,1.57
CNX Realty,10-03-2015,228,229.1,221.8,223,-4.6,-2.02,71563981,429.44,30.21,1.09,.91
CNX Consumption,10-03-2015,3413.85,3457.55,3409.95,3427.25,20.5,.6,64644812,2301.59,28.85,5.07,1
CNX Commodities,10-03-2015,2722.9,2728.5,2687.35,2699.35,-15.8,-.58,69660820,2145.15,14.78,1.63,2.45
CNX Dividend Opportunities,10-03-2015,2099.85,2104.65,2086.5,2094.45,1.3,.06,93201377,2410.14,13.98,2.18,2.97
CNX Infrastructure,10-03-2015,3252.65,3303.4,3235,3259.9,14.4,.44,119096646,1673.71,20.75,2.28,1.08
CNX PSE,10-03-2015,3529.65,3536.6,3499.75,3528,11.95,.34,41639965,1235.42,12.55,2.02,3.42
CNX Service Sector,10-03-2015,11317.45,11328.75,11210.4,11258.25,-61.25,-.54,126139311,5273.13,20.79,3.61,1.09
CNX Nifty Shariah,10-03-2015,-,-,-,1884.45,-1.72,-.09,32268489,2693.5,20.01,3.18,.99
CNX 500 Shariah,10-03-2015,-,-,-,2189.5,-3.13,-.14,96082979,5176.33,23.89,3.89,.9
CNX Low Volatility,10-03-2015,-,-,-,7421,-3.7,-.05,68174981,5602.66,25.89,4.73,1.25
CNX Alpha Index,10-03-2015,-,-,-,8963.69,18.13,.2,62880162,2377.95,28.8,4.93,1.76
CNX High Beta,10-03-2015,-,-,-,1833.52,-13.85,-.75,245232578,3998.12,14.76,.95,1.41
CNX DEFTY,10-03-2015,-,-,-,4814.67,-31.07,-.64,-,-,-,-,-
CNX 100 Equal Weight,10-03-2015,-,-,-,10812.47,-18.22,-.17,252017934,11335.49,19.63,2.5,1.32
LIX 15,10-03-2015,3946.45,3968.2,3904.55,3922.85,-25.65,-.65,79994114,2562.61,20.78,2.05,1
CPSE,10-03-2015,2401.35,2420.4,2391.35,2415.7,20.95,.87,19174986,813.02,13.22,2.44,3.94
NV 20,10-03-2015,-,-,-,3870.87,-12.13,-.31,75635208,3619.36,16.35,2.6,1.56
LIX15 Midcap,10-03-2015,-,-,-,3142.57,-24.37,-.77,69581994,843.48,11.79,1.68,1.41
CNX Shariah25,10-03-2015,-,-,-,3320.81,-14.4,-.43,23736336,2835.76,26.25,5.41,.95
India VIX,10-03-2015,15.8125,16.15,14.955,15.53,-.28,-1.77,-,-,-,-,-
NI15,10-03-2015,5246,5246,5208.3,5217.15,-13.5,-.26,25002030,2678.17,30.79,9.53,1.1
NIFTY TR 1X Inverse,10-03-2015,402.15,406.4,401.8,404.8,2.1,.52,-,-,-,-,-
NIFTY TR 2X Leverage,10-03-2015,4634.9,4643.15,4538,4574,-48.15,-1.04,-,-,-,-,-
NIFTY PR 1X Inverse,10-03-2015,430.8,435.3,430.4,433.65,2.3,.53,-,-,-,-,-
NIFTY PR 2x Leverage,10-03-2015,4042.15,4049.3,3957.6,3989,-42,-1.04,-,-,-,-,-
GSEC10 NSE Index,10-03-2015,-,-,-,1383.96,-1.1,-.08,-,-,-,-,-
GSECBM NSE Index,10-03-2015,-,-,-,1326.84,-.39,-.03,-,-,-,-,-
