Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,17-11-2014,8378.4,8438.1,8349.1,8430.75,40.85,.49,113879138,7270.5,21.45,3.56,1.25
CNX Nifty Junior,17-11-2014,18255.9,18414.05,18234.1,18396.45,135.55,.74,79080673,2657.75,21.19,2.89,1.02
CNX 100,17-11-2014,8341.8,8401.45,8318.2,8395.75,43.85,.53,192959811,9928.24,21.41,3.44,1.22
CNX 200,17-11-2014,4293.85,4324.35,4282.95,4321.05,23.75,.55,533228900,13015.11,21.11,3.26,1.28
CNX 500,17-11-2014,6781.55,6829.3,6766.8,6825.75,40,.59,728887553,15342.07,22.04,3.11,1.27
NIFTY Midcap 50,17-11-2014,3378.5,3417.8,3371.75,3413.9,29.6,.87,203410114,2747.95,17.23,1.83,1.21
CNX Midcap,17-11-2014,12208.25,12273.45,12198.85,12268.75,70.15,.58,227569855,3672.61,18.64,2.46,1.58
CNX Smallcap,17-11-2014,5251.25,5318.65,5242.25,5315.4,57.35,1.09,220303369,1592.6,33.81,1.39,1.61
CNX Nifty Dividend,17-11-2014,-,-,-,95.24,0,-,-,-,-,-,-
CNX Auto,17-11-2014,8271.05,8414.35,8271.05,8401.2,116.15,1.4,34122411,1341.09,39.04,6.43,.84
CNX Bank,17-11-2014,17571.7,17676.6,17469.25,17640.4,63.6,.36,26928513,2918.64,18.18,2.73,1.02
CNX Energy,17-11-2014,9413.45,9549.1,9413.45,9537.85,105.05,1.11,30589673,819.07,13.07,1.79,1.82
CNX Finance,17-11-2014,7106.65,7152.7,7043.85,7138.8,36.1,.51,50762755,3778.42,19.93,3.14,1.09
CNX FMCG,17-11-2014,20145.6,20220.85,19978.85,20179.45,43.05,.21,17659782,516.82,36.13,12.9,1.44
CNX IT,17-11-2014,11553.9,11623.55,11496.6,11608.15,36.4,.31,9099326,968.79,21.47,6.76,1.24
CNX Media,17-11-2014,2267.75,2311.65,2255.3,2305.1,25.6,1.12,6683204,149.69,55.96,5.46,.8
CNX Metal,17-11-2014,2850.05,2866.5,2829.5,2852.85,-10.7,-.37,33933243,608.93,12.38,1.24,2.83
CNX MNC,17-11-2014,8859.05,8873.95,8790.85,8829.75,-7,-.08,7415233,466.45,37.7,6.27,1.04
CNX Pharma,17-11-2014,11185.85,11223.7,11113.3,11187.7,-7.6,-.07,5965631,555.87,36.73,7.92,.58
CNX PSU Bank,17-11-2014,3838.25,4010.6,3838.25,4005,161.8,4.21,31812261,2081.85,12.9,1.26,1.45
CNX Realty,17-11-2014,216.65,217.45,215,216.9,-.2,-.09,76269165,465.77,32.72,1.07,.93
CNX Consumption,17-11-2014,3359.05,3388.6,3357.15,3384.75,22.25,.66,30830534,1716.23,30.02,5.13,1.02
CNX Commodities,17-11-2014,2841.95,2855,2830.8,2851.4,2.2,.08,63511113,1686.86,14.39,1.69,2.18
CNX Dividend Opportunities,17-11-2014,2162,2188.95,2162,2188.05,24.05,1.11,118470426,2947,13.97,2.24,2.67
CNX Infrastructure,17-11-2014,3223.85,3257.05,3216.15,3253.25,26.15,.81,147982473,1452.66,20.72,2.27,1.08
CNX PSE,17-11-2014,3676.75,3726.95,3670.55,3722.9,40.4,1.1,57866160,1320.69,11.76,2.01,2.92
CNX Service Sector,17-11-2014,10520.25,10592.75,10459.45,10583.7,55,.52,79477535,5012.46,19.51,3.38,1.16
CNX Nifty Shariah,17-11-2014,-,-,-,1861.69,11.89,.64,20299967,1857.65,19.34,3.26,.99
CNX 500 Shariah,17-11-2014,-,-,-,2086.33,13.58,.66,92920845,3899.25,22.53,3.78,.94
CNX Low Volatility,17-11-2014,-,-,-,6753.25,23.9,.36,45576416,3609.02,24.96,4.7,1.29
CNX Alpha Index,17-11-2014,-,-,-,8001.49,30.04,.38,125467484,1944.92,27.61,3.81,.57
CNX High Beta,17-11-2014,-,-,-,1930.73,35.67,1.88,316110408,4602.33,14.11,.99,1.39
CNX DEFTY,17-11-2014,-,-,-,4736.29,20.59,.44,-,-,-,-,-
CNX 100 Equal Weight,17-11-2014,-,-,-,10395.54,60.85,.59,192959811,9928.24,19.7,2.64,1.29
LIX 15,17-11-2014,3774.2,3842.4,3774.2,3838.65,55.7,1.47,49625063,3009.4,18.28,2.05,1.03
CPSE,17-11-2014,2543.05,2592.25,2539.9,2587.15,40.25,1.58,22690547,815.33,10.78,2.41,3.35
NV 20,17-11-2014,-,-,-,3959.75,32.12,.82,38820134,3996.87,16.51,2.68,1.52
LIX15 Midcap,17-11-2014,-,-,-,3087.5,57.06,1.88,89770065,1336.17,13.15,1.69,1.42
CNX Shariah25,17-11-2014,-,-,-,3091.23,11.55,.38,20311777,2008.95,24.1,5.32,1.02
India VIX,17-11-2014,13.9725,14.91,11.48,14.41,.44,3.13,-,-,-,-,-
NI15,17-11-2014,4901.55,4931.3,4884.95,4927.55,20.95,.43,16624782,1899.79,29.26,9.22,1.15
NIFTY TR 1X Inverse,17-11-2014,413.85,415.3,410.95,411.3,-1.7,-.41,-,-,-,-,-
NIFTY TR 2X Leverage,17-11-2014,4354.2,4415.3,4323.9,4408.7,39.6,.91,-,-,-,-,-
NIFTY PR 1X Inverse,17-11-2014,442.7,444.25,439.6,439.95,-1.85,-.42,-,-,-,-,-
NIFTY PR 2x Leverage,17-11-2014,3807.8,3861.3,3781.35,3855.5,34.65,.91,-,-,-,-,-
GSEC10 NSE Index,17-11-2014,-,-,-,1311.32,3.72,.28,-,-,-,-,-
GSECBM NSE Index,17-11-2014,-,-,-,1260.09,3.07,.24,-,-,-,-,-
