Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,13-11-2015,7762.45,7775.1,7730.9,7762.25,-62.75,-.8,165876819,7731.55,20.97,3.12,1.47
Nifty Next 50,13-11-2015,19391.75,19391.75,19151.1,19268.9,-241,-1.24,98204442,3344.89,21.26,2.74,1.68
Nifty 100,13-11-2015,7895.35,7900.35,7853.55,7886.9,-69.5,-.87,264081261,11076.44,21.01,3.05,1.5
Nifty 200,13-11-2015,4093.2,4095.5,4069.5,4086.25,-37,-.9,454881156,13473.35,21.84,2.91,1.46
Nifty 500,13-11-2015,6540.25,6540.5,6500.75,6526.6,-58.55,-.89,574148910,14498.93,22.73,2.79,1.43
Nifty Midcap 50,13-11-2015,3208.1,3233.25,3196.5,3220.1,-10.85,-.34,146171595,1833.73,19.16,1.27,2.41
Nifty Midcap 100,13-11-2015,12922.65,12931.05,12818.55,12885.95,-105.5,-.81,195940544,3453.01,25.5,2.2,1.52
Nifty Smallcap 100,13-11-2015,5264.15,5264.15,5220.15,5256,-31.75,-.6,118854965,707.01,22.62,1.01,1.45
Nifty50 Dividend Points,13-11-2015,-,-,-,95.23,0,-,-,-,-,-,-
Nifty Auto,13-11-2015,8263.8,8278,8164.85,8178.3,-125.65,-1.51,40270413,1805.71,41.17,6.22,.79
Nifty Bank,13-11-2015,16829.3,16962.55,16741.8,16932.85,-23.15,-.14,47160823,1655.74,17.69,2.39,1.15
Nifty Energy,13-11-2015,7862.1,7948.55,7846.2,7932.6,-11.1,-.14,20445345,800.31,11.95,1.42,1.91
Nifty Financial Services,13-11-2015,6908.2,6953.95,6859.55,6941.65,-3.8,-.05,43901230,1805.56,18.46,2.91,1.2
Nifty FMCG,13-11-2015,20015,20088.85,19828.45,19896.2,-316.35,-1.57,18163248,889.62,36.83,11.71,1.45
Nifty IT,13-11-2015,11110.75,11176.75,11027.1,11102.45,-147.25,-1.31,6927725,808.56,19.32,6.04,2.39
Nifty Media,13-11-2015,2315.05,2321.9,2267.2,2274,-65.6,-2.8,8662093,237.64,44.15,5.49,.81
Nifty Metal,13-11-2015,1690.35,1714.65,1679.7,1704.05,4.9,.29,64211221,780.4,12.56,.64,4.06
Nifty MNC,13-11-2015,9554.3,9563.35,9425.15,9435,-185.2,-1.93,18579994,971.65,40.73,6.97,1.72
Nifty Pharma,13-11-2015,11651.85,11723.1,11595.8,11640.55,-112.35,-.96,15295989,1647.39,58.97,6.25,.52
Nifty PSU Bank,13-11-2015,3106.05,3113.45,3068.25,3107.15,-21.25,-.68,31396598,515.35,12.8,.95,1.85
Nifty Realty,13-11-2015,167.55,168.25,165.45,166.55,-1.45,-.86,46449530,224.67,27.91,.77,.89
Nifty India Consumption,13-11-2015,3468.1,3474.65,3441.2,3443.05,-53.5,-1.53,56924973,2511.79,29.2,4.78,1.12
Nifty Commodities,13-11-2015,2305,2314,2297.65,2310.35,-9.05,-.39,102985255,2234.22,14.18,1.38,2.64
Nifty Dividend Opportunities 50,13-11-2015,1868.4,1873.35,1857.35,1863.9,-16.45,-.87,89838084,2121.14,14.06,1.92,2.98
Nifty Infrastructure,13-11-2015,2694.05,2703.05,2678.15,2687.35,-27.7,-1.02,79282275,1164.67,18.73,1.76,1.18
Nifty PSE,13-11-2015,2992.9,3006.75,2979.95,2999.8,-8.3,-.28,47764835,1051.91,11.21,1.6,3.3
Nifty Services Sector,13-11-2015,10053.5,10080.15,9992.6,10067.4,-65.8,-.65,110890967,4444.6,17.99,3.04,1.49
Nifty50 Shariah,13-11-2015,-,-,-,1760.21,-18.86,-1.06,31580867,2901.28,18.57,2.59,1.58
Nifty500 Shariah,13-11-2015,-,-,-,2087.19,-24.59,-1.16,90625529,4921.79,21.4,3.19,1.29
Nifty Low Volatility 50,13-11-2015,-,-,-,7195.24,-63.46,-.87,66270974,5345.89,23.71,4.13,1.83
Nifty Alpha 50,13-11-2015,-,-,-,9029.85,-128.22,-1.4,82889074,3143.69,41.99,5.5,.9
Nifty High Beta 50,13-11-2015,-,-,-,1468.87,-9.19,-.62,252922741,4101.47,17.94,.7,1.68
Nifty50 USD,13-11-2015,-,-,-,4066.62,-19.86,-.49,-,-,-,-,-
Nifty100 Equal Weight,13-11-2015,-,-,-,9919.68,-89.63,-.9,264081261,11076.44,19.96,2.04,1.8
Nifty100 Liquid 15,13-11-2015,3118.75,3130.85,3101.5,3121.6,-24.25,-.77,81184615,2541.84,19.34,2.07,1.09
Nifty CPSE,13-11-2015,2004.7,2011.55,1992.3,2003.85,-12.2,-.61,21873198,646.11,11.1,1.81,3.83
Nifty50 Value 20,13-11-2015,3488.7,3507.85,3481.3,3502.3,-24.95,-.71,67284697,2974.49,14.86,2.34,2.1
Nifty Midcap Liquid 15,13-11-2015,-,-,-,2809.9,-8.93,-.32,46995931,605.46,10.8,1.34,2.16
Nifty Shariah 25,13-11-2015,-,-,-,3166.32,-44.67,-1.39,22767514,2833.54,26.18,4.58,1.17
India VIX,13-11-2015,16.905,17.7225,15.795,17.65,.75,4.42,-,-,-,-,-
Nifty Growth Sectors 15,13-11-2015,5116.15,5129.3,5078.5,5094.4,-74.9,-1.45,26711083,2851.66,24.75,7.81,1.68
Nifty50 TR 1x Inverse,13-11-2015,463.5,465.3,462.8,463.55,3.9,.85,-,-,-,-,-
Nifty50 TR 2x Leverage,13-11-2015,3457.1,3468.3,3430,3456.95,-57.7,-1.64,-,-,-,-,-
Nifty50 PR 1x Inverse,13-11-2015,501.25,503.2,500.45,501.3,4.2,.84,-,-,-,-,-
