Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,23-11-2015,7869.5,7877.5,7825.2,7849.25,-7.3,-.09,130871603,6099.09,21.22,3.15,1.45
Nifty Next 50,23-11-2015,19595.55,19663.15,19542.6,19577.2,42.45,.22,68312561,2207.33,21.69,2.78,1.66
Nifty 100,23-11-2015,7999.95,8010.9,7959.15,7981.55,-3.3,-.04,199184164,8306.42,21.3,3.08,1.48
Nifty 200,23-11-2015,4150.35,4156.6,4129.85,4140.5,-1.25,-.03,363484481,10325.5,22.23,2.95,1.44
Nifty 500,23-11-2015,6630.3,6639.4,6599.45,6615.5,-.15,0,501807354,11953.67,23.16,2.83,1.41
Nifty Midcap 50,23-11-2015,3321.75,3336.2,3314.7,3323.4,11.2,.34,130268949,1606.82,20.69,1.31,2.32
Nifty Midcap 100,23-11-2015,13134.35,13167.3,13106.4,13116.1,26.2,.2,157894310,2841.33,26.55,2.23,1.49
Nifty Smallcap 100,23-11-2015,5402.95,5417.9,5381.8,5397.85,12.35,.23,116426865,940.45,23.66,1.04,1.4
Nifty50 Dividend Points,23-11-2015,-,-,-,95.23,0,-,-,-,-,-,-
Nifty Auto,23-11-2015,8335.1,8410.55,8329.65,8395.35,55.95,.67,31334056,1668.64,42.16,6.39,.77
Nifty Bank,23-11-2015,17120.25,17126.35,16969.35,17060.25,4.65,.03,45465543,1430.55,17.82,2.41,1.14
Nifty Energy,23-11-2015,8143.2,8172.8,8103.7,8149.75,23.4,.29,17573054,693.1,12.27,1.46,1.86
Nifty Financial Services,23-11-2015,7026.55,7026.55,6945.65,6979.1,-19.7,-.28,42522189,1627.93,18.54,2.93,1.19
Nifty FMCG,23-11-2015,20415.45,20467.45,20151.35,20166.5,-283.3,-1.39,10722743,576.99,37.42,11.87,1.43
Nifty IT,23-11-2015,11126.25,11189.5,11084.35,11121.2,2.35,.02,8727231,851.3,19.35,6.05,2.38
Nifty Media,23-11-2015,2360.4,2410.75,2357.6,2398.9,43.7,1.86,8737777,213.71,46.07,5.79,.77
