Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,01-02-2013,6040.95,6052.95,5983.2,5998.9,-35.85,-.59,159271140,6189.27,18.42,3.18,1.37
CNX Nifty Junior,01-02-2013,12272.4,12381.75,12272.4,12304.55,34,.28,88933024,1944.55,17.3,2.3,1.28
CNX 100,01-02-2013,5956.25,5973.7,5913.9,5923.45,-27.5,-.46,248204164,8133.82,18.24,3.01,1.36
CNX 200,01-02-2013,3070.75,3080.45,3050.25,3054.75,-13.45,-.44,567654988,10316.22,18.14,2.8,1.37
S&P CNX 500,01-02-2013,4798.9,4814.5,4769.1,4775.9,-19.4,-.4,672545141,11470.83,17.99,2.64,1.38
NIFTY Midcap 50,01-02-2013,2325.55,2339.8,2309.35,2315.85,-9,-.39,178403776,1448.79,14.53,1.42,1.4
CNX Midcap,01-02-2013,8365.55,8416.4,8338.55,8357.45,-6.25,-.07,334330146,2449.23,17.12,1.85,1.51
CNX Smallcap,01-02-2013,3646,3669.45,3638.15,3642.8,3.85,.11,75577122,898.42,30.71,1.38,1.3
S&P CNX Nifty Dividend,01-02-2013,-,-,-,79.34,0,-,-,-,-,-,-
CNX Auto,01-02-2013,4649.45,4679.95,4539.95,4591.05,-58.85,-1.27,30404057,916.6,21.73,4.23,1.58
CNX Bank,01-02-2013,12718.55,12743.2,12580.85,12606.25,-102.35,-.81,20519284,1705.22,14.86,2.55,1.18
CNX Energy,01-02-2013,8507.1,8563.55,8451.8,8505.4,22.75,.27,29823363,783.43,12.66,1.92,1.48
CNX Finance,01-02-2013,5118.05,5127.75,5056.35,5063.6,-49.25,-.96,25186378,1815.69,16.94,2.96,1.22
CNX FMCG,01-02-2013,15262.35,15316.25,15168,15302.6,37.25,.24,16998400,809.35,34.3,11.92,1.31
CNX IT,01-02-2013,6779,6802.9,6732.05,6752.65,-25.35,-.37,7502737,583.92,18.09,5.44,1.64
CNX Media,01-02-2013,1819.6,1840.05,1813.5,1831.8,11.95,.66,13319013,170.79,41.24,5.52,.86
CNX Metal,01-02-2013,2776.05,2798.1,2746.9,2754.35,-18.9,-.68,20463785,481.16,11.79,1.18,1.91
CNX MNC,01-02-2013,5548.6,5564.5,5497.6,5508.75,-33.75,-.61,11861759,526.38,31.85,4.68,1.23
CNX Pharma,01-02-2013,5944.45,6003.65,5944.45,5989.65,54.4,.92,6602011,422.37,41.84,5.2,.78
CNX PSU Bank,01-02-2013,3693.4,3707.6,3649.35,3656.9,-41.8,-1.13,14938690,837.12,7.95,1.36,2.11
CNX Realty,01-02-2013,294.6,295.8,288.5,291.35,-3.45,-1.17,79196813,683.14,30.49,1.15,.44
CNX Consumption,01-02-2013,2319.2,2333.85,2317.85,2325.1,5.65,.24,74824211,2230.74,25.89,4.09,1.15
CNX Commodities,01-02-2013,2548.15,2561.3,2520.05,2531.05,-12.5,-.49,78271164,1621.27,14.44,1.68,1.67
CNX Dividend Opportunities,01-02-2013,1748.9,1754.35,1737.05,1740.3,-8.75,-.5,62557140,1784.28,12.23,2.39,2.41
CNX Infrastructure,01-02-2013,2561.55,2576.45,2531.15,2537.65,-23.9,-.93,139381757,1847.87,17.27,2.02,1.17
CNX PSE,01-02-2013,3091.2,3114.1,3063.95,3077.9,-15.95,-.52,57480445,1210.43,10.21,2.03,2.58
CNX Service Sector,01-02-2013,7347.55,7365.05,7279.95,7287.9,-56.55,-.77,82376722,3401.94,16.87,2.96,1.35
S&P CNX Nifty Shariah,01-02-2013,-,-,-,1293.4,-1.99,-.15,43546608,2200.29,18.67,3.65,1.49
S&P CNX 500 Shariah,01-02-2013,-,-,-,1372.91,-1.21,-.09,77860663,3085.69,19.15,3.76,1.46
S&P ESG India,01-02-2013,-,-,-,3886.22,-5.3,-.14,-,-,-,-,-
CNX Low Volatility,01-02-2013,-,-,-,4609.32,-3.72,-.08,58389934,2643.58,20.16,3.52,1.44
CNX Alpha Index,01-02-2013,-,-,-,4815.25,9.84,.2,54764278,2139.42,23.9,3.69,.64
CNX High Beta,01-02-2013,-,-,-,1645.37,-7.48,-.45,380730425,3700.68,23.41,1.01,1.12
