Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,24-02-2012,5479.15,5521.4,5405.9,5429.3,-54,-.98,364660634,17356.76,19.02,3.06,1.46
CNX Nifty Junior,24-02-2012,10411.3,10529.5,10256.05,10332.15,-79.4,-.76,98579316,2311.3,15.69,2.27,1.5
CNX 100,24-02-2012,5348.3,5392.3,5276.65,5300.9,-50.85,-.95,463239950,19668.06,18.41,2.9,1.46
CNX 200,24-02-2012,2760.2,2784.15,2723.2,2735.95,-25.85,-.94,798115986,21666.82,18.67,2.71,1.48
S&P CNX 500,24-02-2012,4320.65,4355.5,4265.45,4284.55,-38.35,-.89,947303012,22939.35,18.5,2.57,1.5
NIFTY Midcap 50,24-02-2012,2328.7,2355.45,2289.4,2309.9,-8.6,-.37,270493289,2120.25,18.33,1.52,1.55
CNX Midcap,24-02-2012,7646.25,7731.55,7533.25,7588.3,-57.85,-.76,354551095,2800.81,17.78,1.88,1.73
CNX Smallcap,24-02-2012,3399.9,3428.9,3343.05,3358.15,-29.3,-.86,84929158,864.62,17.21,1.71,1.29
S&P CNX Nifty Dividend,24-02-2012,-,-,-,73.69,0,-,-,-,-,-,-
CNX Auto,24-02-2012,4209.6,4240.2,4152.85,4169.85,-19.4,-.46,24218845,645.09,20.74,4.02,1.96
CNX Bank,24-02-2012,10691.75,10759.05,10435.55,10506.8,-206.55,-1.93,23993670,2112.49,15.68,2.34,1.27
CNX Energy,24-02-2012,8272.65,8338,8130.05,8160.85,-109.85,-1.33,32887478,953.9,15.89,1.99,1.42
CNX Finance,24-02-2012,-,-,-,4241.49,-101.36,-2.33,200362993,12895.53,17.94,2.82,1.25
CNX FMCG,24-02-2012,10612.8,10700.95,10581.55,10629.5,25.05,.24,15165705,479.21,28.15,9.42,1.81
CNX IT,24-02-2012,6697.5,6797.1,6697.5,6747.2,42.7,.64,14296071,1118.78,21.56,6.06,1.71
CNX Media,24-02-2012,1246,1264.35,1241.95,1261.3,21,1.69,17239576,118.5,49.58,3.7,1.26
CNX Metal,24-02-2012,3225.8,3269.65,3211,3247.1,35.4,1.1,71368850,1483.53,12.71,1.55,1.36
CNX MNC,24-02-2012,5167,5211.2,5141.25,5169.2,20.85,.4,55477761,1424.69,28.07,3.97,1.17
CNX Pharma,24-02-2012,4803.65,4832.15,4764.6,4781.1,-13.6,-.28,3782755,173.24,31.45,4.19,1.28
CNX PSU Bank,24-02-2012,3615.35,3657.9,3511.55,3528.25,-70.4,-1.96,13925626,1090.27,9.44,1.53,2.12
CNX Realty,24-02-2012,267.45,271.8,257.55,259.75,-6.9,-2.59,63809843,515.59,20.7,1.18,.57
CNX Consumption,24-02-2012,-,-,-,1896.98,5.13,.27,53663980,1251.23,22.56,3.52,1.54
CNX Commodities,24-02-2012,-,-,-,2605.01,-8.68,-.33,127677281,2821.57,16.55,1.87,1.52
CNX Dividend Opportunities,24-02-2012,1550.55,1563.4,1527.4,1535.6,-12.25,-.79,58499417,1341.49,13.25,2.72,2.6
CNX Infrastructure,24-02-2012,2691.45,2715.15,2626.9,2638.85,-36.4,-1.36,223375494,1820.5,19.56,2.27,1.09
CNX PSE,24-02-2012,3096,3118.55,3038.25,3054.7,-26.5,-.86,40939015,949.84,16.63,2.23,2.33
CNX Service Sector,24-02-2012,6694,6750.95,6604.05,6647.35,-73.25,-1.09,243239938,14119.05,18.57,3,1.36
S&P CNX Nifty Shariah,24-02-2012,-,-,-,1237.98,-6.77,-.54,86089314,2719.13,18.43,3.58,1.58
S&P CNX 500 Shariah,24-02-2012,-,-,-,1277.43,-4.81,-.37,131734405,3978.23,18.89,3.71,1.51
S&P ESG India,24-02-2012,-,-,-,3772.8,-31.67,-.83,-,-,-,-,-
