Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,19-11-2013,6197.25,6212.4,6180.2,6203.35,14.35,.23,161514064,6020.17,17.85,2.95,1.49
CNX Nifty Junior,19-11-2013,12285.5,12339.8,12240.3,12294.35,-5.2,-.04,75668753,1860.84,15.41,2.21,1.46
CNX 100,19-11-2013,6087.7,6103.75,6070.35,6093.45,11.55,.19,237182817,7881.01,17.43,2.81,1.48
CNX 200,19-11-2013,3077.45,3086.75,3069.3,3081.65,6.9,.22,446690402,9542.41,17.32,2.6,1.52
CNX 500,19-11-2013,4764.75,4779.45,4754.2,4771.75,11.1,.23,551533871,10301.97,17.93,2.41,1.53
NIFTY Midcap 50,19-11-2013,2130,2144.85,2124.6,2138.45,5.7,.27,150126729,1394.8,11.87,1.26,1.85
CNX Midcap,19-11-2013,7610.15,7647.55,7583.4,7618.15,2.35,.03,178802867,2122.55,13.9,1.62,1.8
CNX Smallcap,19-11-2013,3137.55,3163.95,3137.55,3156.2,20.65,.66,128603334,870.74,28.3,.87,1.99
CNX Nifty Dividend,19-11-2013,-,-,-,80.83,0,-,-,-,-,-,-
CNX Auto,19-11-2013,5246.85,5262,5225.8,5250.4,16.6,.32,27021180,774.17,24.6,4.5,1.16
CNX Bank,19-11-2013,11159.05,11207.7,11107.35,11187.85,45.55,.41,36556479,2172.67,12.49,1.93,1.64
CNX Energy,19-11-2013,7831.05,7893.25,7822.85,7836.8,2.9,.04,19672099,497.24,10.77,1.61,2.08
CNX Finance,19-11-2013,4685.8,4699.8,4659.55,4689.3,12.7,.27,33129585,1929.53,14.41,2.34,1.58
CNX FMCG,19-11-2013,17074.65,17088.95,16934.7,16976.9,-82.75,-.49,12431121,579.9,35.56,11.38,1.62
CNX IT,19-11-2013,8993.4,9019.4,8964.7,9003.9,25.55,.28,16782460,1126.64,22.69,6.29,1.15
CNX Media,19-11-2013,1764.15,1780.5,1750.4,1758.9,-3.45,-.2,5697945,92.3,30.54,4.77,1.07
CNX Metal,19-11-2013,2311.9,2339.55,2294.45,2314.55,4.6,.2,51500755,1066.42,15.36,1.22,1.91
CNX MNC,19-11-2013,5891.45,5918.25,5879.3,5892.55,.75,.01,23840090,567.76,39.08,5.46,1.65
CNX Pharma,19-11-2013,7516.9,7557.55,7478.1,7497.1,-20.7,-.28,4616691,275.93,46.81,5.87,.67
CNX PSU Bank,19-11-2013,2473.25,2539.55,2473.25,2535.45,59.15,2.39,34858221,1238.7,6.26,.82,3.6
CNX Realty,19-11-2013,171.55,175.35,171.55,174.25,2.55,1.49,77864527,385.11,26.94,.83,.86
CNX Consumption,19-11-2013,2548.15,2560.65,2548.15,2558.7,9.1,.36,41015236,1678.93,27.03,4.31,1.28
CNX Commodities,19-11-2013,2227.35,2245.15,2216.25,2226.7,-1.75,-.08,73816910,1734.59,11.04,1.49,2.22
CNX Dividend Opportunities,19-11-2013,1576.95,1582.7,1567.55,1575.35,-1.85,-.12,87118513,1554.86,10.26,1.92,3.29
CNX Infrastructure,19-11-2013,2377.65,2403,2377.65,2400.55,22.45,.94,102401841,1301.03,16.51,1.82,1.5
CNX PSE,19-11-2013,2557.55,2573.95,2542.15,2553.7,-6.05,-.24,40583659,551.81,7.77,1.54,3.61
CNX Service Sector,19-11-2013,7567.6,7595.7,7545.4,7584.6,29.1,.39,84799255,3972.71,16.31,2.73,1.45
CNX Nifty Shariah,19-11-2013,-,-,-,1414.07,2.23,.16,22011792,1415.85,18.75,3.38,1.27
CNX 500 Shariah,19-11-2013,-,-,-,1480.76,1.49,.1,55895315,2119.33,19.8,3.57,1.23
CNX Low Volatility,19-11-2013,-,-,-,4669.47,-8.88,-.19,33747002,1920.34,16.8,2.74,1.64
CNX Alpha Index,19-11-2013,-,-,-,4719.27,6.98,.15,45849184,1885.95,27.73,4,.65
CNX High Beta,19-11-2013,-,-,-,1287.81,10.17,.8,295339895,3887.61,14.43,.74,2.31
CNX DEFTY,19-11-2013,-,-,-,3453.99,29.66,.87,-,-,-,-,-
CNX 100 Equal Weight,19-11-2013,-,-,-,7109.97,8.48,.12,237182817,7881.01,12.59,1.85,1.84
LIX 15,19-11-2013,2533.7,2568.85,2531.9,2566.7,35.85,1.42,97664785,2897.93,12.54,1.4,1.57
