Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,11-11-2013,6110.4,6141.65,6067.75,6078.8,-61.95,-1.01,146060450,5678.81,17.48,2.89,1.52
CNX Nifty Junior,11-11-2013,12093.95,12143,11969.05,11986.7,-93.2,-.77,101401209,2697.94,14.46,2.15,1.49
CNX 100,11-11-2013,6000.95,6027.55,5957.45,5966.55,-58.6,-.97,247461659,8376.74,16.95,2.75,1.51
CNX 200,11-11-2013,3039.25,3051.85,3016.75,3021.1,-29.15,-.96,429372757,9826.86,16.85,2.55,1.54
CNX 500,11-11-2013,4710,4725.8,4675.55,4680.35,-45.55,-.96,511163730,10367.36,17.35,2.36,1.56
NIFTY Midcap 50,11-11-2013,2111.2,2126.75,2092.95,2098,-17.45,-.82,175367903,1736.01,10.99,1.23,1.88
CNX Midcap,11-11-2013,7607.25,7616.9,7525.05,7532.35,-68.65,-.9,176603043,2248.69,13.27,1.6,1.82
CNX Smallcap,11-11-2013,3139.95,3144.9,3094.7,3098.35,-48.65,-1.55,103525276,627.33,27.16,.85,2.03
CNX Nifty Dividend,11-11-2013,-,-,-,80.83,0,-,-,-,-,-,-
CNX Auto,11-11-2013,5112.1,5125.65,5054.6,5083.5,-53.9,-1.05,29526065,774.63,23.85,4.35,1.2
CNX Bank,11-11-2013,10786.25,10940.5,10674.5,10758.45,-154.7,-1.42,40181781,2087.82,11.93,1.85,1.71
CNX Energy,11-11-2013,7820,7842.15,7717.5,7733,-110.15,-1.4,22627322,520.83,10.25,1.59,2.11
CNX Finance,11-11-2013,4553.6,4601.4,4513.9,4538.95,-48.55,-1.06,36598943,1879.35,13.86,2.26,1.64
CNX FMCG,11-11-2013,16803.65,16852.3,16591.35,16614.35,-221.15,-1.31,13719639,773,34.92,11.14,1.65
CNX IT,11-11-2013,8943.1,9095.75,8915,8962.85,5.95,.07,11627133,1142.7,22.65,6.26,1.15
CNX Media,11-11-2013,1737.85,1793.95,1737.85,1772.45,34.05,1.96,11847683,294.65,30.64,4.8,1.06
CNX Metal,11-11-2013,2319.65,2321.35,2286.75,2294.2,-25.85,-1.11,45017590,779.42,15.34,1.19,1.93
CNX MNC,11-11-2013,5903.05,5903.05,5826,5834.1,-61.55,-1.04,20086739,517.83,39.08,5.4,1.66
CNX Pharma,11-11-2013,7505.9,7571.15,7491.8,7519.35,27.8,.37,7970858,546.84,49.62,5.89,.67
CNX PSU Bank,11-11-2013,2409.8,2451.45,2364.35,2376.45,-50.25,-2.07,36175974,997.24,5.78,.77,3.84
CNX Realty,11-11-2013,172.1,172.1,166.75,167.35,-5.3,-3.07,48675295,227.28,25.87,.8,.89
CNX Consumption,11-11-2013,2530.25,2532.45,2503.35,2506.2,-28.35,-1.12,41405966,1743.45,26.51,4.22,1.3
CNX Commodities,11-11-2013,2228.15,2228.15,2199.5,2203.1,-28.6,-1.28,73904534,1498.46,10.57,1.47,2.25
CNX Dividend Opportunities,11-11-2013,1576.25,1576.25,1552.4,1554.35,-25.3,-1.6,93476899,1560.15,9.76,1.89,3.33
CNX Infrastructure,11-11-2013,2348.8,2354.85,2317.7,2320.95,-44.45,-1.88,89984574,1101.11,15.94,1.76,1.56
CNX PSE,11-11-2013,2566.8,2566.8,2522.95,2528.05,-45.15,-1.75,54798602,568.43,7.14,1.52,3.64
CNX Service Sector,11-11-2013,7435.55,7499.9,7406.65,7422.25,-53.55,-.72,93112282,4186.11,15.9,2.68,1.48
CNX Nifty Shariah,11-11-2013,-,-,-,1410.68,-10.62,-.75,21434864,1341.07,18.81,3.37,1.27
CNX 500 Shariah,11-11-2013,-,-,-,1474.13,-9.15,-.62,54954888,2306.34,19.86,3.53,1.24
CNX Low Volatility,11-11-2013,-,-,-,4677.6,-25.55,-.54,39760596,2263.84,16.9,2.75,1.63
CNX Alpha Index,11-11-2013,-,-,-,4652,-25.58,-.55,54767999,2623.94,27.76,3.95,.65
CNX High Beta,11-11-2013,-,-,-,1229.44,-32.15,-2.55,262975656,3771.41,13.76,.71,2.42
CNX DEFTY,11-11-2013,-,-,-,3327.73,-64.14,-1.89,-,-,-,-,-
CNX 100 Equal Weight,11-11-2013,-,-,-,6944.05,-82.33,-1.17,247461659,8376.74,11.85,1.81,1.88
LIX 15,11-11-2013,2459.55,2466.55,2421.3,2426.45,-45.2,-1.83,85197665,2739.65,11.87,1.32,1.66
