Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,08-11-2013,6170.15,6185.15,6120.95,6140.75,-46.5,-.75,150051986,5977.34,17.65,2.92,1.5
CNX Nifty Junior,08-11-2013,12048,12127,12015.9,12079.9,20.4,.17,79481470,2548.86,14.63,2.17,1.47
CNX 100,08-11-2013,6047.15,6064.15,6005.65,6025.15,-37.1,-.61,229533456,8526.2,17.11,2.77,1.5
CNX 200,08-11-2013,3060.3,3069.25,3040.05,3050.25,-17.25,-.56,429264312,10215.35,17.06,2.57,1.52
CNX 500,08-11-2013,4741.6,4754.35,4710.1,4725.9,-26.1,-.55,530591303,10804.68,17.54,2.38,1.54
NIFTY Midcap 50,08-11-2013,2103.3,2125,2101.2,2115.45,7.9,.37,152390391,1551.73,11.09,1.25,1.87
CNX Midcap,08-11-2013,7597.05,7637.45,7564.6,7601,-9.95,-.13,160536576,2068.11,13.61,1.61,1.8
CNX Smallcap,08-11-2013,3139.05,3152.9,3120,3147,6.95,.22,126473501,721.44,25.66,.86,2.01
CNX Nifty Dividend,08-11-2013,-,-,-,80.83,0,-,-,-,-,-,-
CNX Auto,08-11-2013,5159.25,5201.7,5121.65,5137.4,-30.45,-.59,31344717,851.98,24.22,4.34,1.16
CNX Bank,08-11-2013,11011.05,11067,10841.6,10913.15,-141.75,-1.28,41959750,2246.55,12.09,1.88,1.69
CNX Energy,08-11-2013,7898.75,7898.75,7805.05,7843.15,-71.3,-.9,20595816,478.37,10.39,1.61,2.08
CNX Finance,08-11-2013,4648.35,4668,4558.35,4587.5,-85.7,-1.83,42877774,2144.49,14.01,2.28,1.62
CNX FMCG,08-11-2013,16913.25,16978.4,16779.45,16835.5,-68.75,-.41,11704362,674.07,35.49,11.2,1.63
CNX IT,08-11-2013,8969.7,9045.55,8933.9,8956.9,.35,0,12086143,1477.59,22.65,6.25,1.15
CNX Media,08-11-2013,1772.35,1772.35,1732.55,1738.4,-38.35,-2.16,4846110,99.34,30.12,4.7,1.08
CNX Metal,08-11-2013,2307.55,2330.2,2304.9,2320.05,6.9,.3,31296901,671.46,15.52,1.2,1.91
CNX MNC,08-11-2013,5908.75,5922.75,5867.8,5895.65,-26.65,-.45,22670103,571.35,39.49,5.46,1.64
CNX Pharma,08-11-2013,7429.8,7544.85,7427.45,7491.55,9.8,.13,8443051,455.99,49.42,5.87,.67
CNX PSU Bank,08-11-2013,2437.9,2467.75,2406.4,2426.7,-18.95,-.77,34540424,1149.81,5.9,.79,3.76
CNX Realty,08-11-2013,170.25,173.95,168.6,172.65,2.55,1.5,58116371,311.9,26.6,.81,.86
CNX Consumption,08-11-2013,2551.45,2552.65,2528.9,2534.55,-21,-.82,33747192,1465.28,26.63,4.23,1.27
CNX Commodities,08-11-2013,2234.9,2243.55,2221.65,2231.7,-8.85,-.39,57543651,1337.18,10.7,1.49,2.22
CNX Dividend Opportunities,08-11-2013,1587.85,1589.5,1575.5,1579.65,-11.4,-.72,102898395,1739.57,9.7,1.86,3.32
CNX Infrastructure,08-11-2013,2338.2,2371.15,2330.15,2365.4,16.95,.72,86558779,1069.74,16.24,1.79,1.53
CNX PSE,08-11-2013,2577.2,2577.2,2546.5,2573.2,-14.65,-.57,43622433,516.76,7.26,1.55,3.58
CNX Service Sector,08-11-2013,7529.05,7566.9,7442.75,7475.8,-73.25,-.97,91869290,4573.37,16.01,2.69,1.47
CNX Nifty Shariah,08-11-2013,-,-,-,1421.3,-11.42,-.8,20540436,1281.71,18.94,3.37,1.25
CNX 500 Shariah,08-11-2013,-,-,-,1483.28,-7.52,-.5,55203830,2419.46,19.99,3.54,1.23
CNX Low Volatility,08-11-2013,-,-,-,4703.15,-25.88,-.55,36439319,2067.01,16.99,2.76,1.63
CNX Alpha Index,08-11-2013,-,-,-,4677.58,1.34,.03,63010117,3019.52,27.91,3.97,.65
CNX High Beta,08-11-2013,-,-,-,1261.59,12.06,.97,266333508,3750.77,14.12,.73,2.36
CNX DEFTY,08-11-2013,-,-,-,3391.87,-34.27,-1,-,-,-,-,-
CNX 100 Equal Weight,08-11-2013,-,-,-,7026.38,-15.78,-.22,229533456,8526.2,11.99,1.83,1.86
LIX 15,08-11-2013,2479.55,2502.35,2460,2471.65,-15.3,-.62,87216297,2802.39,12.1,1.35,1.63
