Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,14-09-2012,5528.35,5586.65,5526.95,5577.65,142.3,2.62,233783031,9263.53,18.74,3.04,1.48
CNX Nifty Junior,14-09-2012,10124.85,10275.75,10124.85,10210.7,93.5,.92,105931610,2190.94,18.1,2.15,1.46
CNX 100,14-09-2012,5368.3,5423.35,5368.3,5415.8,125.35,2.37,339714641,11454.47,18.64,2.87,1.48
CNX 200,14-09-2012,2754.55,2782.95,2754.55,2779.3,60.85,2.24,552694741,13036.83,18.52,2.66,1.5
S&P CNX 500,14-09-2012,4311.6,4353.65,4311.6,4348.8,88.8,2.08,668531652,14025.61,18.84,2.5,1.52
NIFTY Midcap 50,14-09-2012,2035.75,2069.4,2035.75,2063.55,29.9,1.47,141479397,1107.26,13.67,1.28,2.13
CNX Midcap,14-09-2012,7273.85,7371,7273.85,7340,69,.95,231869865,1990.04,19.49,1.67,1.87
CNX Smallcap,14-09-2012,3305.5,3359.05,3305.5,3328.65,24.1,.73,83280096,761.07,23.5,1.39,1.56
S&P CNX Nifty Dividend,14-09-2012,-,-,-,67.06,0,-,-,-,-,-,-
CNX Auto,14-09-2012,4120.75,4196.4,4120.75,4191.2,112.4,2.76,47484168,997.25,21.18,4.12,2.03
CNX Bank,14-09-2012,10408.25,10664.55,10408.25,10642.9,435.1,4.26,38851347,3064.16,13.58,2.15,1.41
CNX Energy,14-09-2012,8015.2,8083,7986.25,8048.5,201.1,2.56,48844478,1549.91,15.85,1.9,1.53
CNX Finance,14-09-2012,4403.1,4490.7,4403.1,4482.05,163.35,3.78,49501507,3283.54,16.49,2.68,1.37
CNX FMCG,14-09-2012,14000.35,14042.55,13814.95,13857.2,-61.65,-.44,23698204,995.52,34.04,12.65,1.37
CNX IT,14-09-2012,6579.6,6643.8,6541.35,6599.4,85.05,1.31,14627038,967.73,18.82,5.37,1.69
CNX Media,14-09-2012,1393.3,1421.1,1393.3,1410.85,17.3,1.24,14609827,114.32,44.11,4.24,.98
CNX Metal,14-09-2012,2685.65,2748.75,2685.65,2740.9,112.4,4.28,59541624,1238.41,13.15,1.3,1.68
CNX MNC,14-09-2012,5648.85,5678.05,5648.85,5668.7,80.55,1.44,28212090,846.72,41.09,4.27,1.21
CNX Pharma,14-09-2012,5766.6,5766.6,5622.25,5632.55,-75.55,-1.32,9128631,531.37,53.86,5.14,.82
CNX PSU Bank,14-09-2012,2806.95,2901,2806.95,2896.1,137.05,4.97,19414250,1098.8,6.47,1.1,2.65
CNX Realty,14-09-2012,207.9,216.95,207.9,216.5,9.9,4.79,49472700,383.98,22.52,.89,.69
CNX Consumption,14-09-2012,2006.2,2017.15,2005.15,2007.95,16.25,.82,71961806,2052.52,22.9,3.47,1.5
CNX Commodities,14-09-2012,2404.6,2430.6,2404.6,2426.3,64.8,2.74,118611102,2993.98,19.5,1.7,1.67
CNX Dividend Opportunities,14-09-2012,1551.05,1562.3,1551.05,1557.05,18.45,1.2,91595923,1902.3,12.95,2.48,2.65
CNX Infrastructure,14-09-2012,2319.7,2347.45,2319.7,2342,56.15,2.46,132268223,1451.5,18.22,1.97,1.25
CNX PSE,14-09-2012,2961,2982.45,2905.4,2914.15,9.25,.32,53201543,1114.28,15.88,2.14,2.48
CNX Service Sector,14-09-2012,6523.3,6603.35,6523.3,6591,175.45,2.73,101219877,4753.23,16.45,2.74,1.47
S&P CNX Nifty Shariah,14-09-2012,-,-,-,1242.02,25.76,2.12,65489388,3383.25,18.79,3.6,1.53
S&P CNX 500 Shariah,14-09-2012,-,-,-,1315.15,19.02,1.47,107850945,4315.76,19.67,3.76,1.45
S&P ESG India,14-09-2012,-,-,-,3483.56,82.33,2.42,-,-,-,-,-
