Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,27-08-2013,5426.5,5427.4,5274.25,5287.45,-189.05,-3.45,306037010,8236.84,15.24,2.62,1.59
CNX Nifty Junior,27-08-2013,10611.55,10629.3,10309.15,10329.55,-338.3,-3.17,102374760,2078.45,12.67,1.92,1.55
CNX 100,27-08-2013,5319.6,5319.6,5173.85,5182.5,-182.95,-3.41,408411770,10315.29,14.79,2.48,1.59
CNX 200,27-08-2013,2686.45,2686.45,2613.7,2617.95,-90.45,-3.34,571802012,11295.77,14.61,2.28,1.62
CNX 500,27-08-2013,4163.3,4163.3,4054.7,4060.7,-133.8,-3.19,623450162,11750.83,15.16,2.15,1.65
NIFTY Midcap 50,27-08-2013,1784.85,1791.5,1736.8,1742.75,-50.9,-2.84,143057756,1203.44,12.37,1.12,1.9
CNX Midcap,27-08-2013,6661.2,6668.35,6515.05,6526.3,-160.75,-2.4,160902051,1733.73,12.59,1.45,1.84
CNX Smallcap,27-08-2013,2651.85,2651.85,2589.55,2593.65,-68.85,-2.59,76329211,253.23,39.89,.92,1.93
CNX Nifty Dividend,27-08-2013,-,-,-,63.79,0,-,-,-,-,-,-
CNX Auto,27-08-2013,4322.4,4322.4,4230.05,4244.35,-113.4,-2.6,19895679,713.73,20.6,3.96,1.64
CNX Bank,27-08-2013,9208.15,9208.15,8842.5,8870.5,-503.05,-5.37,54297562,2750.96,10.14,1.62,1.97
CNX Energy,27-08-2013,7324.5,7325.4,7134.35,7152.55,-222.1,-3.01,38264660,736.16,9.66,1.54,1.82
CNX Finance,27-08-2013,3967.65,3967.65,3757.9,3784.75,-248.35,-6.16,108399998,3437.7,11.89,2.08,1.77
CNX FMCG,27-08-2013,16140.5,16140.5,15557.95,15766,-444.35,-2.74,20578745,884.03,33.67,11.82,1.27
CNX IT,27-08-2013,7952.55,8073.9,7952.55,7975.8,17.15,.22,13637709,874.9,20.58,5.69,1.27
CNX Media,27-08-2013,1552,1552,1522.75,1526.4,-35.25,-2.26,8269869,67.2,32.14,4.66,1.01
CNX Metal,27-08-2013,1936.05,1954.1,1883.3,1891.45,-67.8,-3.46,47735389,839.62,10.09,.86,2.71
CNX MNC,27-08-2013,5473.15,5478.75,5369.3,5379.1,-115.15,-2.1,39579145,1018.04,29.97,4.72,1.41
CNX Pharma,27-08-2013,6744.15,6774.2,6615.05,6649.05,-136.45,-2.01,13182259,646.97,41.45,5.76,.72
CNX PSU Bank,27-08-2013,2045.65,2045.65,1995.5,2006.35,-67.95,-3.28,21283638,633.75,4.84,.69,4.26
CNX Realty,27-08-2013,155.9,155.9,150.65,151,-6.75,-4.28,41511157,232.11,27.15,.67,.91
CNX Consumption,27-08-2013,2297.75,2298,2237.15,2242.5,-68.15,-2.95,54409795,2008.66,24.61,3.92,1.19
CNX Commodities,27-08-2013,1965.75,1971.4,1906.3,1909.75,-70.5,-3.56,102519242,1858.32,8.64,1.26,2.27
CNX Dividend Opportunities,27-08-2013,1422.05,1422.05,1380.95,1382.9,-48.45,-3.38,86844314,1724.85,8.12,1.59,3.32
CNX Infrastructure,27-08-2013,1985.45,1991.4,1895.1,1902.05,-94.5,-4.73,178980197,1525.14,12.77,1.53,1.62
CNX PSE,27-08-2013,2338.2,2338.45,2249.05,2254.65,-98.35,-4.18,56153886,740.25,6.36,1.47,3.53
CNX Service Sector,27-08-2013,6548.1,6548.1,6343.9,6358,-252.2,-3.82,153488753,4871.95,14.06,2.39,1.59
CNX Nifty Shariah,27-08-2013,-,-,-,1258.3,-26.36,-2.05,41867622,1734.1,17.31,3.09,1.26
CNX 500 Shariah,27-08-2013,-,-,-,1312.05,-25.19,-1.88,75204262,2480.4,18.18,3.13,1.27
S&P ESG India,27-08-2013,-,-,-,3211.62,-112.77,-3.39,-,-,-,-,-
CNX Low Volatility,27-08-2013,-,-,-,4270.75,-100.24,-2.29,78301242,3724.71,17.2,3.27,1.59
CNX Alpha Index,27-08-2013,-,-,-,3948.07,-109.83,-2.71,64113326,2139.16,24.84,3.48,.64
CNX High Beta,27-08-2013,-,-,-,957.09,-51.41,-5.1,348396268,3903.49,14.32,.53,2.55
CNX DEFTY,27-08-2013,-,-,-,2789.96,-164.23,-5.56,-,-,-,-,-
CNX 100 Equal Weight,27-08-2013,-,-,-,5937.84,-207.9,-3.38,408411770,10315.29,11.2,1.68,1.89
LIX 15,27-08-2013,2061.2,2062.45,1987.7,1992,-98.15,-4.7,170100555,2764.87,10.2,1.18,1.76
