Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,25-07-2014,7828.2,7840.95,7748.6,7790.45,-40.15,-0.51,153936037,7827.61,20.79,3.55,1.26
CNX Nifty Junior,25-07-2014,16411.25,16483.6,16013.75,16185.35,-233.4,-1.42,104857157,2822.04,21.46,2.65,1.16
CNX 100,25-07-2014,7749.35,7760.1,7654.95,7701.9,-50.05,-0.65,258793194,10649.65,20.88,3.38,1.25
CNX 200,25-07-2014,3976.65,3981.55,3923.4,3950,-27.15,-0.68,643591659,15079.74,20.81,3.2,1.24
CNX 500,25-07-2014,6278.75,6284.3,6192.6,6230.45,-48.5,-0.77,819809215,17368.05,21.7,3.01,1.23
NIFTY Midcap 50,25-07-2014,3199.95,3207.65,3080.4,3126.3,-75.6,-2.36,264745718,2848.59,17.84,1.67,1.19
CNX Midcap,25-07-2014,10933.15,10958.85,10675.75,10788.35,-140.15,-1.28,305111498,4196.25,19.2,2.35,1.25
CNX Smallcap,25-07-2014,5184.9,5191.5,5035.65,5081.3,-100.15,-1.93,175973805,2347.75,19.98,1.36,1.33
CNX Nifty Dividend,25-07-2014,-,-,-,64.78,0,-,-,-,-,-,-
CNX Auto,25-07-2014,7042.2,7042.8,6919.45,6945.1,-86.7,-1.23,37730030,938.86,32.92,5.69,0.94
CNX Bank,25-07-2014,15494.85,15571.9,15272.45,15322.25,-212.1,-1.37,27779539,2004.06,16.57,2.46,1.27
CNX Energy,25-07-2014,9776.95,9782.5,9532,9623.2,-151.2,-1.55,41693462,1258.19,13.58,1.9,1.72
CNX Finance,25-07-2014,6400.45,6428.75,6328.35,6368.3,-33.4,-0.52,46861431,2790.45,18.29,2.96,1.25
CNX FMCG,25-07-2014,18625.9,18768.9,18520.85,18741.8,132.3,0.71,14797950,550.72,36.02,12.78,1.33
CNX IT,25-07-2014,10343,10355.6,10211.9,10339.7,-60.45,-0.58,15295054,1300.16,20.81,6.44,1.34
CNX Media,25-07-2014,2062.55,2073.55,2000.55,2012.85,-47.5,-2.31,8207422,122.32,41.19,4.29,0.8
CNX Metal,25-07-2014,3416.45,3423.35,3313.5,3335.4,-77.15,-2.26,56019661,1426.13,16.66,1.71,1.48
CNX MNC,25-07-2014,7797.15,7830.75,7746.5,7799.3,14.35,0.18,10192625,508.97,43.24,7.31,0.99
CNX Pharma,25-07-2014,8935,9182.75,8935,9168.15,250.75,2.81,8422859,667.21,45.77,7.13,0.53
CNX PSU Bank,25-07-2014,3616.7,3642.95,3531.75,3552,-79.55,-2.19,40016907,1318.71,11.84,1.21,2
CNX Realty,25-07-2014,253.6,255.15,243.35,246.55,-7.1,-2.8,105024483,655.06,36.43,1.27,0.76
CNX Consumption,25-07-2014,2987,3000.9,2966.5,2989.25,3.5,0.12,39648310,1599.42,29.91,4.82,1.04
CNX Commodities,25-07-2014,3019.85,3022.35,2944.4,2964.15,-53.45,-1.77,101299432,2987.13,16.58,1.94,1.71
CNX Dividend Opportunities,25-07-2014,2034.3,2040.9,2007.4,2018.35,-17.95,-0.88,122627893,2776.71,14.45,2.28,2.55
CNX Infrastructure,25-07-2014,3303.5,3307.85,3217.1,3257.25,-42.05,-1.27,200461153,2004.86,22.08,2.49,1.1
CNX PSE,25-07-2014,3623.65,3638.8,3549,3571.3,-53,-1.46,76675412,1356.82,12.12,2.12,2.64
CNX Service Sector,25-07-2014,9539.9,9559.45,9426.3,9496.65,-59.4,-0.62,89751960,4509.51,18.44,3.23,1.29
CNX Nifty Shariah,25-07-2014,-,-,-,1728.94,1.47,0.09,22102928,1744.58,20.25,3.76,1
CNX 500 Shariah,25-07-2014,-,-,-,1882.91,-1.26,-0.07,105322904,4293.48,22.55,4.14,0.97
CNX Low Volatility,25-07-2014,-,-,-,5856.39,15.95,0.27,69536424,4093.28,22.43,4.32,1.4
CNX Alpha Index,25-07-2014,-,-,-,6548.63,-73.32,-1.11,57989819,1960.09,26.8,3.42,0.69
CNX High Beta,25-07-2014,-,-,-,954.55,-31.88,-3.23,390736474,5633.09,13.95,1.07,1.52
CNX DEFTY,25-07-2014,-,-,-,4488.17,-33.87,-0.75,-,-,-,-,-
CNX 100 Equal Weight,25-07-2014,-,-,-,9448.73,-106,-1.11,258793194,10649.65,20.04,2.69,1.33
LIX 15,25-07-2014,3644.5,3645.65,3562.6,3573.7,-70.8,-1.94,56103532,2392.86,20.2,2.19,0.88
CPSE,25-07-2014,2533,2543.7,2484.75,2492.45,-42.05,-1.66,20684959,742.53,10.98,2.56,2.65
NV 20,25-07-2014,-,-,-,3626.32,-32.73,-0.89,40761539,3208.04,15.9,2.62,1.69
LIX15 Midcap,25-07-2014,-,-,-,2772.36,-81.44,-2.85,123569713,1553.38,13.09,1.62,1.38
CNX Shariah25,25-07-2014,-,-,-,2729.85,4.31,0.16,31457093,2365.17,22.15,5.34,1.1
India VIX,25-07-2014,14.72,14.9975,12.7775,14.22,-0.5,-3.4,-,-,-,-,-
NI15,25-07-2014,4323.55,4367.65,4318.05,4363.15,44.85,1.04,16881950,1723.02,27.21,8.46,1.23
Nifty TR 1X Inverse,25-07-2014,-,-,-,438.52,2.31,0.53,-,-,-,-,-
Nifty TR 2X Leverage,25-07-2014,-,-,-,3839.33,-40.1,-1.03,-,-,-,-,-
GSEC10 NSE Index,25-07-2014,-,-,-,1246.44,-1.19,-0.1,-,-,-,-,-
GSECBM NSE Index,25-07-2014,-,-,-,1200.8,-1.41,-0.12,-,-,-,-,-
