Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,03-02-2015,8823.15,8837.3,8726.65,8756.55,-40.85,-.46,208672175,9888.1,22.42,3.69,1.21
CNX Nifty Junior,03-02-2015,19811.25,19862.8,19516.3,19552.4,-177.55,-.9,97701129,3728.2,21.97,2.96,.97
CNX 100,03-02-2015,8825.6,8838.7,8729.95,8751.3,-46.9,-.53,306373304,13616.3,22.35,3.55,1.17
CNX 200,03-02-2015,4559.45,4565.95,4509.4,4519.3,-25.1,-.55,693331057,17615.7,22.08,3.41,1.22
CNX 500,03-02-2015,7196.75,7203.75,7124.2,7137.45,-35.45,-.49,870521232,19721.84,23.11,3.25,1.21
NIFTY Midcap 50,03-02-2015,3535.05,3538.3,3464.9,3471.35,-45.15,-1.28,247957744,3237.15,16.81,1.84,1.19
CNX Midcap,03-02-2015,13260.6,13273.55,13086.1,13101.85,-105.8,-.8,328563406,5277.54,19.58,2.53,1.49
CNX Smallcap,03-02-2015,5581.95,5599.15,5522.25,5543.75,-5.05,-.09,205291669,1919.16,35.31,1.48,1.51
CNX Nifty Dividend,03-02-2015,-,-,-,99.62,0,-,-,-,-,-,-
CNX Auto,03-02-2015,9030.9,9058.75,8882.9,8919.7,-56.4,-.63,36546525,1824.89,43.13,6.81,.79
CNX Bank,03-02-2015,19941.7,19963.7,19303.5,19382.95,-482.95,-2.43,107824150,3966.45,19.7,3.01,.93
CNX Energy,03-02-2015,8939.05,9061.1,8930.55,9037.15,149.75,1.68,30545002,1001.17,12.89,1.69,1.92
CNX Finance,03-02-2015,8040.85,8056.4,7800.6,7823.6,-201.65,-2.51,107866026,4032.26,21.47,3.44,.99
CNX FMCG,03-02-2015,20886,21117.4,20886,21052.8,212.6,1.02,25840347,661.29,36.62,13.47,1.38
CNX IT,03-02-2015,11963.75,12000.65,11849,11963.9,19.95,.17,21053605,1770.59,21.65,6.79,1.19
CNX Media,03-02-2015,2350.5,2365.65,2341,2347.2,1.75,.07,5735863,89.22,54.77,5.56,.78
CNX Metal,03-02-2015,2515.4,2534.3,2499.2,2521.8,19.85,.79,35679881,815.72,11,1.09,3.19
CNX MNC,03-02-2015,9758.65,9822.4,9704.7,9723.2,24,.25,13690212,763.39,41.9,6.85,.99
CNX Pharma,03-02-2015,11647.75,11662.05,11476.95,11520,-107.65,-.93,6365522,793.93,39.53,7.94,.57
CNX PSU Bank,03-02-2015,4086.8,4088.4,3911.15,3924.6,-115,-2.85,86316997,1861.37,12.7,1.23,1.48
CNX Realty,03-02-2015,239.45,240.15,233.75,234.85,-3.25,-1.36,121061137,696.78,34.56,1.15,.86
CNX Consumption,03-02-2015,3497.1,3507.85,3459.75,3463.6,-21.4,-.61,43062677,2225.83,29.81,5.16,.99
CNX Commodities,03-02-2015,2775.35,2795.1,2767.5,2777.4,15.35,.56,94297670,2955.52,14.35,1.64,2.23
CNX Dividend Opportunities,03-02-2015,2175.95,2179.55,2144.55,2147.75,-16.75,-.77,158082638,3829.45,13.88,2.18,2.73
CNX Infrastructure,03-02-2015,3318.55,3322.7,3273.1,3292.95,-11.7,-.35,133419373,1565.29,21.3,2.3,1.07
CNX PSE,03-02-2015,3665.8,3681.6,3634.55,3649.5,3.35,.09,69643360,1566.66,11.78,1.95,2.98
CNX Service Sector,03-02-2015,11371.6,11390.75,11164,11189.7,-157.15,-1.38,156458912,6355.1,20.38,3.57,1.1
CNX Nifty Shariah,03-02-2015,-,-,-,1892.61,17.83,.95,27172241,2599.52,19.73,3.2,.99
CNX 500 Shariah,03-02-2015,-,-,-,2158.11,13.45,.63,122145424,5599.95,23.47,3.83,.91
CNX Low Volatility,03-02-2015,-,-,-,7214.61,-16.91,-.23,71994360,5752.64,24.57,4.6,1.28
CNX Alpha Index,03-02-2015,-,-,-,8648.33,-12.21,-.14,71793609,2593.18,20.47,4.76,1.82
CNX High Beta,03-02-2015,-,-,-,1919.15,-53.21,-2.7,379088897,6421.36,15.15,.99,1.35
CNX DEFTY,03-02-2015,-,-,-,4914.48,-11.35,-.23,-,-,-,-,-
CNX 100 Equal Weight,03-02-2015,-,-,-,10840.62,-78.3,-.72,306373304,13616.3,19.57,2.51,1.31
LIX 15,03-02-2015,4114.75,4114.75,4030.8,4047.4,-29.4,-.72,93963962,3597.17,19.64,2.14,.97
CPSE,03-02-2015,2509.95,2522.8,2489.2,2496.95,.65,.03,22948369,967.95,10.65,2.33,3.47
NV 20,03-02-2015,-,-,-,3962.56,-21.58,-.54,123161616,5230.1,16.37,2.67,1.52
LIX15 Midcap,03-02-2015,-,-,-,3167.63,-96.65,-2.96,113324777,1287.2,12.99,1.71,1.39
CNX Shariah25,03-02-2015,-,-,-,3251.84,.46,.01,29481884,3191.35,25.46,5.37,.96
India VIX,03-02-2015,20.405,20.48,19.0025,19.81,-.6,-2.93,-,-,-,-,-
NI15,03-02-2015,5058.3,5066.15,5018.75,5043,-4.9,-.1,23664153,2713.4,29.86,9.21,1.12
NIFTY TR 1X Inverse,03-02-2015,397.2,401.55,396.6,400.2,1.95,.49,-,-,-,-,-
NIFTY TR 2X Leverage,03-02-2015,4734.75,4748.2,4632.1,4663.5,-44.7,-.95,-,-,-,-,-
NIFTY PR 1X Inverse,03-02-2015,425.05,429.7,424.4,428.25,2.05,.48,-,-,-,-,-
NIFTY PR 2x Leverage,03-02-2015,4137.35,4149.1,4047.65,4075.05,-39.1,-.95,-,-,-,-,-
GSEC10 NSE Index,03-02-2015,-,-,-,1377.24,-5.71,-.41,-,-,-,-,-
GSECBM NSE Index,03-02-2015,-,-,-,1318.28,-6.23,-.47,-,-,-,-,-
