Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,11-02-2015,8603.3,8651.95,8593.65,8627.4,61.85,.72,166560867,7602.46,22.85,3.64,1.22
CNX Nifty Junior,11-02-2015,19036.95,19324.05,19036.95,19286.7,341.2,1.8,70756579,2777.44,21.18,2.92,.98
CNX 100,11-02-2015,8585.95,8640.65,8580.85,8623.85,76.15,.89,237317446,10379.9,22.57,3.5,1.19
CNX 200,11-02-2015,4428.15,4458.4,4426.4,4451.45,42.85,.97,564601402,13643.28,22.74,3.36,1.24
CNX 500,11-02-2015,6990.45,7040.45,6990.35,7031.8,71.9,1.03,741572390,15508.63,23.77,3.2,1.23
NIFTY Midcap 50,11-02-2015,3296.7,3372.75,3296.7,3364.85,87.65,2.67,199229997,2629.55,15.85,1.79,1.23
CNX Midcap,11-02-2015,12674.55,12864.6,12674.55,12842.9,226.35,1.79,280309872,3953.61,21.3,2.48,1.52
CNX Smallcap,11-02-2015,5344,5430.45,5344,5423.8,103.05,1.94,186555214,1892.13,35.44,1.44,1.55
CNX Nifty Dividend,11-02-2015,-,-,-,100.72,0,-,-,-,-,-,-
CNX Auto,11-02-2015,8478.65,8532.2,8411.8,8514.15,78.1,.93,41710477,1457.13,53.71,6.5,.82
CNX Bank,11-02-2015,18890.75,19051.8,18890.75,18940.8,188.3,1,56943797,2057.01,19.84,2.94,.95
CNX Energy,11-02-2015,8676.8,8747.6,8645.2,8721.65,69.1,.8,21412320,579.56,12.6,1.64,1.99
CNX Finance,11-02-2015,7686.25,7747.55,7677.95,7688.95,50.35,.66,57205092,2185.4,21.7,3.38,1.01
CNX FMCG,11-02-2015,21143.3,21320.75,21020.8,21252.15,182.65,.87,16737651,484.15,36.88,13.6,1.37
CNX IT,11-02-2015,12198.45,12265.7,12149.35,12243.4,80.55,.66,12905131,1363.7,22.13,6.94,1.16
CNX Media,11-02-2015,2272.45,2273.3,2231.5,2255.5,-9.2,-.41,7528974,171.62,52.1,5.34,.82
CNX Metal,11-02-2015,2484.7,2537.9,2469.35,2520.1,42.25,1.71,61464777,1590.26,11.82,1.09,3.19
CNX MNC,11-02-2015,9544.85,9660.6,9540.35,9639.5,118.85,1.25,6741542,553.23,40.4,6.79,1
CNX Pharma,11-02-2015,11326.25,11443.55,11323,11391.7,108.2,.96,7081491,705.8,47.05,7.85,.57
