Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,20-07-2015,8623.9,8624.1,8559,8603.45,-6.4,-.07,93439295,5107.62,23.88,3.53,1.42
CNX Nifty Junior,20-07-2015,20911.15,20931.6,20823,20889,8.75,.04,76509732,2217.1,23.09,3.03,1.08
CNX 100,20-07-2015,8730,8730,8673.85,8711.1,-4.9,-.06,169949027,7324.72,23.75,3.44,1.37
CNX 200,20-07-2015,4514.35,4514.35,4486.05,4503.85,-2.25,-.05,373363108,9617.85,24.54,3.29,1.38
CNX 500,20-07-2015,7161.5,7161.5,7121.15,7148.5,.45,.01,552127302,11939.07,25.58,3.15,1.35
NIFTY Midcap 50,20-07-2015,3445.1,3453.6,3428.9,3448.9,11.9,.35,140548028,1963.59,16.67,1.52,2.17
CNX Midcap,20-07-2015,13769.95,13781.45,13711.9,13759.8,33.95,.25,172699418,3211.88,24.41,2.52,1.46
CNX Smallcap,20-07-2015,5705.7,5715.95,5674.35,5705.95,19.5,.34,128585693,1202.75,68.99,1.33,1.12
CNX Nifty Dividend,20-07-2015,-,-,-,65.95,0,-,-,-,-,-,-
CNX Auto,20-07-2015,8509.1,8512.1,8461.9,8476.35,2.45,.03,29050065,926.91,56.02,6.65,.86
CNX Bank,20-07-2015,19126.1,19149.05,18852.7,19032.7,-62,-.32,57348699,1474.65,20.1,2.65,1.03
CNX Energy,20-07-2015,8981.85,8981.85,8920.9,8960.75,9.85,.11,14977294,571.32,14.52,1.61,1.9
CNX Finance,20-07-2015,7834.55,7834.55,7726.45,7778.5,-29.25,-.37,36146424,1627.31,21.55,3.15,1.08
CNX FMCG,20-07-2015,20584.65,20635.45,20476.45,20511.4,-64.45,-.31,8549812,445.13,40.19,12.06,1.4
CNX IT,20-07-2015,11270.4,11307.9,11197.85,11266.95,-2.25,-.02,8618661,764.73,21.14,5.89,1.85
CNX Media,20-07-2015,2343.2,2372.95,2323.5,2366.5,29.55,1.26,16751481,348.75,66.01,5.36,.75
CNX Metal,20-07-2015,2214.3,2215.05,2191.5,2194.55,-13.1,-.59,23865918,441.86,12.16,1.08,4.55
CNX MNC,20-07-2015,10309.65,10321.95,10241,10260.7,-26.65,-.26,6941269,502.59,48.28,7.51,1
CNX Pharma,20-07-2015,13184.75,13201.25,13130.2,13175.65,36.65,.28,4769868,546.79,58.58,9.4,.48
CNX PSU Bank,20-07-2015,3388.6,3388.6,3304.8,3320.4,-60.55,-1.79,27026036,455.76,11.65,.98,1.8
CNX Realty,20-07-2015,181.5,181.55,175.85,176.45,-3.65,-2.03,48763624,252.48,27.63,.86,1.15
CNX Consumption,20-07-2015,3639.1,3647.45,3633.5,3641.9,9.75,.27,30996253,1355.61,31.09,5.61,1.02
CNX Commodities,20-07-2015,2693.65,2707.95,2678,2704.4,11.45,.43,49357361,1964.24,15.84,1.64,2.53
CNX Dividend Opportunities,20-07-2015,2061.05,2063.4,2044.55,2050.05,-10.45,-.51,68512578,1593.7,15.34,2.21,2.99
CNX Infrastructure,20-07-2015,3407.05,3414.45,3389.95,3403.1,-4.45,-.13,59853821,1001.81,22.44,2.38,1.04
CNX PSE,20-07-2015,3617.2,3617.7,3588.6,3600.75,-6.4,-.18,28769317,822.97,13.83,2.05,3.35
CNX Service Sector,20-07-2015,11015.45,11015.45,10920,10977.05,-25.45,-.23,91655488,3002.42,20.3,3.24,1.41
CNX Nifty Shariah,20-07-2015,-,-,-,1959.97,8.68,.44,19863710,1732.53,21.92,3.14,1.29
CNX 500 Shariah,20-07-2015,-,-,-,2290.99,10.46,.46,106450878,3918.3,25.94,3.92,1.07
CNX Low Volatility,20-07-2015,-,-,-,7661.11,23.34,.31,41481547,3359.11,26.09,3.96,1.43
CNX Alpha Index,20-07-2015,-,-,-,9659.32,43.06,.45,40420024,1795.82,39.11,8.23,1.19
CNX High Beta,20-07-2015,-,-,-,1606.64,-17.11,-1.05,216002690,3100.4,17.15,.72,1.62
CNX DEFTY,20-07-2015,-,-,-,4690.87,-7.79,-.17,-,-,-,-,-
CNX 100 Equal Weight,20-07-2015,-,-,-,10881.08,-1.23,-.01,169949027,7324.72,20.29,2.35,1.44
LIX 15,20-07-2015,3605.1,3605.1,3564.45,3576.25,-24.2,-.67,45489416,1584.94,20.93,1.96,1.25
CPSE,20-07-2015,2488,2490,2467.5,2473,-7.65,-.31,9987377,395.52,13.99,2.47,3.82
NV 20,20-07-2015,3854.25,3854.25,3822.15,3838.55,-7.25,-.19,43876039,2107.64,17.09,2.64,2.07
LIX15 Midcap,20-07-2015,-,-,-,3147.3,-3.99,-.13,50548193,738.81,11.27,1.41,1.73
CNX Shariah25,20-07-2015,-,-,-,3442.82,10.87,.32,21071838,1841.37,29.9,5.08,1.11
India VIX,20-07-2015,14.8025,15.6175,12.7325,14.96,.16,1.06,-,-,-,-,-
NI15,20-07-2015,5247.65,5264.35,5226.7,5251.8,8.65,.16,12749860,1251.57,27.21,8.1,1.62
NIFTY TR 1X Inverse,20-07-2015,413.5,416.6,413.5,414.5,.45,.11,-,-,-,-,-
NIFTY TR 2X Leverage,20-07-2015,4388.45,4388.45,4323.1,4367.7,-7,-.16,-,-,-,-,-
NIFTY PR 1X Inverse,20-07-2015,446.05,449.4,446.05,447.15,.6,.13,-,-,-,-,-
NIFTY PR 2x Leverage,20-07-2015,3773.9,3773.9,3717.65,3756.05,-7.85,-.21,-,-,-,-,-
NSE Quality 30,20-07-2015,-,-,-,2165.41,1.5,.07,36283754,2705.86,33.18,7.56,1.62
NSE GSECBM Clean Price Index,20-07-2015,-,-,-,927.04,-.65,-.07,-,-,-,-,-
GSEC10 NSE Index,20-07-2015,-,-,-,1394.09,-.75,-.05,-,-,-,-,-
GSECBM NSE Index,20-07-2015,-,-,-,1339.24,-.65,-.05,-,-,-,-,-
