Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,15-07-2015,8463.4,8531.4,8462.95,8523.8,69.7,.82,108835522,5805.53,23.63,3.51,1.43
CNX Nifty Junior,15-07-2015,20546.5,20591.2,20445.05,20506.4,.45,0,59585340,1952.79,22.66,3.01,1.08
CNX 100,15-07-2015,8569.1,8625.85,8569.1,8618.05,59.5,.7,168420862,7758.32,23.47,3.42,1.37
CNX 200,15-07-2015,4431.8,4459.75,4431.8,4455.35,29.9,.68,390932886,10124.18,24.25,3.27,1.39
CNX 500,15-07-2015,7030.85,7075.25,7030.85,7065.65,45.4,.65,588611257,12467.63,25.26,3.13,1.35
NIFTY Midcap 50,15-07-2015,3392.8,3403.55,3376.55,3385.85,1.55,.05,149877589,1524.41,16.37,1.5,2.21
CNX Midcap,15-07-2015,13503.3,13567.2,13484.55,13513.35,43.6,.32,198425501,2930.34,23.97,2.48,1.48
CNX Smallcap,15-07-2015,5591.95,5639.55,5591.95,5602.75,27.9,.5,148216277,1477.94,67.75,1.3,1.12
CNX Nifty Dividend,15-07-2015,-,-,-,61.63,0,-,-,-,-,-,-
CNX Auto,15-07-2015,8321.75,8415.85,8320.35,8403.2,97.5,1.17,40201691,1557.69,55.53,6.62,.86
CNX Bank,15-07-2015,18801.5,18894.9,18773.9,18816.25,36.05,.19,39321890,1278.66,19.76,2.6,1.05
CNX Energy,15-07-2015,8813.25,8888.7,8813.25,8850.95,53.2,.6,19503428,704.27,14.34,1.59,1.92
CNX Finance,15-07-2015,7697.85,7748.25,7694.15,7729.25,37.65,.49,29510578,1333.22,21.42,3.17,1.07
CNX FMCG,15-07-2015,20180.6,20306.75,20163.35,20251.45,67,.33,8308896,435.26,39.68,11.95,1.42
CNX IT,15-07-2015,11050.5,11165.5,11050.5,11150.25,106.4,.96,8269479,822.34,20.92,6.09,1.84
CNX Media,15-07-2015,2306.95,2346.4,2300.3,2309.55,9.8,.43,14665642,484.42,64.42,5.23,.77
CNX Metal,15-07-2015,2218.3,2227.4,2206,2209.1,4,.18,25982689,523.54,12.24,1.1,4.53
CNX MNC,15-07-2015,10173.25,10270.15,10171.15,10235.55,79.55,.78,6274232,610.83,48.16,7.48,.99
CNX Pharma,15-07-2015,12815.05,12928.7,12792.1,12912.35,125.75,.98,6225046,771.92,57.4,9.48,.47
CNX PSU Bank,15-07-2015,3363.85,3391.75,3337.95,3349,-9.1,-.27,25207597,458.93,11.76,.98,1.78
CNX Realty,15-07-2015,181.15,182.65,180.45,181,.95,.53,53348977,203.37,28.35,.88,1.12
CNX Consumption,15-07-2015,3583.25,3610.95,3583.25,3604.45,24.15,.67,42802826,1769.85,30.77,5.55,1.02
CNX Commodities,15-07-2015,2660.2,2679.8,2658.95,2668.4,15.1,.57,50237129,1669.11,15.63,1.63,2.56
CNX Dividend Opportunities,15-07-2015,2045.85,2056.7,2044.5,2048.5,6.95,.34,74571543,1605.47,15.32,2.2,2.99
CNX Infrastructure,15-07-2015,3356.9,3377.85,3356.5,3365.6,14.55,.43,78167723,977.16,22.2,2.36,1.05
CNX PSE,15-07-2015,3576.9,3584.3,3561.15,3565.05,1,.03,35566909,847.7,13.69,2.03,3.39
CNX Service Sector,15-07-2015,10813.55,10895.6,10811.6,10880.1,69.6,.64,84128569,3070.24,20.07,3.23,1.41
CNX Nifty Shariah,15-07-2015,-,-,-,1933.4,22.77,1.19,20235887,1807.07,21.62,3.13,1.3
CNX 500 Shariah,15-07-2015,-,-,-,2253.87,19.3,.86,103125139,3860.17,25.57,3.89,1.08
CNX Low Volatility,15-07-2015,-,-,-,7561.23,55.32,.74,47383325,3622.86,25.71,3.93,1.45
CNX Alpha Index,15-07-2015,-,-,-,9421.28,39.26,.42,39317744,1767.65,38.15,8.1,1.22
CNX High Beta,15-07-2015,-,-,-,1606.73,-3.99,-.25,236209072,3196.08,17.15,.72,1.62
CNX DEFTY,15-07-2015,-,-,-,4659.63,46.33,1,-,-,-,-,-
CNX 100 Equal Weight,15-07-2015,-,-,-,10742.04,37.57,.35,168420862,7758.32,20.02,2.33,1.44
LIX 15,15-07-2015,3536,3555.5,3529.4,3541.9,9.95,.28,61296790,1993.38,20.73,1.95,1.26
CPSE,15-07-2015,2473.1,2478.95,2460.7,2463.5,4.6,.19,12110533,468.08,13.94,2.46,3.84
NV 20,15-07-2015,3787,3818.4,3785.7,3809.05,26.75,.71,47216897,2409.17,16.96,2.62,2.09
LIX15 Midcap,15-07-2015,-,-,-,3080.34,-8.71,-.28,55197684,630.06,11.03,1.38,1.76
CNX Shariah25,15-07-2015,-,-,-,3396.33,35.42,1.05,19284206,1934.14,29.5,5.11,1.11
India VIX,15-07-2015,16.01,16.03,14.185,15.57,-.44,-2.76,-,-,-,-,-
NI15,15-07-2015,5145.85,5199.2,5145.85,5195.1,52.95,1.03,15210419,1760.42,26.91,8.09,1.64
NIFTY TR 1X Inverse,15-07-2015,421.15,421.15,417.8,418.15,-3.6,-.85,-,-,-,-,-
NIFTY TR 2X Leverage,15-07-2015,4228.35,4295.5,4228.35,4288.6,73.05,1.73,-,-,-,-,-
NIFTY PR 1X Inverse,15-07-2015,454.15,454.15,450.55,450.9,-3.65,-.8,-,-,-,-,-
NIFTY PR 2x Leverage,15-07-2015,3638.95,3696.75,3638.95,3690.8,59.15,1.63,-,-,-,-,-
NSE Quality 30,15-07-2015,-,-,-,2142.89,21.4,1.01,45127632,3090.23,32.84,7.61,1.63
NSE GSECBM Clean Price Index,15-07-2015,-,-,-,927.2,-.96,-.1,-,-,-,-,-
GSEC10 NSE Index,15-07-2015,-,-,-,1392.96,-.99,-.07,-,-,-,-,-
GSECBM NSE Index,15-07-2015,-,-,-,1338.04,-1.09,-.08,-,-,-,-,-
