Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,26-07-2017,9983.65,10025.95,9965.95,10020.65,56.1,.56,203697844,11403.3,25.57,3.57,1
Nifty Next 50,26-07-2017,27758.05,27805.4,27691.45,27735.6,23.95,.09,115532757,3215,29.03,3.91,1.19
Nifty 100,26-07-2017,10326.65,10363.45,10310.35,10357.65,50.35,.49,319230601,14618.3,26.05,3.62,1.03
Nifty 200,26-07-2017,5398.05,5415.7,5390.7,5413.05,25,.46,730641368,19871.33,27.38,3.51,.98
Nifty 500,26-07-2017,8727.35,8753.4,8717.35,8748.75,38.15,.44,1580851278,26160.13,29.18,3.39,.94
Nifty Midcap 50,26-07-2017,4769.3,4793.5,4746,4770.6,10.05,.21,256946726,3577.32,66.79,2.31,.64
Nifty Free Float Midcap 100,26-07-2017,18396,18484.7,18383.2,18429.25,51.9,.28,443126660,6047.6,32.27,2.52,1.22
Nifty Free Float Smallcap 100,26-07-2017,7819.8,7893.75,7818.15,7840.05,37.45,.48,623651373,3961.48,111.38,1.69,.67
Nifty50 Dividend Points,26-07-2017,-,-,-,67.57,0,-,-,-,-,-,-
Nifty Auto,26-07-2017,10951.6,11018.05,10935.45,11003.55,71.05,.65,25039086,1514.98,40.04,6.86,.73
Nifty Bank,26-07-2017,24578.15,24720.9,24484.9,24670.7,150,.61,132701870,4678.1,27.7,2.86,.21
Nifty Energy,26-07-2017,12712.95,12832.85,12703.1,12792.05,100.8,.79,43265050,1689.73,14.41,2.07,1.31
Nifty Financial Services,26-07-2017,9981,10003.8,9952.15,9986.85,28.05,.28,78972473,3798.74,27.89,3.38,.31
Nifty FMCG,26-07-2017,25983.7,26121.85,25912.9,26099.5,174.5,.67,19723443,1029.63,44.21,13.62,1.41
Nifty IT,26-07-2017,10810.7,10839.35,10752.3,10782.95,-27.4,-.25,73860059,1712.51,17.61,4.26,2
Nifty Media,26-07-2017,3121.7,3123.05,3083.4,3089.35,-19.9,-.64,18407762,422.46,49.38,6.8,.62
Nifty Metal,26-07-2017,3251.85,3288.1,3248.2,3283.25,55.7,1.73,81062699,1823.44,15.44,1.57,3.21
Nifty MNC,26-07-2017,12804.8,12861.7,12765.7,12846.1,95.25,.75,32438314,1397.31,26.89,7.53,.99
Nifty Pharma,26-07-2017,9963.65,10044.35,9920,10036.8,106.25,1.07,7996388,620.45,37.04,4.8,.51
Nifty PSU Bank,26-07-2017,3592.15,3624.3,3568.3,3573,-17,-.47,62078618,1075.61,35.9,1.17,.65
Nifty Realty,26-07-2017,282.7,285.9,281.7,282.55,1.5,.53,122114360,785.3,63.56,1.27,.42
Nifty India Consumption,26-07-2017,4482.65,4493.35,4470.65,4488.35,11.2,.25,73308116,2724.19,52.05,5.54,1.01
Nifty Commodities,26-07-2017,3638.9,3654.6,3637.3,3647.85,21.1,.58,105437938,3650.79,16.38,2.07,2.03
Nifty Dividend Opportunities 50,26-07-2017,2443.75,2451.05,2442.5,2447.5,6.65,.27,156775416,3986.1,17.4,3.06,2.53
Nifty Infrastructure,26-07-2017,3382.85,3393.85,3372.85,3391.2,10.6,.31,168224625,1625.11,45.75,2.25,1.03
Nifty PSE,26-07-2017,3949.3,3968.65,3947.5,3956.35,13.8,.35,76414064,1334.26,12.95,1.93,3.13
Nifty Services Sector,26-07-2017,13081.45,13107.1,13046.85,13093.95,38.7,.3,197662424,7847.01,25.57,3.28,.79
Nifty50 Shariah,26-07-2017,-,-,-,2352.21,13.14,.56,32250998,3215.24,21.66,3.44,1.08
Nifty500 Shariah,26-07-2017,-,-,-,2827.02,12.21,.43,218897518,7266.53,25.72,4.13,.92
Nifty Low Volatility 50,26-07-2017,-,-,-,9353.59,19.35,.21,125866362,6129.11,26.33,3.84,1.45
Nifty Alpha 50,26-07-2017,-,-,-,12165.02,21.02,.17,168671133,5672.13,22.11,3.07,.82
Nifty High Beta 50,26-07-2017,-,-,-,2078.69,16.24,.79,470356087,8702.02,182.3,1.33,.72
Nifty50 USD,26-07-2017,-,-,-,5394.7,31.99,.6,-,-,-,-,-
Nifty100 Equal Weight,26-07-2017,-,-,-,13393.45,28.37,.21,319230601,14618.3,26.95,3.29,1.38
Nifty100 Liquid 15,26-07-2017,4301.55,4323.25,4285.3,4317.6,25.65,.6,93179894,4820.29,19.35,2.37,.98
