Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,07-04-2014,6694.25,6725.15,6650.4,6695.05,.7,.01,133947319,6707.01,18.84,3.23,1.37
CNX Nifty Junior,07-04-2014,13499.95,13545.1,13338.75,13495.05,7.9,.06,87621438,2308.66,17.31,2.32,1.45
CNX 100,07-04-2014,6590.75,6619,6543.7,6591.1,1.15,.02,221568757,9015.67,18.61,3.06,1.38
CNX 200,07-04-2014,3355.5,3368.9,3330.95,3354.35,-.45,-.01,615251335,11526.1,18.47,2.86,1.4
CNX 500,07-04-2014,5236.3,5256.6,5198.5,5234.2,-.3,-.01,797272198,12797.42,19.03,2.64,1.41
NIFTY Midcap 50,07-04-2014,2490.65,2507,2458.6,2485.65,-4.8,-.19,207308795,1585.1,13,1.37,1.76
CNX Midcap,07-04-2014,8648.75,8685.05,8556.65,8616.95,-23.9,-.28,223370136,2206.84,14.3,1.95,1.65
CNX Smallcap,07-04-2014,3841.6,3874.35,3805.1,3839.05,2.25,.06,255123599,1509.14,198.63,1.02,1.71
CNX Nifty Dividend,07-04-2014,-,-,-,0,0,-,-,-,-,-,-
CNX Auto,07-04-2014,5804,5853.75,5788.85,5824.2,13.15,.23,24799897,732.36,26.64,4.88,1.12
CNX Bank,07-04-2014,12562.35,12615.35,12439.55,12506.45,-45.25,-.36,27570018,1989.49,14.05,2.2,1.43
CNX Energy,07-04-2014,8419.4,8484.1,8341.85,8396,-7.2,-.09,29603629,763.55,12.82,1.75,1.93
CNX Finance,07-04-2014,5219.9,5240.25,5163.35,5202,-12.5,-.24,38028764,2250.54,15.49,2.6,1.42
CNX FMCG,07-04-2014,17824.55,17876.45,17611.55,17828.4,3.9,.02,15979685,563.89,35.54,12.22,1.52
CNX IT,07-04-2014,9355.05,9400.05,9296.1,9374.45,-14.95,-.16,7780387,986.66,21.44,6.66,1.08
CNX Media,07-04-2014,1827.85,1838.75,1808.3,1818.05,-10.85,-.59,10944890,162.8,35.15,3.89,.87
CNX Metal,07-04-2014,2529,2550.05,2494.7,2536.25,7.25,.29,30397730,657.74,13.19,1.3,1.92
CNX MNC,07-04-2014,6464.2,6474.7,6392.7,6463.75,5.15,.08,22747656,894.91,35.81,6.29,1.43
CNX Pharma,07-04-2014,7886.05,7915.4,7763.05,7825.45,-17.8,-.23,25398093,1417.15,46.16,6.2,.66
CNX PSU Bank,07-04-2014,2765.1,2781.15,2732.7,2766.1,7,.25,22539659,914.81,8.89,.99,2.99
CNX Realty,07-04-2014,196.95,199.4,191.2,193.5,-3.4,-1.73,183966557,899.7,41.09,.99,.96
CNX Consumption,07-04-2014,2647.6,2654,2626.85,2649.05,2.05,.08,44445319,1549.11,27.26,4.46,1.23
CNX Commodities,07-04-2014,2421.9,2441.55,2407.55,2428.65,9.85,.41,64746978,1615.76,12.64,1.62,2.07
CNX Dividend Opportunities,07-04-2014,1708.85,1716.05,1692.65,1704.6,-3.65,-.21,69141813,1621.97,11.37,2.02,3.21
CNX Infrastructure,07-04-2014,2615.45,2633.9,2592,2620.85,7.95,.3,147938677,1445.85,18.45,2.03,1.38
CNX PSE,07-04-2014,2827.85,2847.3,2797.1,2817.05,-7.6,-.27,45719484,747.16,9.55,1.67,3.35
CNX Service Sector,07-04-2014,8075.8,8107.9,8009.55,8070.85,-7.65,-.09,89577332,4129.47,16.86,2.96,1.34
CNX Nifty Shariah,07-04-2014,-,-,-,1523.76,1.98,.13,24156730,1669.04,19.52,3.6,1.2
CNX 500 Shariah,07-04-2014,-,-,-,1626.98,-1.42,-.09,83072727,2673.55,20.71,3.86,1.14
CNX Low Volatility,07-04-2014,-,-,-,4986.21,-7.42,-.15,56935011,3312.92,20.22,3.22,1.43
CNX Alpha Index,07-04-2014,-,-,-,5294.64,-17.48,-.33,60218175,2639.65,22.97,4.25,.68
CNX High Beta,07-04-2014,-,-,-,1450.09,.34,.02,437025980,4257.52,16.59,.9,2.12
CNX DEFTY,07-04-2014,-,-,-,3869.73,24.33,.63,-,-,-,-,-
CNX 100 Equal Weight,07-04-2014,-,-,-,7870.39,-5.31,-.07,221568757,9015.67,16.01,2.25,1.64
LIX 15,07-04-2014,2843.2,2856.35,2811.55,2837.05,-5.15,-.18,53495054,2078.92,16.27,1.78,1.1
CPSE,07-04-2014,1952.35,1968.15,1927.5,1949.55,1.2,.06,13546075,392.48,10.85,2,3.4
NV 20,07-04-2014,-,-,-,3067.18,-4.05,-.13,41511402,3052.94,14.13,2.36,1.86
