Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,02-04-2014,6757.6,6763.5,6723.6,6752.55,31.5,.47,173335875,8007.75,19,3.26,1.36
CNX Nifty Junior,02-04-2014,13507.3,13605.65,13486.05,13591.3,168.1,1.25,101448225,2615.62,17.44,2.34,1.44
CNX 100,02-04-2014,6644.85,6651.9,6615.05,6646.35,38.2,.58,274784100,10623.37,18.76,3.09,1.37
CNX 200,02-04-2014,3377.2,3384.45,3365,3381.75,23.5,.7,560312535,13428.92,18.62,2.88,1.39
CNX 500,02-04-2014,5261.7,5276.1,5246.25,5272.4,39.55,.76,790584413,15175.1,19.16,2.66,1.4
NIFTY Midcap 50,02-04-2014,2468.2,2508.35,2464.45,2504.7,52.05,2.12,197502395,2328.38,13.1,1.38,1.75
CNX Midcap,02-04-2014,8639.75,8721.35,8629.6,8713.1,125.8,1.46,244033601,3242.21,14.46,1.97,1.63
CNX Smallcap,02-04-2014,3731.5,3799.05,3731.5,3796.25,89.65,2.42,200599837,1548.99,170.22,1.01,1.76
CNX Nifty Dividend,02-04-2014,-,-,-,0,0,-,-,-,-,-,-
CNX Auto,02-04-2014,5854.05,5896.15,5821.7,5879.05,65.9,1.13,33107968,809.78,26.89,4.93,1.11
CNX Bank,02-04-2014,12674.35,12740.15,12542.35,12715.3,126.8,1.01,38599263,2411.7,14.28,2.24,1.41
CNX Energy,02-04-2014,8448.5,8551.3,8419.2,8537.4,111.3,1.32,41685286,1171.32,13.03,1.78,1.9
CNX Finance,02-04-2014,5265.75,5293.6,5225.3,5281.75,53.1,1.02,53444043,2548.92,15.73,2.64,1.4
CNX FMCG,02-04-2014,18153.6,18155.75,17676.6,17821.7,-280.6,-1.55,26819421,998.57,35.53,12.22,1.52
CNX IT,02-04-2014,9515.05,9542.65,9463.6,9479.9,40.15,.43,16859016,1326.76,21.68,6.74,1.07
CNX Media,02-04-2014,1828.65,1856.3,1823.95,1852.25,34.5,1.9,18061114,175.76,35.81,3.96,.86
CNX Metal,02-04-2014,2535.3,2540.45,2506.05,2515.7,-13.3,-.53,32634720,698.8,13.08,1.28,1.94
CNX MNC,02-04-2014,6431.65,6444.2,6395,6405.45,-13.35,-.21,22307895,922.78,35.48,6.24,1.44
CNX Pharma,02-04-2014,7682,7809.85,7676.65,7761.2,99.7,1.3,19527320,1027.44,45.78,6.15,.66
CNX PSU Bank,02-04-2014,2746.25,2817.1,2706,2807,92.95,3.42,39702210,1324.15,9.02,1.01,2.95
CNX Realty,02-04-2014,188.45,192,187.85,191.6,4.25,2.27,85814205,498.07,40.69,.98,.97
CNX Consumption,02-04-2014,2669.45,2674.75,2652.1,2660.55,5.15,.19,58929649,2238.6,27.38,4.48,1.23
CNX Commodities,02-04-2014,2430.4,2433.35,2413.95,2425.6,2.15,.09,81336322,2123.64,12.63,1.62,2.07
CNX Dividend Opportunities,02-04-2014,1714.25,1723.6,1702.6,1720.6,14.65,.86,125040524,2652.12,11.37,2.01,3.2
CNX Infrastructure,02-04-2014,2638.9,2674.2,2632.1,2663.75,44.35,1.69,118085169,1544.59,18.75,2.06,1.36
CNX PSE,02-04-2014,2861.6,2884.2,2855.7,2879.85,26.45,.93,61479424,818.52,9.76,1.7,3.28
CNX Service Sector,02-04-2014,8167.75,8196.75,8133.85,8185.15,76.05,.94,112910845,4845.79,17.1,3,1.32
CNX Nifty Shariah,02-04-2014,-,-,-,1534.08,7.04,.46,32761636,2359.96,19.65,3.62,1.19
CNX 500 Shariah,02-04-2014,-,-,-,1639.54,7.88,.48,101472695,3831.78,20.87,3.89,1.13
CNX Low Volatility,02-04-2014,-,-,-,5018.43,-3.2,-.06,74536881,3934.77,20.35,3.24,1.42
CNX Alpha Index,02-04-2014,-,-,-,5342.93,71.88,1.36,80786536,3478.13,23.18,4.29,.67
CNX High Beta,02-04-2014,-,-,-,1443.86,43.48,3.1,319895114,4703.24,16.52,.89,2.12
CNX DEFTY,02-04-2014,-,-,-,3922.73,47.77,1.23,-,-,-,-,-
CNX 100 Equal Weight,02-04-2014,-,-,-,7935.12,79.15,1.01,274784100,10623.37,16.14,2.27,1.62
LIX 15,02-04-2014,2861.25,2874,2837.4,2871,30.45,1.07,68411093,2537.79,16.47,1.8,1.09
CPSE,02-04-2014,1979.95,1996.2,1971.1,1991.95,18.25,.92,11712034,335.98,11.08,2.04,3.33
NV 20,02-04-2014,-,-,-,3105.76,23.74,.77,54428167,3848.36,14.31,2.39,1.84
