Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,23-04-2014,6823.25,6861.6,6820.75,6840.8,25.45,.37,182972972,9247.25,19.2,3.3,1.34
CNX Nifty Junior,23-04-2014,13849.75,13939.8,13798.6,13827.15,-3.1,-.02,127915838,3290.79,17.77,2.38,1.41
CNX 100,23-04-2014,6723.9,6755.15,6721.3,6737.2,21.35,.32,310888810,12538.04,18.99,3.13,1.35
CNX 200,23-04-2014,3424.85,3441,3423.3,3431.1,10.3,.3,645517621,15456.91,18.86,2.93,1.37
CNX 500,23-04-2014,5352.8,5377.95,5351.85,5362.45,15.85,.3,849320479,16963.64,19.46,2.7,1.38
NIFTY Midcap 50,23-04-2014,2589.85,2601.6,2565.3,2573,-13.45,-.52,245653882,2877.41,13.46,1.41,1.7
CNX Midcap,23-04-2014,8916.45,8958.2,8885.1,8902.2,-1.6,-.02,289991742,4007.59,14.77,2.01,1.6
CNX Smallcap,23-04-2014,3993.65,4022.4,3992.5,3999.35,6.55,.16,196060457,1230.48,206.94,1.07,1.65
CNX Nifty Dividend,23-04-2014,-,-,-,.32,0,-,-,-,-,-,-
CNX Auto,23-04-2014,5975.25,6007.2,5955.25,5979.2,14,.23,29381702,1018.33,27.35,5.01,1.09
CNX Bank,23-04-2014,12961.35,13176.05,12957.9,13122.1,135,1.04,49608481,3134.13,14.72,2.31,1.36
CNX Energy,23-04-2014,8612.55,8671.95,8547.8,8562.75,-36.15,-.42,46570711,1170.01,13.06,1.78,1.89
CNX Finance,23-04-2014,5331.65,5401.15,5331.65,5385.65,42.75,.8,58847716,3255.76,16.04,2.69,1.37
CNX FMCG,23-04-2014,18151,18194.4,18036.25,18161.35,57.15,.32,18417477,883.04,36.22,12.45,1.49
CNX IT,23-04-2014,9318.65,9348.9,9260.45,9272.05,-7.15,-.08,15495721,1486.07,20.94,6.59,1.09
CNX Media,23-04-2014,1738.35,1771.05,1738.35,1763.1,22.9,1.32,5666331,77.51,34.07,3.77,.9
CNX Metal,23-04-2014,2611.3,2626.5,2604.5,2620.3,9.05,.35,42430913,879.94,13.63,1.34,1.86
CNX MNC,23-04-2014,6528.9,6555.2,6523.75,6531.8,4.1,.06,19792826,688.27,36.44,6.36,1.41
CNX Pharma,23-04-2014,7930,8043,7930,7974.35,32.6,.41,10431093,778.65,47.52,6.32,.65
CNX PSU Bank,23-04-2014,2909.75,2962.6,2909.75,2946.95,34.45,1.18,41255204,1333.68,9.47,1.06,2.81
CNX Realty,23-04-2014,190.2,191.9,188.15,188.75,-2.75,-1.44,121851521,628.91,40.08,.97,.99
CNX Consumption,23-04-2014,2676,2686.5,2671.5,2675.95,.1,0,53282086,2165.72,27.68,4.53,1.22
CNX Commodities,23-04-2014,2495.4,2503.3,2480.15,2487.2,-7,-.28,108970818,2504.48,12.95,1.66,2.03
CNX Dividend Opportunities,23-04-2014,1739,1747.3,1735.05,1740.7,3.95,.23,117249595,2700.37,11.64,2.06,3.14
CNX Infrastructure,23-04-2014,2748.95,2766.3,2743.4,2748.2,13.95,.51,155899455,2162.02,19.35,2.13,1.32
CNX PSE,23-04-2014,2904.95,2928.45,2890.55,2897.8,-1.65,-.06,79786001,1311.09,9.82,1.71,3.26
CNX Service Sector,23-04-2014,8187.7,8240.1,8187.7,8222.75,38.55,.47,131455253,6100.72,17.11,3.02,1.32
CNX Nifty Shariah,23-04-2014,-,-,-,1545.48,-1.38,-.09,34005833,2401.03,19.55,3.65,1.17
CNX 500 Shariah,23-04-2014,-,-,-,1653.77,-1.62,-.1,105970080,3894.07,20.87,3.92,1.12
CNX Low Volatility,23-04-2014,-,-,-,5078.13,.01,0,72001934,3930.07,23.01,3.82,1.5
CNX Alpha Index,23-04-2014,-,-,-,5397.31,33.31,.62,71602598,3172.99,21.82,3.31,.69
CNX High Beta,23-04-2014,-,-,-,1509.54,-.29,-.02,345085964,5858.58,11.54,.89,2.23
CNX DEFTY,23-04-2014,-,-,-,3881.45,-8.07,-.21,-,-,-,-,-
CNX 100 Equal Weight,23-04-2014,-,-,-,8058.03,2.42,.03,310888810,12538.04,16.37,2.31,1.6
LIX 15,23-04-2014,2941.65,2962.4,2939.7,2951.2,8.45,.29,65984867,2975.13,16.91,1.85,1.05
CPSE,23-04-2014,2017.6,2037.25,2004.4,2016.75,5.55,.28,23722763,705.16,11.22,2.06,3.29
NV 20,23-04-2014,-,-,-,3152.43,12.71,.4,57126035,4076.11,14.61,2.46,1.8
