Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,17-04-2014,6695.45,6783.05,6684.4,6779.4,104.1,1.56,131488368,6952.58,19.04,3.27,1.36
CNX Nifty Junior,17-04-2014,13524.75,13664.15,13512.85,13657.9,185.8,1.38,102600015,2567.95,17.52,2.35,1.43
CNX 100,17-04-2014,6593.45,6676.1,6584,6673.65,100.85,1.53,234088383,9520.53,18.82,3.1,1.37
CNX 200,17-04-2014,3359.05,3401.05,3355.2,3399.8,51.4,1.54,505285890,12121.98,18.7,2.9,1.38
CNX 500,17-04-2014,5246.3,5312.65,5242.3,5310.75,80.4,1.54,651546530,13467.29,19.28,2.68,1.39
NIFTY Midcap 50,17-04-2014,2526.5,2574.1,2520.7,2570.7,55.9,2.22,204051763,2802.79,13.45,1.41,1.7
CNX Midcap,17-04-2014,8737.3,8840.15,8727.4,8833.4,127.4,1.46,233485219,3715.03,14.66,2,1.61
CNX Smallcap,17-04-2014,3902.15,3966.5,3902.15,3961,70.2,1.8,161127719,1140.98,204.96,1.06,1.66
CNX Nifty Dividend,17-04-2014,-,-,-,0,0,-,-,-,-,-,-
CNX Auto,17-04-2014,5809.95,5920.75,5809.3,5915.3,130.8,2.26,39369631,815.46,27.06,4.96,1.1
CNX Bank,17-04-2014,12564.55,12819.1,12514.8,12787.25,224.1,1.78,32613346,2056.63,14.37,2.25,1.4
CNX Energy,17-04-2014,8405.3,8532.85,8397.4,8521.9,137.5,1.64,31163659,732.84,13.01,1.77,1.9
CNX Finance,17-04-2014,5198.7,5284.6,5181.5,5279.55,83.2,1.6,35800288,2073.13,15.73,2.64,1.4
CNX FMCG,17-04-2014,18023.25,18257.1,17906.85,18241.4,258.05,1.43,16703832,723.74,36.38,12.51,1.48
CNX IT,17-04-2014,9363.05,9407,9240.5,9390.2,117.05,1.26,17871890,1951.55,21.21,6.67,1.08
CNX Media,17-04-2014,1762.15,1773.95,1758.05,1760.8,-4.9,-.28,6060300,95.34,34.02,3.77,.9
CNX Metal,17-04-2014,2528.5,2578.3,2528.5,2574.4,46.1,1.82,33495195,651.34,13.39,1.31,1.89
CNX MNC,17-04-2014,6482.35,6549.2,6471.15,6543.45,69.2,1.07,10211142,423.92,36.25,6.37,1.41
CNX Pharma,17-04-2014,7892.1,7958,7891.55,7941.6,64.45,.82,5952072,407.83,46.85,6.29,.65
CNX PSU Bank,17-04-2014,2805.4,2875.5,2789.55,2871.4,80.8,2.9,31506671,1114.87,9.23,1.03,2.88
CNX Realty,17-04-2014,188.3,192.65,188.05,192.2,4.95,2.64,98079146,549.17,40.81,.99,.97
CNX Consumption,17-04-2014,2645.05,2668.2,2642.3,2666.65,25.1,.95,32323218,1496.84,27.52,4.51,1.23
CNX Commodities,17-04-2014,2431.55,2473.7,2431.55,2471.05,42.1,1.73,69003959,1693.22,12.87,1.65,2.04
CNX Dividend Opportunities,17-04-2014,1699.9,1724.9,1697.05,1723.5,25.1,1.48,89635869,1852.14,11.52,2.04,3.17
CNX Infrastructure,17-04-2014,2629.6,2663.3,2618.55,2661,37,1.41,130468114,1805.63,18.73,2.06,1.36
CNX PSE,17-04-2014,2818.05,2859.65,2807.05,2855.75,40.3,1.43,52517358,862.53,9.68,1.69,3.3
CNX Service Sector,17-04-2014,8074.7,8159.5,8049.3,8154.1,111.95,1.39,89099017,4722.68,16.98,2.99,1.33
CNX Nifty Shariah,17-04-2014,-,-,-,1547.26,21.4,1.4,24302508,2087.79,19.7,3.66,1.18
CNX 500 Shariah,17-04-2014,-,-,-,1652.68,21.45,1.32,83110132,3393.68,20.93,3.92,1.13
CNX Low Volatility,17-04-2014,-,-,-,5041.71,42.71,.85,49007309,3030.43,22.81,3.79,1.51
CNX Alpha Index,17-04-2014,-,-,-,5306.33,77.47,1.48,71528607,3301.03,21.46,3.25,.7
CNX High Beta,17-04-2014,-,-,-,1493.57,41.68,2.87,280066974,4695.17,11.43,.88,2.25
CNX DEFTY,17-04-2014,-,-,-,3890.42,49.93,1.3,-,-,-,-,-
CNX 100 Equal Weight,17-04-2014,-,-,-,7991.11,122.35,1.55,234088383,9520.53,16.24,2.29,1.61
LIX 15,17-04-2014,2855.45,2912.7,2855.45,2909.65,63.35,2.23,49068371,2216.94,16.67,1.83,1.07
CPSE,17-04-2014,1953.15,1982.1,1941.65,1978.85,32.15,1.65,15535874,449.1,11.01,2.03,3.35
NV 20,17-04-2014,-,-,-,3113.76,56.03,1.83,42408245,3413.58,14.43,2.43,1.82
