Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,15-04-2014,6792.7,6813.4,6711.75,6733.1,-43.2,-.64,123197822,7100.26,18.95,3.25,1.37
CNX Nifty Junior,15-04-2014,13820.1,13862,13546.85,13574.7,-241.35,-1.75,96394927,2443.25,17.42,2.33,1.44
CNX 100,15-04-2014,6696.05,6712.55,6611.45,6628.75,-53.1,-.79,219592749,9543.5,18.72,3.08,1.38
CNX 200,15-04-2014,3412.6,3420.7,3370.15,3378.15,-26.15,-.77,502628462,12022.87,18.61,2.88,1.39
CNX 500,15-04-2014,5330.25,5334.9,5267.1,5278.15,-39.55,-.74,678141240,13428.12,19.19,2.66,1.4
NIFTY Midcap 50,15-04-2014,2591.3,2597.25,2546.15,2554.4,-28.8,-1.11,185383719,2330.96,13.36,1.4,1.72
CNX Midcap,15-04-2014,8889.35,8901.1,8762.4,8778.65,-75.75,-.86,205106606,3092.36,14.57,1.99,1.62
CNX Smallcap,15-04-2014,4017.6,4032.8,3949.1,3959.75,-41.8,-1.04,199067365,1360.82,204.89,1.06,1.66
CNX Nifty Dividend,15-04-2014,-,-,-,0,0,-,-,-,-,-,-
CNX Auto,15-04-2014,5886.15,5901.75,5763.6,5822.7,-64.9,-1.1,24807492,753.75,26.64,4.88,1.12
CNX Bank,15-04-2014,12830.5,12831.6,12537.7,12579.9,-260.3,-2.03,27141605,1661.47,14.14,2.21,1.42
CNX Energy,15-04-2014,8487,8495.2,8377.5,8466.7,-30.95,-.36,32158631,778.73,12.93,1.76,1.91
CNX Finance,15-04-2014,5338.35,5338.35,5213.3,5226.85,-119.1,-2.23,33273714,1788.66,15.57,2.61,1.41
CNX FMCG,15-04-2014,17898.25,17976.4,17664.15,17858.45,40.85,.23,13092365,924.34,35.62,12.25,1.52
CNX IT,15-04-2014,9452.6,9554.75,9387.05,9491.6,179.6,1.93,16877121,2213.17,21.71,6.75,1.06
CNX Media,15-04-2014,1812.35,1815.3,1767.8,1780.55,-28.15,-1.56,9967427,123.07,34.4,3.81,.89
CNX Metal,15-04-2014,2595.25,2615.3,2510.65,2523.95,-71.65,-2.76,31485055,683.62,13.12,1.29,1.93
CNX MNC,15-04-2014,6556.85,6585.95,6457.2,6510.95,-55,-.84,10292049,397.01,36.07,6.34,1.42
CNX Pharma,15-04-2014,7997.7,7997.7,7892.7,7900.8,-64,-.8,7266478,467,46.61,6.26,.65
CNX PSU Bank,15-04-2014,2879.35,2880.45,2795.25,2808.85,-63.45,-2.21,29598654,905.72,9.03,1.01,2.95
CNX Realty,15-04-2014,201.75,202.65,194.1,195.05,-6.05,-3.01,99420960,575.05,41.41,1,.96
CNX Consumption,15-04-2014,2662.5,2673.45,2634.65,2654.95,.75,.03,40100455,1896,27.4,4.49,1.23
CNX Commodities,15-04-2014,2484.4,2487.7,2441.5,2449.25,-34,-1.37,71869599,1678.65,12.75,1.64,2.06
CNX Dividend Opportunities,15-04-2014,1729.4,1732.25,1702.3,1716.3,-11.95,-.69,90761497,1823.6,11.47,2.03,3.19
CNX Infrastructure,15-04-2014,2687.15,2698.6,2666,2680.6,-10.25,-.38,134682059,1583.46,18.87,2.07,1.35
CNX PSE,15-04-2014,2865.8,2870.55,2829.65,2851.55,-12.6,-.44,55628967,920.64,9.67,1.69,3.31
CNX Service Sector,15-04-2014,8230.1,8254.6,8121.6,8139.95,-57.35,-.7,91058789,4749.06,17.01,2.99,1.33
CNX Nifty Shariah,15-04-2014,-,-,-,1544.73,10.3,.67,23114052,1710.88,19.79,3.65,1.18
CNX 500 Shariah,15-04-2014,-,-,-,1647.99,6.47,.39,70932870,2962.69,20.98,3.91,1.13
CNX Low Volatility,15-04-2014,-,-,-,5026.09,-22.69,-.45,44619849,2553.63,22.74,3.78,1.52
CNX Alpha Index,15-04-2014,-,-,-,5279.47,-36.45,-.69,57832197,3107.34,21.42,3.23,.71
CNX High Beta,15-04-2014,-,-,-,1486.67,-29.74,-1.96,298075422,4408.54,11.38,.88,2.26
CNX DEFTY,15-04-2014,-,-,-,3871.46,-24.51,-.63,-,-,-,-,-
CNX 100 Equal Weight,15-04-2014,-,-,-,7941.65,-93.38,-1.16,219592749,9543.5,16.15,2.27,1.62
LIX 15,15-04-2014,2917.75,2929.65,2844.75,2853.15,-47.8,-1.65,52814440,2698.36,16.35,1.79,1.09
CPSE,15-04-2014,1976.55,1979.5,1952.45,1966.95,-8.55,-.43,19675662,587.92,10.94,2.01,3.37
NV 20,15-04-2014,-,-,-,3094.85,-5.44,-.18,38513687,3293.06,14.34,2.41,1.83
