Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,13-01-2015,8346.15,8356.65,8267.9,8299.4,-23.6,-.28,129561892,6499.2,21.21,3.5,1.27
CNX Nifty Junior,13-01-2015,18775.4,18838.6,18628,18688.5,-26.1,-.14,76564990,3194.95,20.71,2.75,1.03
CNX 100,13-01-2015,8350.8,8362.7,8275.25,8305.3,-21.75,-.26,206126882,9694.15,21.13,3.35,1.23
CNX 200,13-01-2015,4319,4325.95,4280.6,4297.15,-9.55,-.22,485014073,13139.37,20.97,3.23,1.29
CNX 500,13-01-2015,6835.25,6846.7,6777.7,6801.4,-13.65,-.2,633102324,15131.78,22.05,3.09,1.27
NIFTY Midcap 50,13-01-2015,3389.9,3395.4,3347.8,3359.45,-19.6,-.58,168612546,2159.16,16.32,1.78,1.24
CNX Midcap,13-01-2015,12679.65,12717.75,12601.35,12643.95,1.4,.01,237389894,4192.94,18.93,2.42,1.55
CNX Smallcap,13-01-2015,5356.35,5370.85,5296.2,5320.15,-17,-.32,137666631,1514.11,34.45,1.41,1.59
CNX Nifty Dividend,13-01-2015,-,-,-,97.89,0,-,-,-,-,-,-
CNX Auto,13-01-2015,8415.45,8462.15,8363.95,8398.8,-10.75,-.13,28975113,1045.56,41.23,6.43,.84
CNX Bank,13-01-2015,18889,18920.65,18642.8,18707.2,-88.65,-.47,44597947,2054.14,19.1,2.9,.96
CNX Energy,13-01-2015,8469.65,8483.7,8352.7,8374.8,-88.9,-1.05,22583362,653.06,11.74,1.57,2.07
CNX Finance,13-01-2015,7470.45,7477.15,7372.85,7401.6,-37.05,-.5,47429488,1910.92,20.48,3.25,1.05
CNX FMCG,13-01-2015,20563.45,20702.75,20464.8,20603,85.2,.42,23630898,1111.98,36.63,13.18,1.41
CNX IT,13-01-2015,11545.25,11546.6,11437.95,11502.8,-40.85,-.35,12511358,1417.51,21.26,6.52,1.24
CNX Media,13-01-2015,2304.85,2319.4,2288.25,2293.9,-3.65,-.16,8887168,110.42,56.48,5.43,.8
CNX Metal,13-01-2015,2562.7,2575.6,2541.5,2546.75,-8.45,-.33,30525484,584.35,10.82,1.1,3.16
