Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,08-01-2015,8191.4,8243.5,8167.3,8234.6,132.5,1.64,143802802,8147.4,21.04,3.47,1.28
CNX Nifty Junior,08-01-2015,18488.15,18690.55,18476.45,18662.1,353.25,1.93,78886563,2689.51,20.68,2.74,1.03
CNX 100,08-01-2015,8200.2,8254.4,8181.2,8248.8,136.45,1.68,222689365,10836.91,20.98,3.33,1.24
CNX 200,08-01-2015,4243.6,4270.3,4235,4267.75,69.8,1.66,522581182,13951.62,20.82,3.21,1.29
CNX 500,08-01-2015,6715.35,6758.25,6708,6755.45,110.5,1.66,654891539,15779.94,21.9,3.07,1.28
NIFTY Midcap 50,08-01-2015,3298.5,3345.55,3296.85,3341.7,80.5,2.47,173003226,2280.03,16.23,1.77,1.25
CNX Midcap,08-01-2015,12479.9,12583.55,12479.9,12575.9,215,1.74,236676129,3701.92,18.83,2.4,1.55
CNX Smallcap,08-01-2015,5229.8,5276.95,5229.8,5269.9,95.45,1.84,142607857,1158.94,34.36,1.4,1.61
CNX Nifty Dividend,08-01-2015,-,-,-,97.89,0,-,-,-,-,-,-
CNX Auto,08-01-2015,8330.5,8406.3,8330.5,8397.3,142.6,1.73,55471881,2312.47,41.22,6.43,.84
CNX Bank,08-01-2015,18587.1,18752.3,18486.2,18701.4,397.15,2.17,47744703,2208.7,19.09,2.9,.97
CNX Energy,08-01-2015,8471.65,8497.7,8400.65,8450.5,45.6,.54,31230517,1057.33,11.85,1.58,2.06
CNX Finance,08-01-2015,7373.35,7443.75,7335.4,7424.9,161.1,2.22,54049957,2490.14,20.53,3.26,1.05
CNX FMCG,08-01-2015,19947.85,20284.7,19947.85,20244.15,403.05,2.03,15353685,759.58,35.97,12.94,1.43
CNX IT,08-01-2015,11031.15,11058.15,10915.05,11018.15,102.15,.94,12975117,1485.63,20.33,6.24,1.3
CNX Media,08-01-2015,2289.15,2298.55,2274.05,2285.7,10,.44,7265921,121.14,56.28,5.41,.8
CNX Metal,08-01-2015,2604.7,2613.55,2580.9,2609.25,40.6,1.58,26956804,558.8,11.08,1.13,3.08
CNX MNC,08-01-2015,9119.55,9201.8,9119.55,9180.65,117.15,1.29,10532828,757.77,38.94,6.48,1.05
CNX Pharma,08-01-2015,10666.3,10748.1,10666.3,10737.6,132.65,1.25,4555159,464.39,34.51,7.4,.61
CNX PSU Bank,08-01-2015,4153.2,4178.85,4133.05,4164.75,73.15,1.79,33071175,792.06,13.09,1.31,1.4
CNX Realty,08-01-2015,200.2,203.85,198.75,203.5,6.1,3.09,75059526,363.66,30.42,1,.99
CNX Consumption,08-01-2015,3346.7,3380.7,3346.7,3377.8,50.7,1.52,48886736,3144.39,29.61,5.05,1.02
CNX Commodities,08-01-2015,2644.4,2665,2634.15,2663.15,46.35,1.77,64678827,2035.59,13.47,1.57,2.33
CNX Dividend Opportunities,08-01-2015,2138.7,2158.05,2136.05,2156.05,37.8,1.78,100299458,3702.38,13.71,2.19,2.72
CNX Infrastructure,08-01-2015,3036.45,3056.25,3032.75,3052.6,46.25,1.54,104175671,1312.88,19.87,2.13,1.15
CNX PSE,08-01-2015,3517.15,3538.35,3498.5,3534.05,54,1.55,46065766,1365.83,11.41,1.89,3.08
CNX Service Sector,08-01-2015,10514.2,10571.1,10475.55,10562.5,180.55,1.74,95609122,4434.08,19.43,3.36,1.16
CNX Nifty Shariah,08-01-2015,-,-,-,1770.43,20.15,1.15,29768698,2407.59,18.2,3.08,1.04
CNX 500 Shariah,08-01-2015,-,-,-,2035.99,25.56,1.27,95753884,4477.54,21.79,3.68,.96
CNX Low Volatility,08-01-2015,-,-,-,6894.32,94.36,1.39,61787381,5700.6,25.55,4.8,1.27
CNX Alpha Index,08-01-2015,-,-,-,8343.39,151.6,1.85,91371701,1968.74,27.94,3.99,.54
CNX High Beta,08-01-2015,-,-,-,1857.32,45.64,2.52,235703004,3585.43,13.78,.95,1.45
CNX DEFTY,08-01-2015,-,-,-,4531.4,106.83,2.41,-,-,-,-,-
CNX 100 Equal Weight,08-01-2015,-,-,-,10386.4,199.41,1.96,222689365,10836.91,19.11,2.53,1.33
LIX 15,08-01-2015,3724.8,3742.8,3702.05,3739.65,64.45,1.75,56769242,1936.58,17.89,1.98,1.04
CPSE,08-01-2015,2469.9,2473.75,2445.6,2467.7,29.7,1.22,17898487,741.36,10.52,2.3,3.51
NV 20,08-01-2015,-,-,-,3802.93,39.03,1.04,71628483,4638.99,15.77,2.57,1.59
LIX15 Midcap,08-01-2015,-,-,-,3121.54,90.92,3,84955185,1159.74,12.8,1.68,1.42
CNX Shariah25,08-01-2015,-,-,-,3023.91,41.98,1.41,28590829,3391.41,23.63,5.09,1.04
India VIX,08-01-2015,18.14,18.14,15.3825,16.47,-1.67,-9.19,-,-,-,-,-
NI15,08-01-2015,4746,4789.25,4743.85,4785.4,73.3,1.56,25906052,3353.14,28.51,8.71,1.18
NIFTY TR 1X Inverse,08-01-2015,426.6,427.8,423.85,424.3,-6.95,-1.61,-,-,-,-,-
NIFTY TR 2X Leverage,08-01-2015,4105.55,4156.45,4082.65,4148.4,130.55,3.25,-,-,-,-,-
NIFTY PR 1X Inverse,08-01-2015,456.4,457.7,453.5,453.95,-7.45,-1.61,-,-,-,-,-
NIFTY PR 2x Leverage,08-01-2015,3588.6,3633.1,3568.6,3626.05,114.1,3.25,-,-,-,-,-
