Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,22-01-2015,8745.85,8774.15,8727,8761.4,31.9,.37,180912372,9025.95,22.25,3.69,1.2
CNX Nifty Junior,22-01-2015,19217.45,19333.95,19142.1,19255.3,38.85,.2,75879129,2629.76,21.25,2.83,1
CNX 100,22-01-2015,8718.85,8749.15,8698.35,8734.6,29.6,.34,256791501,11655.71,22.09,3.53,1.17
CNX 200,22-01-2015,4504,4519.25,4491.35,4510.7,14,.31,647697896,14929.01,21.88,3.39,1.22
CNX 500,22-01-2015,7111.65,7136.1,7092.95,7121.85,22.25,.31,828372340,17142.24,22.96,3.24,1.21
NIFTY Midcap 50,22-01-2015,3453,3470.5,3419.95,3441.35,-7.45,-.22,176944119,2320.56,16.7,1.83,1.2
CNX Midcap,22-01-2015,12959.1,13041.05,12925.45,12988.95,27.15,.21,237538225,3632.39,19.38,2.48,1.51
CNX Smallcap,22-01-2015,5513.15,5521.1,5465,5498.2,6.35,.12,281021058,1938.73,35.94,1.47,1.53
CNX Nifty Dividend,22-01-2015,-,-,-,98.86,0,-,-,-,-,-,-
CNX Auto,22-01-2015,8797.2,8857.05,8784.45,8842,62.05,.71,33636057,1495.06,43.51,6.75,.79
CNX Bank,22-01-2015,19898.5,19964.25,19788.7,19917.65,74.4,.37,48970464,2088.71,20.08,3.09,.91
CNX Energy,22-01-2015,8762.35,8769.55,8640.15,8693,-73.45,-.84,32023207,1106.31,12.28,1.63,2
CNX Finance,22-01-2015,7992.15,8009.6,7955.45,7995.5,18.8,.24,59693788,2585.74,21.98,3.52,.97
CNX FMCG,22-01-2015,20696.5,20980.7,20574.15,20670.8,-3.1,-.01,34327901,1395.26,35.97,13.23,1.4
CNX IT,22-01-2015,11832.55,11884.5,11782.95,11850.85,37.15,.31,15715515,1655.67,21.4,6.72,1.2
CNX Media,22-01-2015,2400.15,2420.3,2386.15,2410.7,16.65,.7,13688724,219.49,59.3,5.71,.76
CNX Metal,22-01-2015,2576.4,2589.6,2559.9,2580.75,16.15,.63,35199726,705.23,10.96,1.12,3.12
CNX MNC,22-01-2015,9689.55,9733.6,9617.5,9659,6.6,.07,15027566,892.97,40.57,6.8,1
CNX Pharma,22-01-2015,11321.85,11541.35,11321.85,11509.5,188.65,1.67,9724910,994.28,36.99,7.93,.57
CNX PSU Bank,22-01-2015,4426.75,4431,4342.6,4373.55,-34.25,-.78,36557380,925.91,13.75,1.38,1.33
CNX Realty,22-01-2015,215.6,217.6,213.55,216.35,1.3,.6,75623425,414.82,32.13,1.06,.93
CNX Consumption,22-01-2015,3521.5,3539.8,3503.5,3516.45,5.4,.15,53724508,2770.08,30.62,5.24,.98
CNX Commodities,22-01-2015,2739.2,2746.35,2722.8,2742.45,8.25,.3,73222070,2162.25,13.89,1.62,2.26
CNX Dividend Opportunities,22-01-2015,2206.65,2211.9,2183.55,2194.75,-6.55,-.3,114172301,3243.37,13.93,2.23,2.67
CNX Infrastructure,22-01-2015,3227.35,3239.6,3210.65,3227.55,8.55,.27,99142194,1192.21,21.01,2.26,1.09
CNX PSE,22-01-2015,3590.6,3610.25,3578.3,3603.9,16.95,.47,48357968,1165.11,11.63,1.93,3.02
CNX Service Sector,22-01-2015,11330.25,11351.85,11284.15,11335.75,30.35,.27,100637582,4664.44,20.63,3.61,1.08
CNX Nifty Shariah,22-01-2015,-,-,-,1875.8,-3.41,-.18,30775904,2738.72,19.31,3.17,1
CNX 500 Shariah,22-01-2015,-,-,-,2145.48,2.18,.1,125185383,5408.84,23.11,3.81,.92
CNX Low Volatility,22-01-2015,-,-,-,7256.26,34.05,.47,84849910,6324.28,24.9,4.62,1.25
CNX Alpha Index,22-01-2015,-,-,-,8614.34,40.41,.47,54496501,1915.95,20.72,4.75,1.8
CNX High Beta,22-01-2015,-,-,-,1909.38,2.36,.12,248211921,4002.25,14.93,.99,1.36
CNX DEFTY,22-01-2015,-,-,-,4921.01,11.77,.24,-,-,-,-,-
CNX 100 Equal Weight,22-01-2015,-,-,-,10788.42,39,.36,256791501,11655.71,19.59,2.54,1.29
LIX 15,22-01-2015,3978.45,3998.7,3962.1,3994.2,27.85,.7,74125169,2527.7,18.81,2.11,.98
CPSE,22-01-2015,2500.45,2519.75,2495.1,2514.25,17.15,.69,16477179,703.03,10.72,2.34,3.45
NV 20,22-01-2015,-,-,-,4036.78,6.21,.15,76375853,4163.94,16.61,2.72,1.49
LIX15 Midcap,22-01-2015,-,-,-,3138.07,-5.21,-.17,73598487,925.2,12.86,1.69,1.41
CNX Shariah25,22-01-2015,-,-,-,3214.61,-1.12,-.03,33154430,3279.26,24.9,5.31,.97
India VIX,22-01-2015,17.7125,18.7625,14.205,18.57,.85,4.81,-,-,-,-,-
NI15,22-01-2015,5048.95,5091.15,5048.95,5070,31.5,.63,41270803,3507.19,29.76,9.26,1.12
NIFTY TR 1X Inverse,22-01-2015,400.15,401,398.9,399.45,-1.4,-.35,-,-,-,-,-
NIFTY TR 2X Leverage,22-01-2015,4662.2,4691.9,4643,4678.75,33.7,.73,-,-,-,-,-
NIFTY PR 1X Inverse,22-01-2015,428.2,429.05,426.8,427.4,-1.5,-.35,-,-,-,-,-
NIFTY PR 2x Leverage,22-01-2015,4074.5,4100.4,4057.7,4088.9,28.7,.71,-,-,-,-,-
GSEC10 NSE Index,22-01-2015,-,-,-,1374.52,-1.43,-.1,-,-,-,-,-
GSECBM NSE Index,22-01-2015,-,-,-,1316.65,-1.5,-.11,-,-,-,-,-
