Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,05/05/2015,8338.4,8355.65,8280.6,8324.8,-7.15,-0.09,156019941,8138.54,22.45,3.59,1.43
CNX Nifty Junior,05/05/2015,19541,19688.1,19494.8,19669.35,145.5,0.75,83116460,3198.54,22.69,2.97,1.08
CNX 100,05/05/2015,8396.5,8419.3,8349.3,8393.55,3.65,0.04,239136401,11337.08,22.49,3.47,1.37
CNX 200,05/05/2015,4342.6,4355.3,4319.2,4341.75,3.3,0.08,459989577,14303.99,23.13,3.33,1.39
CNX 500,05/05/2015,6880.65,6900.45,6847.4,6878.5,5.1,0.07,593347238,16090.66,24.07,3.17,1.36
NIFTY Midcap 50,05/05/2015,3360.8,3376.15,3342.25,3359.5,-0.8,-0.02,138748343,1833.05,14.3,1.52,2.19
CNX Midcap,05/05/2015,12961.45,13044.15,12949.6,13007.7,59.1,0.46,204301957,3870.8,21.39,2.43,1.52
CNX Smallcap,05/05/2015,5607.9,5643.8,5581.1,5604.1,7.4,0.13,134927918,1343.47,49.48,1.33,1.39
CNX Nifty Dividend,05/05/2015,-,-,-,0.62,0,-,-,-,-,-,-
CNX Auto,05/05/2015,8350.05,8381.75,8295.4,8327.2,-3,-0.04,24057655,1178.15,51.27,6.63,0.84
CNX Bank,05/05/2015,18500,18563.05,18396.8,18471.45,-29.85,-0.16,39419171,1844.4,19.22,2.94,0.95
CNX Energy,05/05/2015,8635.15,8708.55,8566.85,8663.3,42.65,0.49,38022744,1229.39,12.89,1.62,2.01
CNX Finance,05/05/2015,7447.2,7461.3,7396.25,7422.25,-30.2,-0.41,54184790,2796.32,20.63,3.32,1.03
CNX FMCG,05/05/2015,19861.7,19995.45,19770.5,19963.8,52.5,0.26,16490780,790.55,46.51,13.27,1.36
CNX IT,05/05/2015,11252.3,11264.35,11115.5,11170.25,-21.2,-0.19,23245719,1664.94,20.39,5.82,2.05
CNX Media,05/05/2015,2101.55,2106.4,2071.55,2078,-31.1,-1.47,9340176,112.94,53.17,4.98,0.81
CNX Metal,05/05/2015,2443.55,2512.8,2428.85,2508.15,66.4,2.72,43237637,1006.75,14.48,1.25,3.93
CNX MNC,05/05/2015,9809.3,9995.1,9766.3,9975.2,150.4,1.53,14231746,871.6,65.86,7.4,0.94
CNX Pharma,05/05/2015,12354.2,12405.75,12288.05,12391.7,58.1,0.47,10212306,1117.83,53.36,8.93,0.5
CNX PSU Bank,05/05/2015,3577.9,3581.5,3524.25,3530.4,-48.6,-1.36,27925981,498.46,11.45,1.11,1.64
CNX Realty,05/05/2015,211.35,213.8,210.25,212.85,2.65,1.26,54980997,354.59,29.29,1.04,0.95
