Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,22/05/2015,8432.5,8489.55,8420.6,8458.95,37.95,0.45,193080657,8261.69,22.94,3.62,1.4
CNX Nifty Junior,22/05/2015,19937.85,19966.65,19829.4,19901.65,20.25,0.1,55420044,2363.78,23.34,3.04,1.06
CNX 100,22/05/2015,8503.05,8552.65,8486.4,8523.15,33.65,0.4,248500701,10625.47,23,3.51,1.35
CNX 200,22/05/2015,4394.25,4418.15,4386.05,4402.5,16.9,0.39,451364352,14054.31,23.65,3.36,1.37
CNX 500,22/05/2015,6951.35,6988.3,6941.4,6964.45,25.7,0.37,606065340,15407.01,24.54,3.2,1.34
NIFTY Midcap 50,22/05/2015,3347.35,3362.6,3331.3,3334.8,-5.4,-0.16,135502934,2211.53,14.33,1.51,2.22
CNX Midcap,22/05/2015,13100.55,13145.15,13074.35,13089.05,43.75,0.34,174240839,4233.41,21.5,2.46,1.51
CNX Smallcap,22/05/2015,5547.35,5564.8,5531.55,5537.4,0.1,0,136578163,1086.26,60.28,1.31,1.4
CNX Nifty Dividend,22/05/2015,-,-,-,6.16,0,-,-,-,-,-,-
CNX Auto,22/05/2015,8560.25,8589,8531.15,8581.65,32.05,0.37,22421526,1223.48,52.37,6.88,0.82
CNX Bank,22/05/2015,18560.85,18755.45,18354.55,18433.3,-79.85,-0.43,110163572,3388.67,19.35,2.92,0.96
CNX Energy,22/05/2015,8482.8,8532.9,8457.2,8520.65,66.25,0.78,19879772,508.02,12.64,1.53,2.06
CNX Finance,22/05/2015,7525.15,7613.3,7505.45,7526.55,18.55,0.25,105008655,3459.68,20.75,3.38,1.01
CNX FMCG,22/05/2015,20193.15,20273.85,20083.25,20167.75,96.8,0.48,15181352,879.39,46.53,13.4,1.34
CNX IT,22/05/2015,11584.7,11745.75,11562.5,11728.4,109.8,0.95,15469572,1465.39,21.44,6.12,1.95
CNX Media,22/05/2015,2097.65,2109.1,2082.2,2089.1,-3.1,-0.15,8373437,228.91,57.24,4.99,0.81
CNX Metal,22/05/2015,2427.05,2427.05,2403.55,2409.85,-9.75,-0.4,21853902,474.91,15.01,1.2,4.09
CNX MNC,22/05/2015,9900.15,9912.2,9858.9,9872.35,14.65,0.15,8298413,687.79,60.91,7.32,0.95
CNX Pharma,22/05/2015,12565.65,12710.3,12502.5,12690.1,135.35,1.08,9526949,1111.99,57.32,9.63,0.47
CNX PSU Bank,22/05/2015,3616.6,3740.15,3512.7,3524.15,-67.15,-1.87,106584894,2640.2,12.41,1.13,1.61
CNX Realty,22/05/2015,204.35,204.6,201.8,202.25,-0.45,-0.22,50996492,298.18,30.56,0.99,1
CNX Consumption,22/05/2015,3446.4,3446.4,3427.4,3437.85,2.75,0.08,45009931,2129.33,31.25,5.4,1.02
CNX Commodities,22/05/2015,2692.7,2692.7,2673.85,2677.65,-4.7,-0.18,45016847,1388.39,15.41,1.65,2.6
CNX Dividend Opportunities,22/05/2015,2014.1,2015.3,2005.25,2009.45,3.65,0.18,106381655,2466.37,14.9,2.25,3.05
CNX Infrastructure,22/05/2015,3164.65,3180.65,3147.25,3169.9,8.8,0.28,90871874,1584.22,19.38,2.23,1.12
CNX PSE,22/05/2015,3455.7,3467.45,3433.85,3460.85,22.65,0.66,29881655,705.48,12.24,1.97,3.49
CNX Service Sector,22/05/2015,10805.6,10906.5,10788.2,10838.05,40.15,0.37,160711507,5568,19.62,3.44,1.35
CNX Nifty Shariah,22/05/2015,-,-,-,1867.8,11.01,0.59,20304615,1752.35,19.94,3.04,1.32
CNX 500 Shariah,22/05/2015,-,-,-,2173.11,12.68,0.59,79293825,4230.18,23.91,3.77,1.1
CNX Low Volatility,22/05/2015,-,-,-,7339.58,30.05,0.41,54818623,4404.23,26.15,4.62,1.35
CNX Alpha Index,22/05/2015,-,-,-,8897.11,17.12,0.19,51734420,1964.8,51.5,5.44,1.75
CNX High Beta,22/05/2015,-,-,-,1717.71,-1.46,-0.08,217328295,3899.89,13.9,0.91,1.59
CNX DEFTY,22/05/2015,-,-,-,4610.51,29.86,0.65,-,-,-,-,-
CNX 100 Equal Weight,22/05/2015,-,-,-,10638.36,9.07,0.09,248500701,10625.47,19.32,2.36,1.44
LIX 15,22/05/2015,3836.2,3876.6,3802,3808.6,-16.05,-0.42,120078751,3474.76,19.38,1.73,1.18
