Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,24-04-2012,5215.9,5232.35,5180.35,5222.65,22.05,.42,155674654,7362.66,18.34,2.98,1.52
CNX Nifty Junior,24-04-2012,10292.8,10323.95,10193.05,10245.3,-47.8,-.46,90483760,1484.34,15.49,2.29,1.51
CNX 100,24-04-2012,5121.9,5135.2,5085.6,5123.7,14.4,.28,246158414,8846.99,17.82,2.84,1.52
CNX 200,24-04-2012,2648.25,2655.1,2629.65,2649,6.6,.25,404919188,9913.84,18.1,2.65,1.54
S&P CNX 500,24-04-2012,4163.2,4172.7,4135.45,4164,9.15,.22,473633296,10701.12,18,2.52,1.55
NIFTY Midcap 50,24-04-2012,2246.45,2259.15,2226.5,2231.6,-16.65,-.74,134206780,961.5,17.51,1.48,1.6
CNX Midcap,24-04-2012,7509.1,7530.15,7445.15,7490.1,-19,-.25,182470987,1475.47,17.52,1.87,1.75
CNX Smallcap,24-04-2012,3429.5,3436.15,3401.8,3430.45,.9,.03,42100583,581.25,16.15,1.73,1.32
S&P CNX Nifty Dividend,24-04-2012,-,-,-,.16,0,-,-,-,-,-,-
CNX Auto,24-04-2012,4388.95,4404.3,4359.5,4395.65,-.65,-.01,21701481,599.49,21.8,4.22,1.87
CNX Bank,24-04-2012,10275.55,10287.9,10151.8,10215.15,-28,-.27,14901869,1247.08,15.11,2.34,1.3
CNX Energy,24-04-2012,7477.5,7494.75,7395.15,7482.45,12.3,.16,17457611,572.31,14.33,1.87,1.62
CNX Finance,24-04-2012,4178.75,4185.05,4136.4,4155.35,-11.85,-.28,27637348,1548.31,17.68,2.83,1.27
CNX FMCG,24-04-2012,12073.5,12122.55,11861.7,12098.3,40.45,.34,14935221,491.42,32.13,10.76,1.59
CNX IT,24-04-2012,5760.2,5951.15,5681.6,5928.4,248.25,4.37,27358451,2894.12,18.24,5.32,1.95
CNX Media,24-04-2012,1192.35,1202.5,1180.9,1191.95,-.15,-.01,6618590,40.99,40.93,3.46,1.41
CNX Metal,24-04-2012,2948.3,2972.2,2920.65,2962.45,21.45,.73,30309196,727.05,11.63,1.41,1.49
CNX MNC,24-04-2012,5237.05,5249.8,5207.35,5232.95,-1.5,-.03,12462835,339.71,34.31,4,1.16
CNX Pharma,24-04-2012,5188.55,5191.75,5141.1,5149.05,-28.65,-.55,3730376,197.75,50.03,4.52,1.19
CNX PSU Bank,24-04-2012,3387.55,3419.7,3367.35,3391.55,6.1,.18,8353446,547.62,9.12,1.54,2.17
CNX Realty,24-04-2012,228.5,230.65,226.95,229.35,.5,.22,29000883,259.73,18.6,1.06,.64
CNX Consumption,24-04-2012,1928.55,1934.4,1912.35,1932.2,-.2,-.01,73169763,1684.12,22.84,3.53,1.5
CNX Commodities,24-04-2012,2402.25,2410.25,2382.85,2398.5,-1.35,-.06,67409575,1582.87,15.29,1.73,1.64
CNX Dividend Opportunities,24-04-2012,1541.25,1546.25,1536.05,1543.4,1.1,.07,42062457,1052.78,13.09,2.73,2.61
CNX Infrastructure,24-04-2012,2393.1,2393.1,2364.1,2379.45,-18.1,-.75,152332008,1639.94,17.62,2.05,1.21
CNX PSE,24-04-2012,2878.75,2902.3,2866.4,2883.9,6.35,.22,27459005,538.58,15.28,2.12,2.51
CNX Service Sector,24-04-2012,6195.1,6241.65,6143.45,6227.1,60.4,.98,99497111,5170,17.25,2.86,1.45
S&P CNX Nifty Shariah,24-04-2012,-,-,-,1144.68,13.79,1.22,56503808,4145.77,17.08,3.34,1.73
S&P CNX 500 Shariah,24-04-2012,-,-,-,1215.18,9.32,.77,89985397,4915.65,17.91,3.54,1.61
S&P ESG India,24-04-2012,-,-,-,3549.3,7.5,.21,-,-,-,-,-
