Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,22-06-2015,8259.3,8369.45,8257.4,8353.1,128.15,1.56,126542473,6163.02,23.15,3.56,1.42
CNX Nifty Junior,22-06-2015,19583.4,19838.85,19530,19819.8,295.2,1.51,67120352,2440.4,21.91,2.94,1.11
CNX 100,22-06-2015,8331.9,8439.1,8331.9,8427.45,128.75,1.55,193662825,8603.42,22.95,3.44,1.37
CNX 200,22-06-2015,4306.65,4360.8,4306.65,4355.15,66.5,1.55,568968529,11501.51,23.7,3.29,1.39
CNX 500,22-06-2015,6813.35,6896.95,6813.35,6889.7,104.6,1.54,711611697,12892.68,24.63,3.13,1.37
NIFTY Midcap 50,22-06-2015,3218.2,3266.1,3208,3260.3,56.35,1.76,214902160,1651.09,15.77,1.46,2.28
CNX Midcap,22-06-2015,12899.6,13057.95,12882.1,13046.2,199.2,1.55,268340870,3428.42,23.15,2.44,1.52
CNX Smallcap,22-06-2015,5319.4,5387.85,5314.3,5383.15,99.2,1.88,217218341,1353.29,65.03,1.27,1.41
CNX Nifty Dividend,22-06-2015,-,-,-,43.74,0,-,-,-,-,-,-
CNX Auto,22-06-2015,8337.8,8412.95,8337.8,8400.7,95.35,1.15,20192078,1128.32,55.52,6.69,.86
CNX Bank,22-06-2015,17956.55,18420.95,17950.6,18334.5,453.65,2.54,61419191,2154.12,19.25,2.74,1
CNX Energy,22-06-2015,8898.9,8931.5,8839.75,8896.55,16.7,.19,22762691,846.4,14.42,1.6,1.91
CNX Finance,22-06-2015,7343.35,7524.35,7336.3,7506.4,193,2.64,55161103,2247.36,20.79,3.31,1.04
CNX FMCG,22-06-2015,19423.7,19684.8,19380.7,19653.65,308.3,1.59,9466491,532.19,38.5,12.99,1.42
CNX IT,22-06-2015,11266.9,11446.8,11260.95,11429.8,186.15,1.66,8220207,760.04,21.49,6.46,1.72
CNX Media,22-06-2015,2176.9,2188.2,2159.3,2183.7,25.45,1.18,5662250,136.13,60.91,5.21,.77
CNX Metal,22-06-2015,2273.55,2301.15,2272.2,2288.8,27.75,1.23,27069751,541.17,12.68,1.14,4.37
CNX MNC,22-06-2015,9775.85,9850.75,9757.9,9840.2,116.05,1.19,6233176,538.74,46.3,7.24,1.04
CNX Pharma,22-06-2015,11875.5,11924.5,11858.4,11879.35,69.35,.59,6620392,732.25,52.8,9.03,.5
CNX PSU Bank,22-06-2015,3221.65,3311.5,3221.65,3296.45,82.25,2.56,44235246,748.12,11.57,1.03,1.59
CNX Realty,22-06-2015,175.9,184.25,175.9,183.25,9.45,5.44,188168869,790.15,28.7,.89,1.11
CNX Consumption,22-06-2015,3469.3,3489.5,3463.75,3486.35,32.15,.93,41559583,1622.65,29.8,5.46,1.04
CNX Commodities,22-06-2015,2632.55,2651.85,2626.7,2644.4,21.15,.81,53947551,1737.11,15.52,1.62,2.6
CNX Dividend Opportunities,22-06-2015,1985.05,2006.35,1981.8,2002.8,26.45,1.34,147051248,2160.02,15.01,2.21,3.02
CNX Infrastructure,22-06-2015,3226.8,3249.2,3208.85,3238.55,25.45,.79,106110351,1095.75,21.37,2.28,1.1
CNX PSE,22-06-2015,3508.75,3537.6,3494.35,3527.95,34.85,1,32716824,839.65,13.55,2.01,3.42
CNX Service Sector,22-06-2015,10576.7,10775.65,10576.7,10758.5,222.95,2.12,106953384,3908.64,19.84,3.35,1.37
CNX Nifty Shariah,22-06-2015,-,-,-,1877.17,10.95,.59,22993692,1817.34,20.99,3.05,1.33
CNX 500 Shariah,22-06-2015,-,-,-,2183.58,17.22,.79,77690530,3756.75,24.77,3.79,1.11
CNX Low Volatility,22-06-2015,-,-,-,7316.25,61.54,.85,48930461,3788.34,26.71,4.61,1.33
CNX Alpha Index,22-06-2015,-,-,-,8999.99,133.83,1.51,76992125,1651.78,48.77,5.49,1.75
CNX High Beta,22-06-2015,-,-,-,1604.24,53.71,3.46,385896630,4266.46,14.97,.8,1.63
CNX DEFTY,22-06-2015,-,-,-,4557.33,91.7,2.05,-,-,-,-,-
CNX 100 Equal Weight,22-06-2015,-,-,-,10436.38,147.54,1.43,193662825,8603.42,19.45,2.3,1.46
LIX 15,22-06-2015,3540.65,3608.1,3540.65,3593.8,73.55,2.09,64746814,2055.99,20.7,2.01,1.22
CPSE,22-06-2015,2442.8,2463.1,2427.45,2457.6,24.3,1,12521122,471.34,13.9,2.46,3.85
NV 20,22-06-2015,3757,3813.2,3757,3807.65,67.47,1.8,75570179,3234.69,16.95,2.65,2.07
LIX15 Midcap,22-06-2015,-,-,-,2950.52,50.47,1.74,117954641,791.56,10.57,1.34,1.85
CNX Shariah25,22-06-2015,-,-,-,3245.97,28.89,.9,21239684,1862.6,27.9,4.83,1.16
India VIX,22-06-2015,15.085,15.7475,13.735,15.49,.4,2.67,-,-,-,-,-
NI15,22-06-2015,5008.15,5061.4,5008.15,5057.4,69.9,1.4,16158649,1675.06,26.33,8.36,1.61
NIFTY TR 1X Inverse,22-06-2015,430.8,430.8,425.05,425.85,-6.55,-1.51,-,-,-,-,-
NIFTY TR 2X Leverage,22-06-2015,4035.55,4142.45,4035.55,4126.85,123.1,3.07,-,-,-,-,-
NIFTY PR 1X Inverse,22-06-2015,463.8,463.8,457.6,458.5,-7,-1.5,-,-,-,-,-
NIFTY PR 2x Leverage,22-06-2015,3484.15,3576.45,3484.15,3563,105.9,3.06,-,-,-,-,-
NSE Quality 30,22-06-2015,-,-,-,2092,28.18,1.37,39520451,2567.54,32.22,7.72,1.63
NSE GSECBM Clean Price Index,22-06-2015,-,-,-,933.72,-1.73,-.18,-,-,-,-,-
GSEC10 NSE Index,22-06-2015,-,-,-,1395.71,-1.9,-.14,-,-,-,-,-
GSECBM NSE Index,22-06-2015,-,-,-,1340.77,-2.18,-.16,-,-,-,-,-
