Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,25-08-2014,7931.75,7968.25,7897.95,7906.3,-6.9,-0.09,118465594,6152.32,20.67,3.44,1.28
CNX Nifty Junior,25-08-2014,17018.95,17088.45,16755.95,16793.8,-192.15,-1.13,72969285,2460.3,20.42,2.7,1.11
CNX 100,25-08-2014,7878.85,7910.8,7833.4,7841.8,-19.1,-0.24,191434879,8612.61,20.64,3.31,1.26
CNX 200,25-08-2014,4037.7,4054.1,4013.1,4017.1,-12,-0.3,440470424,11297.15,20.46,3.14,1.25
CNX 500,25-08-2014,6366,6391.3,6327.1,6332.45,-19.9,-0.31,626490594,13012.2,21.24,2.96,1.25
NIFTY Midcap 50,25-08-2014,3226.85,3239.3,3162.85,3168.55,-51.75,-1.61,167655726,2389.71,17.15,1.68,1.16
CNX Midcap,25-08-2014,11223.05,11261.95,11091.3,11101.75,-100.7,-0.9,192153541,3319.5,18.21,2.4,1.24
CNX Smallcap,25-08-2014,5066.4,5098.4,5010.15,5018.55,-43.55,-0.86,152459193,1230.13,17.76,1.34,1.36
CNX Nifty Dividend,25-08-2014,-,-,-,81.37,0,-,-,-,-,-,-
CNX Auto,25-08-2014,7614.95,7627.95,7579.9,7597.5,15.35,0.2,19138047,767.79,36.01,5.97,0.89
CNX Bank,25-08-2014,15817.55,15973.35,15625.45,15669,-150.15,-0.95,22469543,1776.03,16.81,2.43,1.15
CNX Energy,25-08-2014,9688.9,9729.55,9602.8,9615.3,-56.35,-0.58,27352924,741.72,13.15,1.89,1.72
CNX Finance,25-08-2014,6474.25,6539.65,6425.85,6439.1,-35.95,-0.56,32831257,2089.07,18.37,2.85,1.2
CNX FMCG,25-08-2014,18801.3,18932.6,18686.2,18895.25,205.75,1.1,14924127,496.33,35.11,11.85,1.48
CNX IT,25-08-2014,10553.8,10666.5,10514.5,10645.85,102.45,0.97,9554942,1069.86,20.69,6.23,1.36
CNX Media,25-08-2014,1936.1,1946.4,1923.5,1927.85,-15.95,-0.82,8628917,103.19,52.32,4.67,0.87
CNX Metal,25-08-2014,3247.1,3255.3,3075.35,3090,-150.4,-4.64,48684480,1226.91,14.03,1.43,1.86
CNX MNC,25-08-2014,8145.8,8188.85,8120.8,8131.45,-0.1,0,9062031,511.62,38.61,5.98,1.09
CNX Pharma,25-08-2014,9972.95,10058.8,9971.9,10000,43.9,0.44,5865569,484.56,31.07,7.3,0.67
CNX PSU Bank,25-08-2014,3630.75,3681.9,3551.7,3565.75,-57,-1.57,26650638,1274.26,11.89,1.12,1.63
CNX Realty,25-08-2014,233.75,234.7,227.95,228.75,-4.8,-2.06,66499087,377.07,34.47,1.18,0.82
CNX Consumption,25-08-2014,3097.35,3101.5,3088.9,3094.25,5.35,0.17,28756162,1432.32,30.38,4.91,1.05
CNX Commodities,25-08-2014,3000.55,3006,2924.05,2928.65,-63.25,-2.11,83218871,2376.93,15.3,1.83,1.82
CNX Dividend Opportunities,25-08-2014,2055.75,2058.85,2036.05,2039.6,-8.95,-0.44,71047569,1827.29,14.23,2.24,2.48
CNX Infrastructure,25-08-2014,3174.55,3182.75,3133.5,3142.1,-25.9,-0.82,133458443,1507.21,21.32,2.41,1.12
CNX PSE,25-08-2014,3644.4,3655.75,3603.3,3609.05,-25.25,-0.69,46939849,1026.87,11.47,2.14,2.61
CNX Service Sector,25-08-2014,9644.15,9717.5,9610.35,9623.5,-16.7,-0.17,65706885,3646.38,18.58,3.15,1.27
CNX Nifty Shariah,25-08-2014,-,-,-,1752.41,10.66,0.61,24799398,1962.51,18.43,3.23,1.05
CNX 500 Shariah,25-08-2014,-,-,-,1924.8,5.65,0.29,81286492,3332.14,20.92,3.62,1.01
CNX Low Volatility,25-08-2014,-,-,-,6114.11,13.05,0.21,33054396,2546.5,23.19,4.4,1.38
CNX Alpha Index,25-08-2014,-,-,-,6887.36,-9.65,-0.14,51187922,1855.77,25.78,3.53,0.69
CNX High Beta,25-08-2014,-,-,-,1856.07,-42.42,-2.23,268330258,4282.05,13.83,1.02,1.54
CNX DEFTY,25-08-2014,-,-,-,4533.62,-3.28,-0.07,-,-,-,-,-
CNX 100 Equal Weight,25-08-2014,-,-,-,9698.62,-88.85,-0.91,191434879,8612.61,19.39,2.68,1.28
LIX 15,25-08-2014,3690.6,3703.45,3594.65,3601.8,-77,-2.09,64422145,2933.2,19.28,1.99,1
CPSE,25-08-2014,2526.9,2534.3,2486.8,2494.1,-23.85,-0.95,15207259,541.76,10.56,2.56,2.65
NV 20,25-08-2014,-,-,-,3713.82,-1.88,-0.05,38155494,3087.6,15.96,2.61,1.61
LIX15 Midcap,25-08-2014,-,-,-,2846.95,-65.89,-2.26,80663789,1101.81,12.3,1.65,1.32
CNX Shariah25,25-08-2014,-,-,-,2833.54,17.06,0.61,22092412,1899.19,22.43,5.16,1.13
India VIX,25-08-2014,13.62,14.165,12.0075,13.79,0.17,1.23,-,-,-,-,-
NI15,25-08-2014,4517,4553.6,4502.3,4549.2,45.1,1,11941582,1547.54,27.23,8.31,1.24
GSEC10 NSE Index,25-08-2014,-,-,-,1248.49,-3.46,-0.28,-,-,-,-,-
GSECBM NSE Index,25-08-2014,-,-,-,1206.49,-2.64,-0.22,-,-,-,-,-
