Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,28-08-2014,7942.25,7967.8,7939.2,7954.35,18.3,.23,189698796,10417.14,20.8,3.46,1.27
CNX Nifty Junior,28-08-2014,16858.55,16877.2,16714.55,16764.7,-48.75,-.29,123072781,3344.21,20.38,2.7,1.11
CNX 100,28-08-2014,7876.7,7898.45,7865.8,7880.4,12.1,.15,312771577,13761.35,20.74,3.32,1.25
CNX 200,28-08-2014,4037.55,4047.7,4028.5,4036.05,3.6,.09,675812704,17248.42,20.56,3.16,1.25
CNX 500,28-08-2014,6363.75,6378.95,6349.65,6360.75,5.6,.09,826213553,18853.81,21.34,2.98,1.24
NIFTY Midcap 50,28-08-2014,3162.3,3167.25,3124.55,3131.4,-24.55,-.78,245300140,3150.99,17,1.66,1.18
CNX Midcap,28-08-2014,11194.95,11214.45,11087.3,11114.05,-45.7,-.41,268864550,4366.58,18.23,2.41,1.23
CNX Smallcap,28-08-2014,5036.8,5053.15,4990.1,5005.15,-21.25,-.42,161679280,1242.56,17.84,1.34,1.36
CNX Nifty Dividend,28-08-2014,-,-,-,82.65,0,-,-,-,-,-,-
CNX Auto,28-08-2014,7676.35,7722.15,7673.8,7683.6,18.6,.24,35443092,2074.25,36.42,6.03,.88
CNX Bank,28-08-2014,15758.05,15794.6,15688.15,15740.4,22.75,.14,27074422,2024.19,16.89,2.44,1.15
CNX Energy,28-08-2014,9591.3,9669.35,9583.55,9629,51.35,.54,60073034,1703.18,13.17,1.9,1.72
CNX Finance,28-08-2014,6469.65,6496.9,6456.65,6480.15,17.9,.28,46648094,2742.65,18.49,2.87,1.19
CNX FMCG,28-08-2014,19192.55,19353.65,19158.6,19308.6,115.8,.6,43396107,1453.32,35.88,12.11,1.44
CNX IT,28-08-2014,10749.25,10757.65,10658.2,10679.65,-64.15,-.6,11673150,1374.93,20.76,6.25,1.35
CNX Media,28-08-2014,1903.6,1917.5,1886.8,1892.15,-12.85,-.67,14777668,238.43,51.35,4.58,.89
CNX Metal,28-08-2014,3099.55,3119.55,3077.85,3080.5,-25.1,-.81,43157302,1033.93,13.99,1.43,1.86
CNX MNC,28-08-2014,8151.9,8192,8149.2,8177.8,23.95,.29,15069083,766.3,38.83,6.01,1.08
CNX Pharma,28-08-2014,10115.2,10149.35,10041.85,10082.3,-22.05,-.22,8433401,895.71,31.33,7.36,.66
CNX PSU Bank,28-08-2014,3557.75,3568.25,3478.4,3485.2,-63.35,-1.79,44053913,1052.37,11.67,1.1,1.67
CNX Realty,28-08-2014,224.25,225.65,219.85,220.3,-4.95,-2.2,85726434,554.23,33.2,1.13,.86
CNX Consumption,28-08-2014,3119.25,3129.85,3112.6,3124.05,7.6,.24,84773291,4078.12,30.68,4.95,1.04
CNX Commodities,28-08-2014,2925.8,2934.3,2909.6,2912.45,-10.65,-.36,112102096,3158.86,15.21,1.82,1.83
CNX Dividend Opportunities,28-08-2014,2044.95,2049,2035.4,2039.45,-4.5,-.22,123636581,3616.73,14.25,2.24,2.48
CNX Infrastructure,28-08-2014,3102.35,3126.9,3093.5,3113.45,16.9,.55,258835400,2828.39,21.13,2.38,1.13
CNX PSE,28-08-2014,3606.15,3643.05,3600,3634.4,34.2,.95,99800721,2158.92,11.55,2.15,2.59
CNX Service Sector,28-08-2014,9656.8,9686,9623.65,9643,-6.25,-.06,119446891,5152.39,18.62,3.16,1.26
CNX Nifty Shariah,28-08-2014,-,-,-,1768.73,2.42,.14,43395438,3852.08,18.6,3.26,1.04
CNX 500 Shariah,28-08-2014,-,-,-,1944.65,1.17,.06,118337653,5715.45,21.14,3.66,1
CNX Low Volatility,28-08-2014,-,-,-,6180.3,-4.27,-.07,98922548,6322.61,23.44,4.45,1.37
CNX Alpha Index,28-08-2014,-,-,-,6969.89,6.8,.1,47641765,2035.29,26.09,3.57,.69
CNX High Beta,28-08-2014,-,-,-,1817.21,-18.22,-.99,363962487,5349.19,13.54,1,1.57
CNX DEFTY,28-08-2014,-,-,-,4557.59,9.99,.22,-,-,-,-,-
CNX 100 Equal Weight,28-08-2014,-,-,-,9701.74,-14.77,-.15,312771577,13761.35,19.4,2.68,1.28
LIX 15,28-08-2014,3617.65,3627.05,3594.1,3599.85,-12.35,-.34,64197162,2725.9,19.27,1.99,1
CPSE,28-08-2014,2510.95,2539.6,2507.05,2523.5,17.6,.7,24279628,1062.19,10.68,2.59,2.62
NV 20,28-08-2014,-,-,-,3731.18,.95,.03,65513319,5076.36,16.04,2.63,1.61
LIX15 Midcap,28-08-2014,-,-,-,2788.2,-22.82,-.81,100811571,1251.56,12.04,1.61,1.35
CNX Shariah25,28-08-2014,-,-,-,2876.45,10.21,.36,61556413,4455.36,22.77,5.24,1.12
India VIX,28-08-2014,13.0625,14.345,12.325,13.07,.01,.04,-,-,-,-,-
NI15,28-08-2014,4599.45,4608.6,4584.75,4594.95,-4.9,-.11,29720911,3736.41,27.51,8.39,1.23
