Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,17-12-2015,7783.05,7852.9,7737.55,7844.35,93.45,1.21,181256780,7367.15,21.21,3.15,1.47
Nifty Next 50,17-12-2015,19404.8,19604.8,19378.5,19588.75,285.85,1.48,82808501,2572.36,21.71,2.78,1.65
Nifty 100,17-12-2015,7913.7,7986.1,7873.9,7978.1,98.55,1.25,264065281,9939.51,21.29,3.08,1.5
Nifty 200,17-12-2015,4106.1,4144.3,4087.1,4140.45,53,1.3,550196064,12660.37,22.26,2.95,1.46
Nifty 500,17-12-2015,6565.6,6626.6,6538.2,6621.75,86.3,1.32,714784551,14677.85,23.21,2.83,1.43
Nifty Midcap 50,17-12-2015,3275.75,3326.5,3267.05,3321.05,63.05,1.94,188446857,1882.23,21.08,1.31,2.32
Nifty Midcap 100,17-12-2015,13072.1,13228.8,13065.7,13220.85,226.6,1.74,239632067,3879.22,27,2.25,1.48
Nifty Smallcap 100,17-12-2015,5432.65,5484.6,5411.1,5477.75,100.35,1.87,172553807,1384.85,23.81,1.08,1.39
Nifty50 Dividend Points,17-12-2015,-,-,-,95.23,0,-,-,-,-,-,-
Nifty Auto,17-12-2015,8080.05,8165.3,7999.4,8149,113.4,1.41,23737217,1329.2,40.94,6.2,.8
Nifty Bank,17-12-2015,16704.05,16771.8,16544.65,16741.5,162.1,.98,72117905,2081.73,17.5,2.37,1.16
Nifty Energy,17-12-2015,8236.45,8372.75,8196,8356.65,142.8,1.74,27194735,997.03,12.59,1.5,1.82
Nifty Financial Services,17-12-2015,6911,6963.05,6859.25,6956.3,83.3,1.21,56102781,2090.65,18.48,2.92,1.19
Nifty FMCG,17-12-2015,19775.85,19962.95,19688.3,19940.6,149.9,.76,21054652,1015.37,37.01,11.74,1.44
Nifty IT,17-12-2015,11182.95,11293.05,11122.45,11275.15,130.25,1.17,9556916,909.72,19.62,5.98,2.58
Nifty Media,17-12-2015,2450.45,2502.4,2431.75,2496.5,56.15,2.3,28750701,277.03,47.94,6.03,.74
Nifty Metal,17-12-2015,1747.1,1798.25,1746.95,1795.55,57.65,3.32,67037250,978.92,14.48,.68,3.85
Nifty MNC,17-12-2015,9466,9571.35,9440.75,9559.8,86.4,.91,16673792,696.55,41.43,7.06,1.69
Nifty Pharma,17-12-2015,11713.35,11785.8,11679.95,11771.8,134.15,1.15,10466424,1053.98,59.64,6.32,.52
Nifty PSU Bank,17-12-2015,2926.9,2956,2908.95,2936.2,43.05,1.49,52706392,773.27,12,.91,1.95
Nifty Realty,17-12-2015,166.3,167.8,165.6,167.3,2.25,1.36,46054781,219.31,29.45,.77,.88
Nifty India Consumption,17-12-2015,3497.35,3542.9,3485.6,3538.25,46.45,1.33,56326044,2461.93,30.02,4.93,1.1
Nifty Commodities,17-12-2015,2346.5,2373.15,2339.3,2370.95,33.05,1.41,102991755,2309.36,14.77,1.41,2.57
Nifty Dividend Opportunities 50,17-12-2015,1861.75,1882.05,1860.35,1880,21.6,1.16,86386754,2136.9,16.17,2.43,2.95
Nifty Infrastructure,17-12-2015,2663.2,2683.65,2652.7,2680.65,31.25,1.18,112409768,1177.51,19.04,1.76,1.18
