Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,28-12-2015,7863.2,7937.2,7863,7925.15,64.1,.82,126737811,5755.48,21.43,3.18,1.46
Nifty Next 50,28-12-2015,19813.95,19889.55,19813.5,19850.1,64.95,.33,45600675,1561.83,22,2.82,1.63
Nifty 100,28-12-2015,8009.3,8074.35,8009.3,8064.3,58.75,.73,172338486,7317.3,21.52,3.11,1.49
Nifty 200,28-12-2015,4162.35,4192.6,4162.35,4187.65,28.3,.68,377334264,9382.58,22.53,2.98,1.44
Nifty 500,28-12-2015,6663.45,6707.25,6663.45,6700.7,43.95,.66,537406257,11208.92,23.51,2.86,1.41
Nifty Midcap 50,28-12-2015,3374.2,3386.05,3367.85,3376.1,9.4,.28,126935032,1313.07,21.43,1.3,2.29
Nifty Midcap 100,28-12-2015,13368.5,13381.85,13330.4,13345.25,7.9,.06,137363799,2264.04,27.25,2.25,1.46
Nifty Smallcap 100,28-12-2015,5619.65,5645.9,5617.8,5621.15,18,.32,154428742,1284.51,24.94,1.11,1.36
Nifty50 Dividend Points,28-12-2015,-,-,-,95.23,0,-,-,-,-,-,-
Nifty Auto,28-12-2015,8157.6,8234.85,8156.8,8228.4,91.8,1.13,19381477,1005.19,41.34,6.26,.79
Nifty Bank,28-12-2015,16843.4,17019,16843.4,16979.15,168.15,1,41135712,1365.1,17.75,2.4,1.15
Nifty Energy,28-12-2015,8462.15,8568.7,8462.15,8552.7,97.8,1.16,23335604,720.62,12.88,1.54,1.77
Nifty Financial Services,28-12-2015,6978.4,7028.5,6978.4,7014.15,45.85,.66,35970822,1449.21,18.64,2.94,1.18
Nifty FMCG,28-12-2015,20037.85,20184.6,20037.85,20152.75,94.95,.47,10558482,497.13,37.4,11.86,1.43
Nifty IT,28-12-2015,11152.7,11303.05,11146.85,11271.8,86.9,.78,8055590,1001.9,19.61,5.98,2.58
Nifty Media,28-12-2015,2529.85,2553.85,2528.9,2535.6,13.45,.53,29809138,251.15,48.69,6.12,.73
Nifty Metal,28-12-2015,1841.6,1844.45,1805.9,1815.95,-19.9,-1.08,33013361,484.45,14.64,.68,3.81
Nifty MNC,28-12-2015,9561.9,9599.15,9561.35,9579.25,21.7,.23,11586441,476.32,41.51,7.07,1.69
Nifty Pharma,28-12-2015,11816.35,12036.4,11816.35,12009,213.25,1.81,9557994,969.23,60.84,6.45,.51
Nifty PSU Bank,28-12-2015,2919.1,2933.1,2912.6,2921.5,12.05,.41,26359390,400.25,11.94,.9,1.96
Nifty Realty,28-12-2015,171.15,172.25,170.7,171.8,.9,.53,27852885,166.49,30.24,.79,.86
Nifty India Consumption,28-12-2015,3575.75,3584.15,3566.75,3573.25,1.15,.03,38025811,1517.46,30.31,4.98,1.09
Nifty Commodities,28-12-2015,2409.55,2418.8,2408.1,2415.7,10.05,.42,62320187,1510.87,15.05,1.44,2.53
Nifty Dividend Opportunities 50,28-12-2015,1896.85,1911.05,1896.85,1909.45,13.5,.71,54515346,1721.11,16.43,2.47,2.9
Nifty Infrastructure,28-12-2015,2751,2756,2740.6,2752.65,6.75,.25,96968658,1064.84,19.55,1.78,1.15
Nifty PSE,28-12-2015,3094.2,3122.9,3094.2,3116.95,27.95,.9,33375229,666.95,11.75,1.66,3.17
Nifty Services Sector,28-12-2015,10185.15,10282.25,10185.15,10259.75,73.3,.72,81645008,3110.69,18.34,3.09,1.51
Nifty50 Shariah,28-12-2015,-,-,-,1834.17,12.58,.69,26770155,2106.86,19.35,2.69,1.52
Nifty500 Shariah,28-12-2015,-,-,-,2171.99,11.54,.53,98030214,3919.06,22.27,3.33,1.24
Nifty Low Volatility 50,28-12-2015,-,-,-,7468.81,27.94,.38,57844476,4211.19,24.65,4.29,1.76
Nifty Alpha 50,28-12-2015,-,-,-,9466.65,19.82,.21,45254246,1353.41,44.86,5.77,.86
Nifty High Beta 50,28-12-2015,-,-,-,1527.58,7.71,.51,199540060,2851.62,20.49,.71,1.62
Nifty50 USD,28-12-2015,-,-,-,4152.02,37.56,.91,-,-,-,-,-
Nifty100 Equal Weight,28-12-2015,-,-,-,10208.77,43.18,.42,172338486,7317.3,20.61,2.1,1.77
Nifty100 Liquid 15,28-12-2015,3087.65,3111.15,3086.35,3108.2,26.45,.86,51372174,1664.69,19.23,2.05,1.23
Nifty CPSE,28-12-2015,2044,2064.3,2044,2057.45,17.15,.84,12291382,400.1,11.45,1.86,3.73
Nifty50 Value 20,28-12-2015,3555,3594.2,3555,3587.2,32.25,.91,62861104,2794.49,15,2.36,2.09
Nifty Midcap Liquid 15,28-12-2015,-,-,-,2889.83,-4.35,-.15,25539407,351.4,11.07,1.37,2.1
Nifty Shariah 25,28-12-2015,-,-,-,3284.13,23.69,.73,17963141,1986.61,27.23,4.78,1.14
India VIX,28-12-2015,13.745,14.525,10.375,14.4,.66,4.78,-,-,-,-,-
Nifty Growth Sectors 15,28-12-2015,5144.65,5207,5144.65,5199.95,48.8,.95,17939633,2002.74,25.2,7.85,1.73
Nifty50 TR 1x Inverse,28-12-2015,460.6,460.6,456.3,457,-3.4,-.74,-,-,-,-,-
Nifty50 TR 2x Leverage,28-12-2015,3512,3577.65,3512,3567.35,54.65,1.56,-,-,-,-,-
Nifty50 PR 1x Inverse,28-12-2015,498.15,498.15,493.5,494.2,-3.7,-.74,-,-,-,-,-
Nifty50 PR 2x Leverage,28-12-2015,3003.75,3059.95,3003.75,3051.1,46.7,1.55,-,-,-,-,-
Nifty Quality 30,28-12-2015,-,-,-,2085.82,21.23,1.03,37640026,2766.72,29.77,7.2,1.67
Nifty Tata Group,28-12-2015,-,-,-,4464.91,49.19,1.11,28223098,1150.36,29.37,4.42,2.32
Nifty Tata Group 25% Cap,28-12-2015,-,-,-,3562.95,20.89,.59,21432252,984.25,23.28,1.87,1.7
Nifty Aditya Birla Group,28-12-2015,-,-,-,3129.46,-2.37,-.08,10283608,175.71,31.6,2.12,.45
Nifty Mahindra Group,28-12-2015,-,-,-,9117.24,-29.49,-.32,2384520,151.65,22.14,3.85,1.07
Nifty 8-13 yr G-Sec,28-12-2015,-,-,-,1452.36,-.04,0,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec,28-12-2015,-,-,-,1392.45,-.4,-.03,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec (Clean Price),28-12-2015,-,-,-,932.51,-.46,-.05,-,-,-,-,-
Nifty 4-8 yr G-Sec Index,28-12-2015,-,-,-,1515.22,-1.93,-.13,-,-,-,-,-
Nifty 11-15 yr G-Sec Index,28-12-2015,-,-,-,1500.48,-1.01,-.07,-,-,-,-,-
Nifty 15 yr and above G-Sec Index,28-12-2015,-,-,-,1564.98,-1.14,-.07,-,-,-,-,-
Nifty Composite G-sec Index,28-12-2015,-,-,-,1493.16,-1.26,-.08,-,-,-,-,-
