Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,04-03-2013,5704.7,5712,5663.6,5698.5,-21.2,-.37,144887325,5778.72,17.67,3.03,1.44
CNX Nifty Junior,04-03-2013,11557.95,11557.95,11416.85,11461.3,-99.65,-.86,72357335,1516.56,17.2,2.15,1.38
CNX 100,04-03-2013,5622.3,5625.35,5580.25,5609.9,-25.15,-.45,217244660,7295.28,17.6,2.85,1.43
CNX 200,04-03-2013,2881.25,2881.3,2856.2,2870.3,-16.8,-.58,703346239,9287.97,17.36,2.63,1.46
CNX 500,04-03-2013,4491.35,4491.35,4450.6,4470.15,-29.6,-.66,779974842,9878.54,17.2,2.47,1.48
NIFTY Midcap 50,04-03-2013,2042.4,2042.4,1994.55,1999.9,-43.55,-2.13,411953512,1699.93,12.12,1.2,1.68
CNX Midcap,04-03-2013,7621.5,7621.5,7484,7508.45,-113.95,-1.49,476251719,2100.21,16.69,1.66,1.73
CNX Smallcap,04-03-2013,3259.95,3268.2,3206.25,3208.4,-59.95,-1.83,56652505,427.54,32.71,1.21,1.45
CNX Nifty Dividend,04-03-2013,-,-,-,83.17,0,-,-,-,-,-,-
CNX Auto,04-03-2013,4474.25,4478.8,4418.5,4454.25,-27.35,-.61,18919903,771.5,21.8,4.07,1.62
CNX Bank,04-03-2013,11515.4,11602.5,11453.1,11575.6,35.55,.31,18066252,1492.47,13.82,2.37,1.27
CNX Energy,04-03-2013,7839.85,7884.1,7786.95,7838,-12.8,-.16,29304707,775.3,12.02,1.77,1.6
CNX Finance,04-03-2013,4702.75,4738.25,4682.05,4723.85,4.9,.1,31925293,1811.49,15.79,2.78,1.3
CNX FMCG,04-03-2013,14618.4,14625.35,14374.65,14580.6,-50.85,-.35,16639431,773.73,32.48,11.36,1.37
CNX IT,04-03-2013,7112.5,7163.7,7062.6,7101.65,-16.05,-.23,19131689,920.27,19.03,5.7,1.58
CNX Media,04-03-2013,1671.15,1679.15,1657.25,1669.65,-7.4,-.44,11008035,136.05,39.55,5.05,.93
CNX Metal,04-03-2013,2373.5,2373.5,2314.85,2320.25,-58.5,-2.46,27495537,500.95,10.25,.99,2.26
CNX MNC,04-03-2013,5146.2,5146.9,5070.6,5080.05,-83.75,-1.62,12372648,414.9,26.59,4.3,1.39
CNX Pharma,04-03-2013,5798.7,5826.35,5769.55,5817.9,10.9,.19,5441813,338.33,31.67,5.05,.8
CNX PSU Bank,04-03-2013,3155.6,3171.7,3128.15,3148.8,-10,-.32,11808717,616.48,6.94,1.17,2.45
CNX Realty,04-03-2013,246.7,246.8,239.35,240.7,-6.1,-2.47,61921283,403.91,26.33,.95,.54
CNX Consumption,04-03-2013,2219.75,2221.65,2192.2,2208.1,-16.7,-.75,56243679,1777.43,24.55,3.88,1.21
CNX Commodities,04-03-2013,2305.75,2305.75,2263.85,2267.65,-44.15,-1.91,325289500,2044.98,14.54,1.5,1.87
CNX Dividend Opportunities,04-03-2013,1621.05,1621.2,1597.55,1607.3,-15.9,-.98,58389559,1378.09,11.95,2.18,2.62
CNX Infrastructure,04-03-2013,2309.9,2309.9,2269.55,2281.85,-35.35,-1.53,351132346,1492.57,15.61,1.81,1.29
CNX PSE,04-03-2013,2861.4,2863.75,2809.8,2838.3,-25.5,-.89,292800326,1194.92,10.24,1.87,2.81
CNX Service Sector,04-03-2013,7012.25,7046.4,6993.2,7033.3,3.55,.05,73583411,3140.22,16.33,2.86,1.39
CNX Nifty Shariah,04-03-2013,-,-,-,1254.7,-6.64,-.53,34604152,2146.23,17.93,3.54,1.54
CNX 500 Shariah,04-03-2013,-,-,-,1328.2,-8.11,-.61,65644849,2757.35,18.45,3.64,1.51
S&P ESG India,04-03-2013,-,-,-,3595.24,-31.13,-.86,-,-,-,-,-
CNX Low Volatility,04-03-2013,-,-,-,4361.23,-36.09,-.82,315790325,3320.15,19.06,3.33,1.52
CNX Alpha Index,04-03-2013,-,-,-,4431.49,-60.84,-1.35,48325645,1942.1,21.66,3.39,.69
CNX High Beta,04-03-2013,-,-,-,1338.43,-31.25,-2.28,279327582,2897.4,21.87,.82,1.38
